id,t0d0,t0d1,t1d0,t1d1,t2d0,t2d1,t3d0,t3d1,t4d0,t4d1,t5d0,t5d1,t6d0,t6d1,t7d0,t7d1,t8d0,t8d1,t9d0,t9d1,t10d0,t10d1,t11d0,t11d1,t12d0,t12d1,t13d0,t13d1,t14d0,t14d1,t15d0,t15d1,t16d0,t16d1,t17d0,t17d1,t18d0,t18d1,t19d0,t19d1,t20d0,t20d1,t21d0,t21d1,t22d0,t22d1,t23d0,t23d1,t24d0,t24d1,t25d0,t25d1,t26d0,t26d1,t27d0,t27d1,t28d0,t28d1,t29d0,t29d1,t30d0,t30d1,t31d0,t31d1,t32d0,t32d1,t33d0,t33d1,t34d0,t34d1,t35d0,t35d1,t36d0,t36d1,t37d0,t37d1,t38d0,t38d1,t39d0,t39d1,t40d0,t40d1,t41d0,t41d1,t42d0,t42d1,t43d0,t43d1,t44d0,t44d1,t45d0,t45d1,t46d0,t46d1,t47d0,t47d1,t48d0,t48d1,t49d0,t49d1,t50d0,t50d1,t51d0,t51d1,t52d0,t52d1,t53d0,t53d1,t54d0,t54d1,t55d0,t55d1,t56d0,t56d1,t57d0,t57d1,t58d0,t58d1,t59d0,t59d1,t60d0,t60d1,t61d0,t61d1,t62d0,t62d1,t63d0,t63d1,t64d0,t64d1,t65d0,t65d1,t66d0,t66d1,t67d0,t67d1,t68d0,t68d1,t69d0,t69d1,t70d0,t70d1,t71d0,t71d1,t72d0,t72d1,t73d0,t73d1,t74d0,t74d1,t75d0,t75d1,t76d0,t76d1,t77d0,t77d1,t78d0,t78d1,t79d0,t79d1,t80d0,t80d1,t81d0,t81d1,t82d0,t82d1,t83d0,t83d1,t84d0,t84d1,t85d0,t85d1,t86d0,t86d1,t87d0,t87d1,t88d0,t88d1,t89d0,t89d1,t90d0,t90d1,t91d0,t91d1,t92d0,t92d1,t93d0,t93d1,t94d0,t94d1,t95d0,t95d1,t96d0,t96d1,t97d0,t97d1
bubble-0,-5.791153,1.3473489,6.7649097,-5.704229,-2.863744,3.9090476,-6.698115,6.6737766,2.3830643,-1.093745,8.247648,-7.7722626,12.634504,7.263441,1.1371361,4.600757,12.001593,9.558911,-6.0139728,9.854497,3.9013155,-8.216475,2.7560284,-19.779062,1.7599534,15.354957,6.3417916,1.9802227,-5.4556766,-1.572964,4.034062,8.669237,2.9107792,-1.5519315,9.2363405,3.5671983,13.295366,-8.738623,13.902167,0.4826644,2.8228445,11.329245,1.6630082,-6.6442723,4.5361767,-4.6915193,6.8093047,2.1530337,7.6884465,0.07789825,-2.1423025,-0.6858741,-0.54637283,-7.5981693,-2.810944,-3.169607,3.9605293,-5.678814,-7.359775,1.6646931,-0.53911453,5.6704006,2.647944,-8.421533,0.3308889,0.0017119854,-1.2434609,-4.7696447,6.324278,-0.48060736,2.8227794,1.6602858,-3.680248,3.3285887,-0.09685183,6.4379506,2.1320431,-3.8083136,-4.9671006,-1.8999867,8.419732,-6.5703244,14.10499,-1.059408,-4.2771454,12.817624,-1.6416459,-1.2573918,-2.7647738,-7.1075583,-0.18755262,-7.3457956,-0.5240972,11.468686,10.7109585,4.6611786,-0.6037785,0.13150783,9.066895,6.318994,9.166244,3.6101358,9.778563,-3.2228,2.3597038,-5.091738,-0.07117676,-7.323734,12.208058,-2.9346871,7.6362348,-3.5301254,0.8586001,7.815489,-1.6935925,-3.845914,-2.6012359,-3.8249485,1.0341239,-9.167462,7.010024,3.9760435,-7.032394,4.919751,1.3708363,6.6990213,11.313386,-8.859966,2.3519197,0.7456013,-7.877163,-4.160346,-9.505671,7.2974973,1.0168334,7.758748,1.5814816,5.7334075,3.2746587,2.0264328,-5.057793,12.007546,-5.419176,-11.451752,11.328088,-3.3401825,-2.77686,-2.2076645,-1.3304327,-0.097992204,12.274032,5.932695,11.007873,-8.630142,5.83868,-4.8364935,-0.76647717,1.92627,-3.171224,-3.5693285,0.28638792,7.9580326,-7.482064,1.1179292,8.337616,-5.431468,11.450198,-5.813863,1.6821777,6.6161532,-3.5565324,5.3622813,8.969356,-2.8233638,4.020006,-9.824622,5.656477,-14.851536,-3.1576474,-0.18859406,3.749819,-6.908934,4.324914,-18.252823,6.494334,-16.710962,-12.014813,0.5860629,6.0386252,10.660374,-2.1026227,5.9367323,-0.7951119,4.2036767,2.7381659,-13.276782
bubble-1,-5.3261747,1.426869,7.2201614,-5.758967,-3.0262694,4.022482,-6.6100497,6.395752,2.2107363,-1.1542907,8.274041,-7.4446416,12.45761,6.716095,1.5000211,3.9864635,12.577276,9.63036,-6.15305,10.488864,3.754957,-7.6385098,2.8699718,-20.051437,1.5461766,15.820912,6.1385117,1.3304805,-5.5075235,-1.4679548,4.308793,9.351819,3.4743724,-1.0997835,10.3453865,4.035104,13.27814,-9.168904,12.90432,0.29149723,2.3063192,11.506639,2.048917,-7.4781704,4.586077,-5.0742188,6.646938,2.3519,7.9448586,-0.26435286,-1.6910598,-1.0134306,0.30819556,-7.6408367,-3.4699152,-2.8819215,4.027618,-6.1598535,-8.380379,1.2631915,-0.8729558,5.8127413,2.585724,-7.6718516,0.5622995,-0.5193422,-0.94835585,-4.923628,6.5084686,-0.65951174,2.6081738,1.5214701,-4.361891,3.4348457,-0.3751863,6.2848268,1.9329141,-3.7798617,-4.630669,-2.4887857,8.267285,-6.2512136,14.532333,-0.85853237,-3.8195262,13.479572,-2.4798155,-1.579514,-2.5681245,-7.598281,-0.3341247,-7.911551,-0.82480776,11.168874,10.421234,4.2083726,-0.73101264,-0.20502016,8.85875,6.6668897,9.5792,3.6936917,9.396597,-3.190042,2.0779502,-5.8886323,-0.6353663,-6.8359833,12.46218,-2.6738067,8.004514,-3.410549,1.0043856,7.805858,-1.3884298,-4.032149,-2.8302052,-4.066276,1.4580886,-8.885364,7.710234,4.3492136,-6.969845,5.345096,1.0507958,6.6794777,11.311003,-8.462199,2.2950585,0.8113543,-7.3002825,-4.2964153,-9.31431,7.573655,0.67100865,7.708223,1.1719196,5.690611,4.008097,1.5939474,-5.6067023,12.253193,-5.6745176,-11.371698,11.675099,-2.4442053,-3.0053642,-2.7345638,-1.2089834,-0.43692175,12.286614,5.8146715,10.901975,-8.735475,5.8001084,-4.4747977,-1.280322,2.2316113,-3.5740561,-3.0387526,0.21892361,7.8951526,-7.1950865,0.92345357,8.214643,-5.4969635,11.082855,-5.7040033,1.6539006,6.8284044,-3.6927583,5.5301976,9.020157,-2.671735,4.623182,-9.881527,6.0549717,-15.005168,-2.7657962,-0.09483136,3.667871,-6.903488,4.5807285,-18.208826,6.4085064,-16.056396,-12.249187,0.90416664,5.788809,10.847479,-2.2767522,5.6501136,-1.2892832,3.9444432,2.6942897,-13.111952
bubble-2,-3.2467701,1.2459564,4.854889,-6.968317,-4.712737,3.7259173,-5.6351476,6.689137,0.78115684,-1.684371,8.668968,-6.6017566,11.915497,6.766159,1.9217715,5.3903856,11.989792,11.184301,-6.13284,9.742049,3.960372,-6.8234506,3.4843564,-19.987137,1.2212293,14.901083,5.512416,1.1336591,-5.2741475,-2.2982934,4.5850797,8.493698,3.9658608,-0.53425175,10.852533,3.2623167,13.6844635,-9.040406,13.038264,0.70767933,2.0921617,11.01769,1.9616591,-6.7357755,3.9504573,-4.5383754,6.4720044,3.1834118,6.9894958,-0.18660736,-1.6904169,-0.4553637,0.4361509,-7.2676525,-3.2371018,-2.431354,3.4470341,-5.946772,-8.311722,1.1190258,-0.99418837,5.3534083,2.646248,-7.454844,0.79524076,-1.1188228,-1.4598612,-4.3781796,6.8024616,-0.7918132,1.9670244,1.6714351,-3.8755028,2.5971572,-0.37153086,5.9001703,1.821901,-4.2843823,-4.460612,-1.938713,7.8817973,-6.2911935,14.792713,-0.97290105,-3.7809067,12.566876,-2.6934152,-1.7942662,-2.9263587,-7.6953735,-0.19814251,-8.064787,-0.86083275,10.618085,9.902456,4.348854,-0.28644922,-0.51648676,9.0745325,6.985662,9.081067,3.270937,9.712442,-2.7281218,2.0606608,-5.46822,-0.40246576,-7.424317,12.845849,-3.0444891,7.276849,-3.1012952,0.6897621,8.529266,-1.4204022,-3.696322,-2.3678074,-3.4989607,0.74805236,-8.737582,7.2640014,3.5800421,-6.114619,5.002466,0.72073203,6.7714925,10.877985,-8.534469,2.7133133,1.398796,-7.0715694,-3.9124482,-8.809783,7.8977814,1.5174649,7.695571,0.8147446,5.4795384,3.367653,1.5359077,-5.0312014,12.5246,-5.602409,-11.498798,11.335758,-3.1476274,-2.5899606,-2.5113792,-0.904843,-0.8484617,11.6482115,6.247877,10.749549,-8.034508,5.5613976,-5.3459682,-0.79339856,2.2312493,-3.1371615,-2.9874616,0.71796745,7.3540754,-7.9240746,1.1192129,8.462609,-4.820291,11.881485,-5.738809,2.215232,7.133207,-4.1887083,5.4097767,8.969828,-2.0919251,4.024623,-9.628787,6.252326,-15.40885,-2.7260273,0.28718504,4.128078,-7.096225,5.0505333,-18.085552,6.0512133,-16.140453,-12.356331,0.5413725,6.399801,10.853768,-1.8485943,5.687116,-1.0148319,4.160219,2.99949,-12.998446
bubble-3,-3.0375507,0.30660325,4.687463,-6.244966,-4.681781,2.954876,-5.371277,6.108791,0.6738357,-1.6406871,8.549102,-6.747596,11.250232,6.929343,1.4784187,5.193211,11.700647,11.379692,-5.4576254,9.362336,4.2819853,-6.6264567,4.098345,-19.593105,0.84357846,14.847053,5.660006,1.0268561,-5.501506,-2.4556627,4.9334865,8.290821,3.7957141,-0.4138763,11.20546,3.8721197,13.850851,-9.174632,12.711077,0.54609025,1.8943001,11.160831,2.0325081,-7.115197,4.0856977,-5.073308,6.40241,2.7393515,7.1523285,-0.42451686,-1.531309,-1.3263087,0.17243385,-6.667799,-3.5160034,-2.169363,3.8717172,-6.891375,-8.67358,0.92936176,-1.3595699,5.8628697,2.926076,-7.1243916,0.022030918,-0.87426215,-1.368437,-5.037859,6.975923,-0.30805776,1.9483658,1.1624784,-4.2420583,2.4477913,-0.29175255,5.8277574,1.4113462,-3.8991838,-3.5024078,-1.6627711,7.7687263,-5.925799,15.133068,-0.6538667,-3.7365112,13.134752,-2.7830455,-2.3032222,-2.7619622,-8.229328,-0.6483771,-8.447786,-0.7101371,10.948797,9.934777,4.2191763,-0.44350618,-0.883448,9.178864,7.3922486,9.891628,3.3882525,9.075638,-2.923912,2.4577782,-5.886358,-0.69230944,-7.4604106,13.03415,-2.7832422,7.889531,-3.1624372,1.0866494,8.737772,-1.0948515,-4.114467,-2.7995017,-3.457849,1.0324752,-8.815756,7.788054,3.8007188,-6.243305,5.1289062,0.25395092,6.776175,11.763202,-8.360687,3.101807,0.8546131,-7.6499667,-4.5990047,-9.354397,8.028592,0.67001575,7.1476493,1.4038149,6.191431,3.6302435,2.0310948,-5.1772485,12.318312,-5.673149,-11.870001,11.816007,-3.013559,-2.7238145,-2.7401507,-0.82382774,-0.3019375,11.92069,5.606711,10.50604,-8.484453,5.435997,-4.8674765,-1.0965307,2.2554777,-3.5595913,-3.3430665,0.9332135,7.7600675,-7.5474567,0.5312509,8.115335,-5.091007,11.2343025,-5.6659765,2.3203344,6.7865324,-4.08577,5.7443113,8.647952,-2.7613838,4.3493495,-10.055893,6.0365825,-14.727169,-3.07019,-0.55090046,4.0709443,-6.6516147,5.2254124,-17.979235,5.7953796,-16.24009,-12.568302,0.9200322,5.6350417,10.885381,-2.6483088,5.3664694,-1.3474944,4.3291135,3.1343942,-12.702355
bubble-4,-2.546173,1.1036327,6.9249425,-5.4133935,-3.4609241,4.0670586,-6.4704595,6.061502,0.8786967,-0.13798426,7.783077,-7.3202925,12.653416,6.3772893,2.8344083,4.839447,11.975439,10.3691025,-6.280551,10.365697,3.8044825,-7.5884423,3.496449,-19.525036,0.870082,15.685092,6.1075225,1.7016364,-4.6265755,-1.9994704,3.7179725,9.590489,3.7497227,-1.1594404,10.172158,3.630816,13.562044,-9.0992,12.690501,0.695299,2.1246881,11.218754,2.2508636,-6.6807547,3.8816936,-4.987297,6.167358,3.1315365,7.4278936,0.40808037,-1.7280155,-0.76705503,0.22135516,-7.179238,-3.5208356,-2.7377052,3.5075247,-6.086543,-8.38934,1.5802127,-1.0245352,5.7405825,3.104904,-7.9931197,0.6378375,-0.6659588,-0.9146666,-4.9186106,6.5011044,-1.1358918,2.231082,1.6709218,-4.2165337,3.3283796,-0.38739616,6.6313534,2.0247035,-3.5813525,-4.881916,-2.1354935,7.9824276,-6.605187,14.506419,-0.57916313,-3.9527535,12.715229,-2.476355,-1.2598733,-2.8027918,-7.838297,-0.20612867,-7.8365974,-0.45370403,11.207375,10.26729,4.545591,-0.12914898,-0.26817587,8.942289,6.849132,9.349645,3.5692313,9.610274,-3.0620677,2.1725373,-5.307034,0.032789923,-7.1841702,12.974373,-2.92559,7.3054914,-3.5051663,1.0343041,8.182085,-1.3557916,-3.7349133,-2.2434905,-4.025282,0.34101677,-8.915213,7.2183247,3.7030654,-6.6329393,5.4956975,0.602366,6.5992117,10.817098,-8.316843,2.5091696,1.1328999,-7.230741,-3.8761203,-8.899988,7.1960006,1.4875584,7.2799826,1.0349174,5.118703,3.5339942,1.3289143,-5.25018,11.621766,-5.276063,-11.1828785,10.981541,-3.2277446,-2.6357658,-2.0659482,-1.1760222,-1.0731338,12.092828,6.4878693,11.160268,-7.7829156,6.1063457,-4.911796,-1.6148186,1.9571837,-3.779772,-2.829775,0.35851866,7.1105065,-8.01989,1.2901767,8.971409,-5.1694307,11.641311,-6.1974683,1.4737163,6.424255,-3.7812881,4.906107,9.426523,-2.1233377,4.7910237,-9.402899,5.85896,-15.5264225,-3.35912,0.10925552,3.538323,-7.3410816,4.7012863,-17.825008,6.692689,-16.134003,-12.204344,0.13620663,6.141536,10.328863,-2.159991,5.4304748,-1.0562234,3.7366815,3.225186,-12.773931
bubble-5,-3.199269,1.34034,5.3291154,-6.910533,-4.4834247,4.0717616,-5.886685,6.567443,0.91818887,-1.2976081,8.739033,-7.063,11.775525,6.6090655,1.771921,5.100405,12.196636,11.340239,-5.6792793,9.537577,4.2664804,-6.8782673,3.8288794,-19.70887,0.9726639,15.144729,5.199183,1.1672664,-5.5952864,-2.3579533,5.0224905,8.369278,3.6181333,-0.37658337,11.120193,4.1091576,13.860994,-9.596769,12.452274,0.23216438,1.7417011,11.226621,2.493044,-7.067716,3.9369626,-5.485644,5.846024,2.3475041,7.4647713,-0.29482937,-2.0879705,-1.1814098,-0.06773437,-6.810383,-3.7025955,-2.1755822,4.0246344,-6.761216,-8.856947,1.1530308,-1.4417918,6.0385556,3.0645115,-7.036399,0.13017152,-1.1058502,-1.5059131,-4.716434,7.02377,-0.0078105703,2.1962917,1.0856525,-4.09356,2.8181436,-0.7900591,5.629934,1.6604587,-3.6300154,-3.392479,-1.5788949,7.894778,-5.835016,15.054828,-0.47575572,-3.863091,12.996694,-2.564357,-2.430761,-2.4740212,-8.066689,-0.27234814,-8.431071,-0.5373074,10.581356,9.761582,3.6277385,-0.07247232,-0.7391688,8.643559,7.325838,9.630917,3.3248627,9.314218,-2.8088844,2.6975303,-5.549451,-0.62474173,-7.1079936,12.98284,-2.6241145,7.7626204,-3.2187054,0.83412,8.612087,-0.9850618,-3.7258952,-2.4884174,-3.5582027,0.68867034,-8.508377,7.6888957,3.5112522,-6.4351077,5.1031575,0.11665134,6.506316,11.344148,-8.023298,2.8267584,0.62769955,-7.6236124,-4.35764,-8.89451,7.749634,0.9547073,7.189965,0.8152378,6.0252476,3.445704,1.476292,-5.3020663,12.225377,-5.1113253,-11.7319975,11.463508,-2.634661,-2.5106585,-2.558961,-1.3069777,-0.91886526,11.876147,6.126676,11.236227,-8.172825,5.7946415,-5.3250775,-1.3388244,1.9606396,-3.8751643,-3.554639,0.7187414,7.5394936,-7.985666,0.9213399,8.696746,-5.0564117,11.911529,-5.973624,1.954433,6.6915946,-3.729483,5.302649,9.132712,-2.4941976,4.4338865,-9.212621,5.8488917,-15.176599,-2.8371933,0.24296674,3.6145692,-6.957572,4.9564795,-18.072382,6.6184516,-16.364986,-12.472175,0.39170122,6.404987,10.526327,-2.39359,5.7304077,-0.7112507,4.010771,3.0903866,-13.230458
bubble-6,-2.8792431,1.9453756,3.6453633,-5.9421835,-3.6520026,3.639663,-6.363658,5.792177,0.28703308,0.12043381,7.487249,-7.793153,12.312771,6.9421673,2.6939783,4.61607,12.048989,10.546306,-5.8144994,10.276728,4.44597,-7.3146286,3.6460032,-20.06481,1.05,15.561324,5.5893974,1.8210137,-5.1848607,-1.5174392,4.760233,9.343627,3.7638087,-0.8913738,10.701082,3.7259846,13.995175,-9.266317,13.114783,0.22872636,1.8089074,10.729891,2.2653794,-7.20612,4.2416415,-5.1240478,6.1789637,2.605168,8.368959,0.11280063,-2.6954093,-0.5592089,-0.7368993,-6.935546,-3.8634083,-2.6991153,4.6012106,-5.8095922,-8.729518,1.8876988,-0.8604161,6.2639275,2.9116533,-7.7768927,0.41364738,-1.1620091,-1.852808,-4.8099413,6.885434,-0.5534352,2.5425456,1.1700516,-4.0588803,3.0422125,-0.93095213,6.0527253,1.4603362,-4.0025406,-3.6331346,-2.0565827,7.7913203,-6.2492123,15.024016,-0.76677376,-3.509689,12.987114,-2.7302616,-2.5734632,-2.6211581,-8.194636,-0.46018377,-8.632637,-0.38361692,10.471561,9.928629,3.7964056,-0.24592204,-0.87004966,9.120808,7.24451,9.734416,3.2964845,9.173286,-3.3412464,2.4074373,-5.551229,-0.8159433,-7.0822783,12.547927,-2.9011464,7.9425764,-3.6334405,1.1656743,8.531621,-0.86926603,-3.8708303,-3.1398697,-3.696618,1.2307096,-8.62781,7.946843,3.9621885,-6.539301,5.2652264,0.38814747,6.9398093,11.542454,-8.214987,2.5777047,0.65054184,-7.3498816,-4.5515685,-9.328723,7.864174,0.5850138,7.3415613,1.2882602,6.064675,3.7223165,1.9247861,-5.486148,12.530149,-5.8712716,-11.71094,11.686115,-2.758824,-2.6072888,-3.0139432,-0.9185684,-0.29951853,11.885731,5.6535797,10.684713,-8.4828005,5.4449368,-4.736003,-1.061219,2.3141432,-3.6046264,-3.2286103,0.84152704,7.9534135,-7.1682076,0.6207802,8.14231,-5.0145707,11.4745455,-5.4418597,2.177172,6.985956,-4.0999875,5.6076965,8.705028,-2.3794796,4.4368463,-9.924448,6.146493,-14.743905,-2.960887,-0.42669955,4.098053,-6.9063754,4.7755184,-17.814249,5.966527,-15.881923,-12.624875,1.011822,5.4975853,10.711238,-2.5497386,5.1716,-1.2480856,4.621249,3.4121196,-12.567189
bubble-7,-4.992833,0.72763973,5.584176,-6.241283,-2.1836195,4.6187034,-7.8179293,5.9302216,1.8593442,-0.80196685,6.1917744,-7.6296215,12.818157,5.3157125,3.008553,2.8914452,11.942444,9.602464,-6.071093,11.139335,4.418762,-7.9349346,2.7599652,-19.039257,1.1693398,16.244482,5.9864984,2.7326903,-4.472671,-1.2404281,3.0247524,9.028269,2.603698,-1.0906105,10.270165,3.0287838,13.210394,-8.380238,13.7790365,0.93121,2.834661,10.813981,1.0974553,-7.18067,4.3252287,-4.093436,6.8404794,3.312257,6.598881,0.56005025,-1.1666722,-0.03188035,0.16592704,-8.0580225,-3.0568194,-3.4571054,3.0789185,-5.8843427,-7.6159835,1.3268892,0.05590631,5.575666,2.2456155,-7.3144107,1.1829349,-0.64273405,-0.55605817,-4.609582,6.9350863,-0.8553632,2.388851,2.273661,-4.70872,2.911926,-0.8846405,6.583836,2.169346,-4.429475,-4.3868885,-2.3383203,8.551073,-6.1476755,13.948954,-0.8956031,-4.0929227,12.450915,-1.7550979,-1.961264,-2.1397948,-7.377881,0.028538993,-7.588837,-0.1551412,11.1345625,10.917246,3.8833103,0.01932096,-0.07067089,8.515431,6.8282356,9.347295,2.7019613,9.900021,-2.768824,1.6560018,-5.1598167,-0.15678297,-6.7580953,12.326699,-2.7307167,7.2392187,-3.6055307,1.1172622,8.1323395,-1.3197855,-3.4036248,-2.2861917,-4.2022996,0.69590807,-8.954474,7.460521,3.9321222,-6.3511906,5.444213,0.7204512,6.3322506,11.026679,-8.385643,2.6135147,0.991032,-7.578735,-3.93755,-8.992916,7.099313,1.267493,7.733754,1.2360182,5.2247434,3.1781597,1.8212798,-4.9049015,11.83674,-5.2943716,-11.571627,11.468736,-3.2866185,-2.5725222,-2.1322663,-1.0172272,-0.7097303,12.093896,6.2964115,11.159226,-8.248588,6.013068,-5.078399,-1.1318825,1.6609449,-3.9127274,-2.9920845,0.35365152,7.4303346,-7.7093115,1.0141723,8.58876,-5.377625,11.613739,-6.0093336,1.9814608,6.758679,-3.9371276,5.126899,9.304628,-2.7573779,4.2914057,-9.3220415,5.6851654,-15.181333,-3.009088,-0.034768127,3.500882,-7.046724,4.772985,-18.26843,6.427497,-16.38965,-12.594685,0.61402786,5.975602,10.507247,-1.8660083,5.639973,-0.89925224,3.8711154,2.823911,-12.954536
bubble-8,-3.5604782,2.0384037,6.7264996,-5.6886005,-3.5575283,3.893864,-6.8308105,6.1854496,0.5399496,1.0284296,7.9421,-7.557949,12.278055,6.461336,2.8300033,4.401903,12.063625,10.16963,-6.075273,10.67315,4.081798,-7.3434143,3.978817,-20.061049,0.66751426,15.816544,6.2892222,1.5678977,-4.835966,-1.5548459,3.6824214,9.011022,3.565304,-1.5819544,9.510193,3.8704906,13.829206,-8.727041,13.409092,0.5943679,2.478552,10.999682,2.1729183,-6.4237623,3.7982645,-4.692795,6.118185,3.6023147,7.155078,0.329197,-1.9651965,-0.41383615,-0.009532599,-7.5524545,-3.367152,-3.2064648,3.6058586,-5.3656054,-8.292197,1.8649565,-0.28421322,5.999449,2.5050378,-8.105593,0.80550826,-0.40105784,-1.0630819,-4.5716596,6.9225564,-1.2382029,2.4962697,1.9865501,-4.499252,2.71366,-0.84250987,6.3904777,2.025095,-4.184975,-4.282646,-1.9895788,8.244838,-6.5817246,14.527841,-1.1849084,-4.348512,12.449592,-2.0085258,-1.7116603,-2.1751518,-7.652476,-0.7017661,-7.9702444,-1.0135648,10.559248,10.74209,4.3664517,-0.3655979,-0.043593492,8.682568,6.472552,9.130114,3.1500187,10.001228,-3.31344,1.8296075,-5.492939,-0.34279928,-7.096216,12.197975,-2.8068724,7.5139565,-3.5073636,0.6112722,8.197513,-1.3041202,-3.5160882,-2.5432422,-3.787974,0.7890095,-9.131258,7.4814,3.9810393,-6.461321,4.833603,0.9325568,6.636918,11.034912,-8.570277,2.596897,1.362428,-7.2782617,-4.138665,-9.084653,7.516703,1.1906704,7.4545846,1.4463452,5.6106186,3.2220664,1.6311178,-5.2149444,11.84782,-5.10434,-11.30916,11.17106,-3.0071673,-2.461493,-2.3616543,-1.4873301,-0.96704406,12.179828,6.3477626,11.095608,-8.320242,6.1486654,-4.844174,-0.92397726,1.7289915,-3.616145,-3.250507,0.3358235,7.561906,-7.5361066,1.198863,8.873312,-5.201345,12.006273,-6.0582123,1.7802055,6.4361315,-3.5132394,5.266367,9.213399,-2.250863,4.398263,-9.373037,6.088107,-15.248152,-3.1681504,0.38207853,3.835345,-7.2753563,4.819736,-17.866665,6.314758,-16.340876,-12.286954,0.2128285,6.170639,10.361042,-2.0859509,5.4944477,-1.381612,3.77839,3.1707146,-13.074474
bubble-9,-4.204746,0.68803364,3.862283,-5.677584,-3.0283678,3.1764336,-6.7647614,5.486106,0.9719739,-0.48630375,8.057791,-7.858481,11.901388,7.265189,2.2991605,4.508772,11.737772,10.755063,-5.30126,10.357223,4.38447,-7.0752344,3.4810255,-19.323124,1.280951,15.173117,5.6880145,1.4280287,-5.1506357,-1.8458139,4.8485813,9.220958,3.12961,-0.61417824,10.98778,4.5158987,13.531502,-9.666172,12.378198,0.047249373,2.1560688,11.74481,2.7657316,-6.994581,4.421196,-5.5556006,5.737522,2.1436658,8.237898,-0.07663827,-3.0084193,-0.6143432,-0.36918068,-6.9159393,-4.1876125,-2.7543192,4.5105395,-6.218977,-8.840146,1.5843991,-1.052163,6.386828,3.1960936,-7.46777,0.21239033,-0.7044084,-1.6262298,-5.014946,6.6201296,-0.15082629,2.3534985,0.92080635,-4.1203113,3.1276855,-0.598274,5.9921174,1.2338209,-3.6372046,-3.7852094,-1.8040799,8.179325,-5.892925,15.000305,-0.4008254,-3.9119039,13.252518,-2.9983518,-2.123842,-2.3729339,-8.374282,-0.12468516,-8.239714,-0.3904174,10.834016,10.1739855,3.91651,-0.2955051,-0.99026126,8.895633,7.4149776,9.815147,3.485595,9.142183,-3.0514493,2.429417,-5.64405,-0.5886741,-7.2348056,12.68408,-3.2165718,8.075646,-3.4254494,1.2494329,8.664429,-1.0593814,-4.0235195,-3.0177152,-3.7812274,1.1234809,-8.85539,7.7304764,4.1417146,-6.520326,5.59843,0.59773636,7.181402,11.652637,-8.554999,2.7906334,1.102624,-7.377078,-4.5006557,-9.550565,7.754829,0.7285978,7.389473,1.0998163,6.068147,3.8497615,1.762384,-5.590785,12.020632,-5.8735027,-11.318257,11.5500555,-2.9044378,-2.9346268,-2.4618769,-1.0453815,-0.65121937,11.896043,5.9268336,10.658861,-8.709636,5.813427,-4.9213967,-1.3953861,2.2508187,-3.3786438,-3.2417998,0.60975915,7.7836957,-7.3890414,0.68517584,8.571057,-5.299046,11.255235,-5.8359537,1.8598722,7.02602,-3.7458456,5.6218204,8.9145565,-2.5524724,4.4421344,-9.584812,5.9505844,-15.21872,-3.0561788,-0.22920942,3.8904605,-7.370095,4.8926377,-18.46404,6.263697,-16.354263,-12.166061,0.8201877,6.0392914,10.939635,-1.8892285,5.2786126,-0.9354512,3.7382298,2.681555,-12.9692335
