id,t0d0,t0d1,t1d0,t1d1,t2d0,t2d1,t3d0,t3d1,t4d0,t4d1,t5d0,t5d1,t6d0,t6d1,t7d0,t7d1,t8d0,t8d1,t9d0,t9d1,t10d0,t10d1,t11d0,t11d1,t12d0,t12d1,t13d0,t13d1,t14d0,t14d1,t15d0,t15d1,t16d0,t16d1,t17d0,t17d1,t18d0,t18d1,t19d0,t19d1,t20d0,t20d1,t21d0,t21d1,t22d0,t22d1,t23d0,t23d1,t24d0,t24d1,t25d0,t25d1,t26d0,t26d1,t27d0,t27d1,t28d0,t28d1,t29d0,t29d1,t30d0,t30d1,t31d0,t31d1,t32d0,t32d1,t33d0,t33d1,t34d0,t34d1,t35d0,t35d1,t36d0,t36d1,t37d0,t37d1,t38d0,t38d1,t39d0,t39d1,t40d0,t40d1,t41d0,t41d1,t42d0,t42d1,t43d0,t43d1,t44d0,t44d1,t45d0,t45d1,t46d0,t46d1,t47d0,t47d1,t48d0,t48d1,t49d0,t49d1,t50d0,t50d1,t51d0,t51d1,t52d0,t52d1,t53d0,t53d1,t54d0,t54d1,t55d0,t55d1,t56d0,t56d1,t57d0,t57d1,t58d0,t58d1,t59d0,t59d1,t60d0,t60d1,t61d0,t61d1,t62d0,t62d1,t63d0,t63d1,t64d0,t64d1,t65d0,t65d1,t66d0,t66d1,t67d0,t67d1,t68d0,t68d1,t69d0,t69d1,t70d0,t70d1,t71d0,t71d1,t72d0,t72d1,t73d0,t73d1,t74d0,t74d1,t75d0,t75d1,t76d0,t76d1,t77d0,t77d1,t78d0,t78d1,t79d0,t79d1,t80d0,t80d1,t81d0,t81d1,t82d0,t82d1,t83d0,t83d1,t84d0,t84d1,t85d0,t85d1,t86d0,t86d1,t87d0,t87d1,t88d0,t88d1,t89d0,t89d1,t90d0,t90d1,t91d0,t91d1,t92d0,t92d1,t93d0,t93d1,t94d0,t94d1,t95d0,t95d1,t96d0,t96d1,t97d0,t97d1,t98d0,t98d1,t99d0,t99d1,t100d0,t100d1,t101d0,t101d1,t102d0,t102d1,t103d0,t103d1,t104d0,t104d1,t105d0,t105d1,t106d0,t106d1,t107d0,t107d1
brushing_teeth-51,47.14792,69.708244,44.098484,54.294323,43.783607,59.489628,41.522114,54.960922,38.385284,51.2419,26.470331,59.865784,28.450764,49.5547,35.42585,42.605404,28.657532,40.46161,34.281395,39.72977,27.739998,40.02847,15.604952,54.02086,29.539925,48.374134,25.015884,46.08442,31.928205,47.717842,29.147861,36.42656,25.134155,37.49172,26.008314,45.4276,19.279972,35.381027,15.134365,40.151505,12.678023,38.69164,5.0921245,45.753216,8.139364,35.055614,6.7022142,36.710094,5.8048406,39.76574,9.7051115,45.386356,6.999717,45.732113,6.511551,47.64504,4.4516697,49.42135,13.012032,41.56244,6.3826857,29.863182,12.155128,32.28475,8.490147,49.349873,29.204733,42.496727,24.161081,40.575363,19.8595,43.73788,37.72807,48.576187,26.76438,40.252533,29.493256,37.906013,9.658295,49.478165,17.32089,38.090878,18.04327,38.363014,31.651327,30.129532,42.08796,26.688465,50.54855,25.000906,37.57451,34.652576,29.961864,31.678848,45.093063,49.15937,44.168015,20.373459,34.313168,21.193806,30.070568,28.057152,37.000954,10.18026,33.283806,24.927795,38.314754,29.365547,34.52574,25.245953,41.50482,39.055313,44.06546,34.039303,45.663383,26.33754,40.33474,33.529213,33.862373,36.869873,29.532274,38.718555,35.931644,41.155933,35.703957,41.86263,30.079178,39.499004,27.588606,34.632404,30.270342,28.794094,28.642315,30.900925,45.114582,22.652298,28.659216,27.276516,32.807774,27.419962,26.73209,40.946953,25.980133,49.182846,30.97895,41.373062,36.57199,40.693314,37.058556,34.295113,46.82812,35.696106,44.131073,39.768005,34.462265,32.6029,40.849327,44.21481,50.06966,34.815582,45.374294,27.029,58.70729,20.589142,45.371544,26.296194,50.71451,27.174698,54.676765,31.662123,56.906673,32.22347,54.1628,33.506084,49.187798,31.03366,50.561653,30.54115,54.009224,28.774408,51.23222,29.621643,52.901928,32.440823,56.629852,35.854347,58.669746,42.13512,60.06742,51.883022,51.255634,59.069412,44.22925,57.406742,46.03483,61.988224,35.874004,73.58078,37.59188,67.47682,31.619217,57.986446,17.198227,27.340466,36.357647,46.765095,40.5568,47.343044,46.71496,45.946476,53.828514,42.69511,53.70147,37.36133,51.617863,33.45878
brushing_teeth-52,51.88087,15.36035,50.33343,12.65069,48.961426,18.44303,42.43359,24.518803,50.78375,14.351467,46.087723,-0.34462345,40.204308,12.82143,34.19604,21.561445,26.647547,14.47937,43.12626,17.525614,18.231155,19.022232,23.393051,18.634869,13.191747,9.590902,13.672274,17.399223,11.486914,10.354418,6.9460154,31.713629,5.947729,17.37147,1.0779866,19.028381,-4.567323,14.175708,0.62393093,16.419338,1.74339,21.384476,-0.5709894,25.977001,-17.627834,21.788042,-2.6688256,18.753384,12.587639,25.981573,17.478348,28.419706,27.884712,29.594774,23.728748,28.040743,21.875368,23.078493,17.42928,19.326857,28.545057,26.221487,28.799725,13.566132,34.737263,16.172676,33.975586,16.173262,34.3963,14.262297,39.997986,19.625986,31.968136,11.048943,42.32868,23.741299,46.288776,24.82786,48.874535,25.087088,57.4437,20.798218,63.000145,18.707413,64.893845,24.813086,56.667213,25.589317,41.996445,28.638706,31.122686,27.184399,21.883938,24.614168,21.901213,34.443394,36.46903,31.15328,31.793291,40.388702,29.011444,37.210567,30.544811,28.17687,29.227518,27.644667,24.12395,35.9594,32.439804,26.96893,33.002922,22.599924,39.10293,18.211433,38.568027,22.753002,40.80163,27.052597,45.229744,25.814339,38.317806,19.001568,33.691708,13.426614,30.648146,10.303509,38.347847,17.97678,44.704193,17.97813,36.152916,11.375237,35.09371,12.976585,27.620296,20.739988,22.442822,27.090996,18.106213,27.923626,15.675542,35.86615,17.433992,26.824478,19.172916,26.409466,23.166233,15.302584,23.696526,19.323425,21.601896,16.046488,9.529955,10.704142,1.447458,3.00487,19.115568,13.015971,27.75568,2.059408,27.614618,2.1611598,27.604763,-3.0551922,30.013655,1.0144124,15.677841,-1.6199596,9.566665,-0.051325798,29.87007,2.5083437,33.256218,5.684638,31.437992,-10.5663,26.845049,14.976503,26.553265,4.646225,21.208652,10.087661,26.433037,15.253241,20.695938,14.280655,18.241512,1.9806514,16.25643,25.224539,25.547867,-3.5117826,23.269882,17.277561,20.20156,20.192097,23.576181,17.626759,23.228317,14.417129,25.458435,9.537268,22.613827,15.850444,31.798222,18.296257,32.288254,15.925437,31.746157,14.378305,32.329315,20.4223,38.103325,20.341276,39.080353,17.779238
brushing_teeth-214,7.2015944,11.347467,13.271963,10.482129,15.070705,6.3858232,16.929379,8.59374,22.17749,4.3895903,3.9462242,-3.5901895,8.242294,15.659952,20.156258,8.559801,3.6195302,6.3097677,4.8234158,16.55179,10.285273,23.897606,25.667828,27.096,15.489706,33.854645,24.164717,18.817478,25.728527,16.127897,24.98864,13.117407,25.972908,10.337135,26.38596,11.920309,28.21806,10.783025,31.52727,12.158334,28.770477,11.084433,31.120707,12.06691,35.39711,9.973474,45.789875,-1.5966349,36.830475,9.246709,39.730156,9.815301,42.020382,12.815833,43.94101,17.23136,45.82143,15.691187,46.658466,15.8067875,56.721176,5.129715,52.82132,19.218084,44.626053,15.4596,45.04323,13.904932,44.185574,12.665003,41.794044,19.694489,43.18815,21.26993,45.653175,13.451016,40.907608,7.1511993,37.33928,3.9574556,39.569103,5.699835,42.898018,6.4068584,35.32418,2.890503,43.14745,4.330907,41.681725,3.5612087,41.910294,4.8043656,41.254726,1.1536516,42.54944,1.3108735,38.463234,5.9544907,41.90351,1.6286335,50.168327,2.3155751,42.05478,-0.7838803,40.78087,8.566271,42.80017,-6.1862626,40.482155,-4.469129,41.672104,-0.68326855,27.855896,20.289581,26.162271,21.834742,23.692936,18.583305,25.07874,20.524,25.972866,1.17941,34.48449,-5.549673,39.79918,-8.126086,36.108833,-3.5836248,36.9607,-0.7002983,37.9321,0.18884158,33.424107,6.78866,38.64589,10.938318,50.835728,19.618671,45.851753,12.291641,41.19467,2.7571335,62.290382,3.33275,61.375183,7.659443,62.212223,14.928186,61.040157,10.968813,66.685646,3.0733461,55.522224,10.31219,58.132076,7.7326818,58.07691,11.462835,57.428867,10.62438,58.45992,9.1534,57.222187,11.080472,51.897163,16.102652,60.279243,7.3434315,58.592125,14.899378,58.943886,14.607193,64.95466,7.1178102,56.598354,9.735392,53.470066,17.183605,56.645782,12.735625,58.206215,10.644623,61.91651,8.519119,61.624897,12.021622,60.88432,9.941049,58.496136,-0.17382336,58.42032,4.162017,60.642166,13.578861,55.933407,7.836437,46.07053,17.170515,50.121098,14.537031,53.66859,11.196216,52.63574,10.131726,74.14041,12.396057,57.678226,6.686192,55.44123,7.3983426,57.847107,7.2461257,56.721893,7.8769383,56.67503,5.296417
brushing_teeth-292,21.408596,4.8267,7.585248,0.23487091,4.373769,-5.394588,6.9493933,-6.8937798,9.290478,-9.997875,-2.9667296,-10.335536,-5.04926,-13.200201,-1.9226642,-4.329256,-11.285648,5.135516,-7.740247,23.907585,-5.011714,9.561456,-6.2402496,8.595335,3.6576452,1.5377755,2.5751133,9.191938,5.9360404,8.582957,12.008952,11.55283,21.281658,8.094199,9.521795,4.7467737,7.1364803,9.56596,7.644945,16.55598,12.613439,21.983236,21.767223,3.9344254,18.713205,9.632076,25.231987,-4.305065,31.319786,-3.7290869,17.804262,7.980873,23.448425,6.5624437,24.394884,8.717644,37.7864,10.671625,32.499943,5.3926935,33.153152,7.2911205,37.130524,-2.942268,37.549313,-0.3322916,41.604843,2.1174283,41.12124,0.17142367,42.98778,-0.90420294,43.726196,-2.4886146,41.621883,-3.4768562,43.827713,9.156914,40.12881,-3.532145,42.76333,0.25467658,46.19916,-7.3614836,35.23409,-7.7741985,38.239254,-10.574489,37.265194,-9.983678,40.76468,-12.37108,34.66619,-15.0234785,36.16231,-11.543815,41.1091,-12.735966,43.93209,-13.056217,43.16954,-17.24948,42.77609,-10.892136,38.789368,-9.318587,35.240208,1.1588697,33.915462,-0.10165048,42.99443,1.1311898,44.38308,0.68835497,49.05729,-0.0056809187,44.578156,-3.766954,45.25172,-5.4764256,47.532074,-1.3203416,52.496853,3.8047264,45.42223,6.599074,49.22888,-1.267762,46.05266,0.31621066,46.94522,0.3079387,47.79071,0.042064637,46.998787,-1.8385795,49.367157,0.6364541,50.916256,-4.4441557,47.198418,-5.5005875,48.039955,-17.162815,46.774506,-19.498692,44.759457,-16.833063,43.11005,-17.61271,44.587784,-12.226988,45.12042,-7.45016,45.29013,-6.8725376,44.600204,-11.937926,41.43373,-10.641492,40.168194,-10.020652,46.622963,-12.162701,44.464027,-9.405994,43.587803,-4.654378,45.557858,-2.722404,48.027912,-5.7574162,56.622192,-10.646009,52.757694,-2.4644175,51.7293,-0.62906754,52.15603,0.9026682,51.652542,2.8837242,54.715134,3.495138,52.993706,0.55267143,46.088913,-1.6996562,65.22557,-2.366536,50.36501,1.5675658,52.14015,2.032981,57.351936,4.0428553,60.491306,-1.7338548,61.66965,5.2396555,56.9399,6.251121,58.461586,5.9519796,39.244278,-0.3654809,63.041462,-8.643456,50.62463,2.4063969,45.539604,4.003439,48.4891,-3.6990736,49.13317,-7.1824694
brushing_teeth-293,51.966457,26.2458,48.480854,42.219692,56.273964,18.333845,55.464745,23.297573,63.066273,19.326855,48.918613,27.581362,49.18933,22.7137,51.30292,21.173391,47.320038,26.947384,30.583828,18.226826,39.817974,31.588196,44.190544,28.47054,58.433132,35.34512,47.027008,32.291374,50.8445,40.748375,34.899303,28.015457,47.257996,30.559086,43.628,20.489065,45.266712,22.063866,50.68325,18.303541,52.669487,20.779299,48.285908,21.199295,41.643387,25.460121,46.766277,20.813967,33.116386,19.396908,46.122257,17.72776,50.38084,15.572654,59.631435,37.39042,50.491314,24.481682,54.786022,19.955238,41.71643,18.326378,51.80088,22.68933,44.54525,9.315723,54.928165,21.044794,43.576096,15.781965,66.999146,15.855642,55.394333,9.975182,52.610664,20.010916,52.068085,32.27183,54.92808,15.576794,59.38809,19.222734,61.35095,23.411102,52.650314,17.845165,52.53379,23.945131,54.258003,21.81386,59.606407,14.459129,65.9952,17.815273,61.87965,15.391064,43.012585,3.5686302,57.60805,12.826807,55.279877,16.151909,56.182877,17.28401,59.272697,18.450626,56.17,17.7242,58.838486,18.390219,54.752113,21.584084,52.480957,23.66334,54.652275,20.891521,52.57013,22.369755,50.671806,17.513119,53.269917,14.463228,52.679195,14.640537,53.96737,15.100428,59.61193,2.2264671,54.251747,13.728205,54.603313,14.01529,58.17443,14.079945,62.19779,10.956808,60.314384,11.732772,60.53039,7.664392,58.94149,9.093365,56.57021,10.207247,59.908867,9.692215,62.646225,6.1611347,60.78392,9.427834,60.891197,12.916267,70.21461,24.15346,62.02397,16.151482,63.708702,15.545502,64.57054,11.42765,62.706657,12.787372,61.754784,12.242813,67.347206,19.719492,66.69158,16.32509,59.631035,15.139129,56.512325,10.7532215,49.93625,25.72507,58.439796,7.1757026,58.919437,8.649985,62.224323,6.738361,62.97832,8.526667,61.83227,7.291507,62.20126,6.8287067,61.53107,9.3482895,64.595116,12.821195,60.41608,11.990435,61.807003,12.492817,60.52819,13.975336,60.82702,13.997696,59.79525,16.33711,60.101784,18.628733,62.36832,13.834915,61.5456,10.197057,58.511894,12.084028,56.96024,18.726654,57.0542,19.655174,62.331795,16.228888,60.68894,17.100075
brushing_teeth-306,2.7536163,27.364246,-21.906395,1.6822407,-9.664765,-0.10431981,20.367493,6.119994,5.096135,5.5426235,6.7712097,7.371229,8.873735,7.810902,17.578224,11.334958,22.527103,9.766476,24.82429,8.317994,22.127846,9.394162,18.698427,18.47093,15.461752,12.606637,14.779898,16.219265,18.250349,-0.5962405,31.863163,-12.700014,17.732765,-10.309059,16.074219,-14.113985,14.013134,9.65416,1.2273101,-3.171679,-1.3844173,-2.1771562,8.049168,10.074567,8.907896,16.255598,-0.82519054,14.789179,-13.525534,10.785782,-22.891577,7.5705605,-31.593664,4.887836,-27.137167,6.516481,-30.799986,9.863827,-26.623257,8.937824,-22.794577,13.272957,-24.682228,8.468971,-24.46987,17.714378,-20.408092,9.000263,-15.634858,9.343267,-15.72866,10.011522,-19.077337,10.353498,-39.460636,20.277248,-17.348583,-12.482227,-33.743095,-2.0537,-38.79895,1.0345752,-35.18509,-2.9636424,-35.584297,-4.783977,-27.117397,-9.859562,-16.7728,-0.4508195,-9.243579,4.7833824,-14.721326,-5.170019,-2.5243816,-13.867031,-0.47647756,-6.889239,-3.4020128,3.870577,-2.2748375,11.82878,-11.355556,11.699727,-2.3612385,-2.1979094,-12.404493,19.437136,-12.858254,20.359667,-16.760206,19.007524,-18.0934,15.66815,-9.123481,14.051914,-2.4776542,5.649123,1.2595615,3.9166923,-10.050951,-2.579297,-13.246847,-6.771337,2.017126,-5.45094,-13.080344,-0.7524102,-14.3283,1.5267019,-21.133999,-0.6694908,-5.279316,3.435541,-22.5814,-3.5197,-14.938009,-0.13464141,-22.358227,-9.6199255,-10.329594,-4.9502964,-10.349698,-1.4447439,-3.2097712,-5.6304436,-8.031362,-11.861428,0.98464775,-2.6664228,-6.6137004,4.1071987,-6.2119174,-6.1233535,-16.524675,8.3195915,-11.1195755,16.283411,-9.579212,3.1776876,-1.601388,7.823158,-14.082426,-1.8406284,6.2827578,2.3454866,-5.2474756,8.843716,-5.887269,16.978882,3.623585,21.298033,-5.069396,19.02855,-9.730839,18.695091,-2.5472655,33.574364,-3.3404434,39.424908,-2.1652517,43.441875,-1.7487985,51.958668,3.287189,62.24572,0.013141155,52.777325,-1.0298723,53.73453,-2.0001287,54.43513,-2.8536065,54.857517,-2.8017402,55.592743,-2.2632778,56.966423,-0.878469,58.01297,0.696306,60.03814,0.3746555,61.283997,-0.36154413,61.51053,1.4042703,67.22294,2.8495402,64.68349,5.3912024,69.35722,2.4309003,74.84549,4.2924957,70.20627
brushing_teeth-321,58.976013,35.268803,48.915142,39.446964,43.86596,45.20532,54.354866,37.86478,62.03182,26.104843,60.961643,32.49131,59.52379,31.239845,60.296776,32.58523,49.444767,33.97545,49.873165,38.354507,57.598267,51.69089,51.821632,32.645508,56.865818,24.52972,57.92655,32.41607,58.503155,37.173225,57.948223,38.10019,46.793686,35.529884,53.91565,28.213531,50.39518,32.350883,53.508724,31.322136,55.43241,32.159134,53.293438,28.322006,54.82457,26.475517,52.553024,24.014698,62.612778,16.455038,51.103806,21.553848,48.819736,19.400795,47.39904,25.234892,40.26286,27.256208,36.84781,23.62529,38.042267,20.765728,41.525158,26.791533,43.74267,22.930096,42.266193,23.903114,49.20181,21.741346,50.60655,20.474766,55.368805,22.64951,55.00665,19.268547,60.092945,4.107437,55.410717,16.54156,52.390274,20.64401,52.053604,22.295187,53.05954,23.40014,54.07482,22.527916,50.513264,18.717337,48.633797,13.21863,48.07456,17.065145,52.406414,22.090797,50.731445,21.134024,54.401657,13.24719,50.7982,12.516862,48.256824,17.331156,61.634964,27.869728,45.057552,14.151877,48.579716,10.772895,49.869934,7.7401752,51.56137,10.988914,63.3181,4.7746935,50.946644,8.266539,49.771873,9.041387,47.323742,6.181055,47.801807,11.233,46.747448,12.058106,56.81469,15.2866745,53.452137,24.422506,53.289066,20.500656,55.627186,23.46882,55.145763,31.083202,52.57897,21.079544,56.816956,30.003994,54.934704,22.71741,56.71048,17.056963,52.106922,13.458023,39.00072,11.330744,45.372643,13.285241,53.893147,13.568682,52.81449,7.6603813,60.492264,14.483373,57.049698,12.17367,62.087776,6.285694,57.605705,9.713471,54.624966,9.564827,53.86156,7.0326214,58.93568,10.251153,60.85886,10.148792,58.690975,7.4113226,58.157604,-4.812069,53.119396,10.717356,51.201103,16.304794,44.502884,4.384529,42.874638,17.426224,42.966503,12.535301,42.338287,9.591024,35.144566,6.4431105,28.956224,9.523174,48.457554,1.5221105,37.80189,7.830641,40.976498,7.603751,52.025642,22.986158,45.558876,19.547735,41.05219,11.372148,44.67561,10.558716,43.087322,13.787275,44.815475,17.331442,59.660343,12.100934,68.448654,7.4690437,63.91736,13.214977,61.187634,19.165375
brushing_teeth-322,-7.1198826,20.51882,0.012387276,22.765528,-5.057349,16.535067,-11.50462,14.668011,-10.929057,6.033667,3.649715,-4.643841,8.916535,-10.972206,3.7777543,-6.7843857,-4.7690487,-7.089629,-4.4840703,-7.2235527,-6.681757,-7.237689,1.1880589,-8.492712,-13.7353,-14.605439,-6.273098,-4.994135,-5.4727774,-2.397587,-7.4161267,-2.761773,-9.411449,-0.60032403,-11.276554,9.585609,-31.05331,-2.6038377,-28.165955,4.556348,-16.05835,-4.710158,1.4490967,-11.590836,-17.027805,-15.381307,-5.367038,-11.462523,-10.119268,-16.198666,-10.551862,-23.678656,-10.784858,-23.014313,-15.111942,-16.41589,-2.373642,-14.724741,-5.3815804,-13.939392,8.311796,-9.616981,5.929352,-18.729622,6.802846,-11.609879,-4.065478,-25.817747,2.5949426,-17.844376,-1.095664,-28.256853,-0.12787056,-36.489563,-0.79290724,-34.773342,-1.6094422,-34.525375,0.2566048,-34.839287,0.44011903,-33.33011,-6.0424166,-38.843014,-15.569172,-35.326454,-8.232199,-24.637106,2.4723864,-18.756014,-4.7198396,-25.274242,-9.96009,-32.30799,-6.521138,-27.867493,0.67452526,-19.098284,-3.5606444,-19.832392,9.407885,-15.149031,7.337377,-6.5204625,1.4132862,12.612962,12.586968,4.0022783,11.558544,6.2616053,18.878067,8.631195,32.135044,5.5062065,10.058073,5.9547443,27.29066,-2.6388607,8.540388,6.008075,2.525968,0.215065,2.9603052,0.010517716,-1.7866626,-1.9605935,-11.017475,-15.527725,-3.7605171,-3.0325017,-1.0909646,-6.72808,-4.0569124,-13.275734,-2.6929522,-6.8251247,-6.5390925,-14.1905575,-17.003277,-5.690668,-1.1368647,-23.715542,-9.263185,-22.463469,-1.3690166,-29.177172,2.204276,-23.092386,3.957559,-16.549992,11.563331,-14.422985,8.706834,-9.502501,6.1729116,-21.695375,2.9460795,-20.736012,-1.3486614,-22.36644,-3.5391898,-25.940193,-5.7116537,-30.704952,-4.401787,-26.421745,-0.38981724,-24.549246,1.4927678,-26.568607,-5.98978,-31.479595,-8.942244,-32.40325,-8.960759,-28.950924,-13.790297,-29.189089,-15.739915,-29.77755,-14.961558,-27.410604,-14.3134985,-25.887543,-12.834045,-37.907738,5.1754894,-46.432903,8.000576,-56.944206,3.0959265,-34.941566,0.58430123,-27.150023,0.22682133,-23.79276,3.8143902,-17.010124,0.3177364,-29.515352,6.0870686,-30.884853,9.567793,-27.406364,11.033024,-15.663051,3.2666974,-14.967163,1.1756865,3.9510174,-3.4971185,-10.894278,4.982916,-25.330282,-2.4468482,-15.123953
brushing_teeth-714,35.28107,-2.9593089,49.778786,2.0021172,41.950836,10.775413,31.507927,7.9755335,38.872093,4.567898,41.3385,11.4476795,43.10173,8.77438,42.625923,9.935271,43.542393,8.329033,44.96717,7.5762625,47.20774,6.986172,45.550674,4.935965,42.74322,5.4772453,42.85073,3.1134276,42.695007,1.9890678,41.119347,3.5349433,40.564846,1.4093313,40.361977,1.284697,40.376266,-0.596241,39.60926,0.6432212,37.849564,1.7495598,41.21964,0.50928134,41.326557,1.9769038,38.284466,0.018643618,42.551216,1.8056477,42.6152,3.8737903,27.589222,-2.7945995,43.982155,-2.8364356,44.596516,1.9326549,45.213673,2.591439,45.679855,2.284349,45.2141,3.6928215,47.152016,-1.1306106,46.16649,-3.4599872,45.036987,-5.8625116,42.83784,-4.9311037,43.0296,-5.362033,42.9017,-6.8679028,38.207092,-7.7270384,41.532772,-11.761333,35.754173,-13.976037,40.886887,-16.200628,39.747936,-17.459436,41.078087,-12.6355915,37.39864,-12.241192,35.102108,-12.888851,33.059933,-13.189672,31.037378,-10.650668,31.53004,-1.1010704,28.751534,-10.517904,32.509724,-19.399496,33.48469,-24.350204,34.585014,-28.030222,29.435955,-33.22772,32.268738,-23.493925,27.692024,-22.895061,29.31138,-23.210514,34.733124,-17.904074,35.340553,-15.174904,37.57699,-18.989567,31.442318,-11.823666,31.736069,-14.081656,36.83655,-20.236547,33.083015,-17.742462,39.297943,-18.001993,38.679535,-11.664935,43.641663,-9.132821,42.60027,-5.4254556,46.29788,-8.474752,46.653954,-8.744398,48.46723,-10.882824,51.152775,-9.481893,50.192734,-5.8806257,50.83657,-8.229445,48.671677,-4.1584196,50.07652,-4.271546,50.288353,-2.999762,50.176945,-3.4997182,50.973763,-5.421788,53.921272,-5.502696,53.25786,-4.820571,51.700325,-5.6924157,50.103004,-6.7975626,50.711174,-11.334687,45.228893,-10.759943,43.068752,-11.204203,47.400192,-18.381504,33.137863,-13.6245365,37.55175,-19.929892,32.150116,-18.332077,28.39037,-18.442263,25.803343,-24.02164,21.782745,-22.4189,17.349949,-20.887709,19.068174,-19.133062,26.978058,-22.175117,25.77158,-22.40522,26.0491,-20.170702,24.996262,3.7832298,33.49847,-21.533346,35.6287,-16.006319,44.600136,-14.516334,48.41052,-11.704494,50.064728,-10.321011,47.99246,-6.6537533,48.95416,-4.80622,50.724308,-1.6329067,35.83688,-2.2976573
brushing_teeth-745,-17.357962,56.841652,-4.285413,52.086517,-4.1561413,46.900757,0.891016,44.930096,11.937073,47.829067,16.644894,41.78505,19.318375,36.968597,11.218271,41.909275,3.991609,38.313015,5.9366283,47.963913,4.8755956,52.580414,7.5120134,54.811947,7.161767,57.757866,16.19366,56.92922,14.645312,54.910397,19.676817,58.810856,12.144264,39.213375,17.587831,55.35151,6.540804,46.79281,13.900606,58.10828,14.731602,59.212765,11.312303,50.09294,21.24823,43.743805,7.4389763,60.09389,10.346601,55.788105,13.2882395,38.473373,15.506264,47.607906,17.262737,48.402798,28.410852,49.878532,30.586695,41.437885,26.807518,51.96459,24.537477,67.049164,21.506338,60.076687,24.10514,64.38271,27.195198,61.28721,29.714605,66.632614,48.72957,63.10962,32.540806,59.295547,26.525463,54.08676,36.547104,53.062595,33.906113,49.449978,39.130157,45.095108,39.468193,40.31516,53.275833,57.480602,50.05149,55.072952,52.9465,44.900177,46.658504,52.279076,48.767925,48.722122,36.849037,57.01799,38.312576,58.414913,36.92868,40.186363,31.954412,40.942352,34.521202,44.44036,34.072536,45.812885,31.974121,46.89365,33.24213,47.091217,32.498238,44.30574,26.929905,43.03779,35.620422,42.69182,26.767918,40.22118,36.380676,39.35782,51.458782,32.047497,27.323975,30.35401,24.633364,38.21535,30.47655,40.69595,34.77854,46.345695,30.476006,49.012688,33.507942,52.243332,39.435364,42.753235,33.06303,41.73683,36.613247,36.7779,35.10322,34.068916,27.856705,37.49447,34.0876,36.860134,35.61303,35.101074,38.06765,37.6982,42.56353,18.114166,42.593147,29.968082,52.990993,19.916794,45.89068,24.403826,29.762947,35.989407,34.837402,35.514034,37.562435,38.138893,36.761246,37.050934,34.628876,38.95458,35.175037,39.095978,38.48354,40.847565,37.706966,38.821095,40.11404,38.46401,39.24373,41.54338,27.772278,51.31649,35.56586,44.637756,34.206703,47.69629,31.783005,46.11628,30.88778,43.611153,29.186405,42.81449,17.238901,37.645638,12.165591,32.715565,21.418043,36.84595,17.888838,33.295017,18.026833,36.20814,16.034828,37.29562,17.109055,36.213398,16.338459,36.15054,21.589212,37.042442,28.305119,38.630978,24.194784,36.902557,21.798748,37.71116
