id,t0d0,t0d1,t1d0,t1d1,t2d0,t2d1,t3d0,t3d1,t4d0,t4d1,t5d0,t5d1,t6d0,t6d1,t7d0,t7d1,t8d0,t8d1,t9d0,t9d1,t10d0,t10d1,t11d0,t11d1,t12d0,t12d1,t13d0,t13d1,t14d0,t14d1,t15d0,t15d1,t16d0,t16d1,t17d0,t17d1,t18d0,t18d1
ata-100065,13.309069,3.8748138,13.890434,3.2981708,12.824771,4.35427,13.581811,2.4981747,11.4953985,5.2064176,13.124245,4.7283726,12.826013,4.2840137,11.045988,4.3284426,11.054033,2.7859547,11.015614,2.716319,11.859583,3.720304,12.609092,2.961337,11.099861,3.595777,12.044197,3.487537,11.15201,4.437628,10.979102,5.428546,9.167507,5.9194593,10.3151245,4.034542,8.353724,2.923131
ata-100132,10.502128,3.1598723,12.825443,3.715022,9.640075,5.450962,12.278931,4.8931913,9.423534,4.1873016,11.219963,3.4930134,11.888056,1.6076188,12.713075,4.479628,11.65579,4.075944,10.475171,3.690288,11.481719,4.8673086,12.300517,5.5739026,11.894239,5.279368,11.625371,5.959412,11.872946,7.8291345,11.826561,5.24503,8.13274,6.743379,8.526905,6.7367806,7.8968024,7.4935126
ata-100648,10.28301,4.2341704,9.150147,2.9491065,10.666092,-0.1282816,11.854207,2.2591116,11.2618065,0.7337167,12.312067,3.377399,12.887716,1.9380553,13.091869,2.4240766,12.654934,3.4173489,13.7428665,3.1368504,11.5123625,4.6622334,10.2515335,5.6778994,9.919133,5.125656,11.895541,6.418146,9.726478,7.0708776,11.264853,5.100764,12.618872,5.6005526,11.878332,5.335418,12.117357,5.732396
ata-100651,13.482144,3.5802126,11.603922,2.2222195,9.840555,-0.6676011,11.20685,2.8001573,13.795362,4.4807386,12.77091,3.6940641,13.756474,5.0980105,10.671492,2.4071712,12.078076,3.514789,12.855364,4.7866406,12.390436,4.3237348,13.21871,4.7034187,12.00078,4.2684712,11.961067,4.4823093,13.42536,3.092873,11.522389,5.144471,11.771455,3.0752358,11.852404,4.381224,11.851912,3.7376442
ata-100652,13.024392,4.426693,12.863515,3.9573383,15.0093975,5.84598,12.124223,3.7463763,12.25799,3.8386087,12.1009245,3.7525654,13.016735,2.3159957,12.0680895,4.997472,12.087725,4.864106,13.749315,4.748654,11.4983425,4.7020164,12.577147,6.3243117,13.341234,4.144559,11.13055,5.1624146,13.922795,2.0236173,11.400868,4.9444423,12.391439,4.9751635,11.554006,4.629977,13.231591,4.996436
ata-100695,14.179964,3.7464623,12.483319,3.782373,15.2542,6.0272875,12.819017,4.7876,16.410536,5.7764406,12.165974,4.5472527,11.072209,6.6736283,12.299992,5.5136824,11.74208,4.3551226,11.802803,4.0451035,11.111634,5.395251,10.469658,7.144724,9.285919,6.352169,5.96283,7.8765907,4.205683,8.342366,3.2963405,8.912431,2.6098955,9.1826935,2.4262893,9.246666,2.4213526,9.243315
ata-100762,14.385984,1.9824715,13.741815,3.4328594,15.279535,2.9094381,12.65925,3.937433,8.476648,3.1727538,12.879019,3.0913024,13.637861,1.9100313,12.438681,4.481211,11.9141445,3.6793618,13.675688,2.890705,11.793605,5.5529904,13.384004,3.5873919,11.868291,6.1590486,12.237181,5.6877427,12.639152,7.5986953,11.832295,5.030286,13.106729,5.091084,10.770188,3.4227242,10.999005,1.3661392
ata-37653,3.4624164,5.4691296,-1.7526534,5.7604666,-2.0753028,4.8349924,-3.063533,5.8050346,-1.7898121,5.110882,-3.315919,6.142744,-1.8299148,5.3714375,-3.1659462,5.9294724,-1.9547293,5.563462,-3.0020542,5.8666916,-1.9745274,5.50676,-2.5677857,6.056655,-2.510109,5.289209,-2.8181956,7.0038767,-2.966115,5.375971,-2.853474,6.954565,-3.0590744,5.460201,-2.8221846,6.875505,-2.8432517,5.7021427
ata-37655,-12.443568,7.2304206,-12.115057,7.0171647,-12.659894,7.407985,-12.463804,6.699688,-12.307578,7.383958,-12.561392,6.4655976,-11.887239,7.49666,-11.994145,6.4334736,-11.74002,7.534681,-11.388342,6.391334,-11.215635,7.358379,-11.070236,7.126397,-11.388074,6.999441,-10.995626,7.5891085,-11.75329,7.530736,-10.954711,7.8014727,-11.724667,7.030599,-10.879423,7.6949677,-11.462536,7.341427
ata-37673,-9.07189,5.9719057,-8.852857,6.726924,-8.87356,6.1821265,-8.7469425,6.5235295,-8.612919,6.395142,-8.604572,6.5470986,-7.990781,5.7798953,-8.301651,6.258034,-8.013747,6.229473,-7.8579187,6.0621476,-8.342953,6.406635,-7.9296107,6.711229,-8.162007,6.534557,-7.941749,6.2854877,-8.205079,6.9924765,-7.764484,6.1024284,-7.665556,7.855957,-7.5337286,6.0529346,-7.876506,7.0673175
ata-37798,-10.782319,3.7078543,-11.431166,3.326127,-10.64212,3.4312463,-11.237708,3.838198,-9.718832,3.5475647,-10.44779,3.5452158,-9.609609,3.4171634,-9.891503,3.2162836,-9.812386,3.170254,-9.680618,3.4626422,-9.510523,3.577964,-9.311506,3.5828903,-9.428192,3.6729643,-8.6893635,3.7386105,-9.557958,3.6486745,-9.083007,3.7968898,-9.497253,3.6343448,-9.697932,3.188254,-9.645654,3.2733443
ata-37919,-11.879519,6.0371733,-11.951393,5.3948755,-11.741443,6.4641676,-11.907482,5.1827583,-11.893004,6.611248,-11.944903,5.2033014,-11.566117,6.3726177,-11.315748,4.866787,-11.028126,6.2337103,-10.890071,4.9294405,-11.034687,6.589974,-10.591906,4.9884872,-10.493802,6.475911,-10.819208,5.5172014,-10.296353,6.481636,-10.41862,5.9078803,-10.458481,6.530894,-10.002319,5.724261,-10.222736,6.2967544
ata-38138,-10.65571,7.0194507,-10.836687,7.3789577,-10.774416,6.9815707,-10.574681,7.0701656,-10.341069,6.700545,-11.342743,7.000701,-10.153715,6.5267277,-11.019251,6.856034,-9.822786,6.525545,-10.808448,7.128031,-9.84006,6.692082,-10.717737,7.161802,-9.7289505,6.4879293,-10.55595,7.767079,-10.225454,6.409369,-10.574404,7.949456,-9.677035,7.012644,-10.338833,8.293076,-9.705479,6.935793
ata-38162,-12.635842,7.3607597,-12.44539,7.362152,-12.633182,7.5889173,-12.541613,7.8988214,-12.06642,7.7704525,-12.781624,8.185232,-11.632921,7.5900264,-12.294489,8.151769,-11.464246,7.547468,-12.172703,7.888597,-11.582788,7.5056677,-12.460655,8.057847,-11.7954445,7.5971627,-12.458954,8.058812,-11.8048725,7.7895784,-12.366573,8.349081,-12.002371,7.924575,-12.226525,8.193293,-11.998114,7.920292
ata-38225,8.459002,7.158411,8.320005,7.817333,8.685448,7.973649,8.854901,8.445877,9.272956,8.261186,9.596231,8.314624,9.9246855,8.051498,9.938993,8.107788,9.602103,8.064757,9.837241,7.7086987,9.052134,7.4888067,9.172823,6.900394,8.887531,4.155223,10.17944,2.1438775,10.391155,2.4098,10.649302,1.8210347,10.957417,1.9768804,10.616215,1.699049,11.363142,2.4371357
ata-38230,-12.145333,7.4138174,-14.101349,8.064096,-11.81633,7.3448706,-13.773648,7.5527644,-13.18511,7.521249,-12.098009,7.2589426,-13.656339,7.5651608,-12.367521,7.4499435,-13.302683,7.514207,-11.887438,7.4452267,-13.153492,7.5563703,-11.81319,7.722278,-12.893628,7.8324966,-11.768995,8.187264,-12.775703,7.8536463,-11.872188,8.5758915,-12.371811,7.8781595,-11.948483,8.540548,-12.019955,8.17861
ata-38246,-11.302193,6.767598,-12.060964,6.3222294,-11.042541,6.5927234,-11.617203,5.9957147,-11.239613,6.965588,-11.026463,5.7509966,-11.314923,7.0630455,-10.641296,5.496304,-10.75663,6.8652935,-10.979803,5.901725,-10.931095,6.6162543,-10.995189,6.095269,-10.758619,6.8666954,-11.636919,6.4848375,-10.573996,6.9627047,-12.102514,6.6604967,-10.60954,6.867317,-11.905795,7.007682,-10.692638,6.6506705
ata-38279,-7.8433666,5.5884185,-6.495311,4.54053,-8.062425,6.148299,-6.383231,4.4430485,-7.3912234,5.6731124,-7.2056155,4.785692,-6.948779,5.640314,-7.112458,4.356572,-7.7896757,5.9039807,-6.8435287,4.2065287,-7.796009,6.3794003,-6.906955,4.058188,-8.03597,5.4352446,-7.587483,4.0019875,-8.279975,5.8503637,-7.536091,4.6147614,-8.12385,5.6814175,-8.069216,5.21898,-8.281559,5.437052
ata-38287,-11.465353,6.6543975,-10.825806,7.663452,-11.325857,6.5162067,-11.072073,7.285426,-11.631897,6.13097,-10.495925,7.560259,-11.568455,5.900429,-10.348213,7.313409,-11.729106,6.210126,-10.355204,6.8407307,-11.719629,6.443964,-10.262499,6.591449,-11.945935,7.380644,-10.459864,7.041911,-11.351341,6.734765,-9.573692,6.9344087,-11.5674925,8.456437,-9.944826,6.674779,-11.215759,8.138889
ata-38508,8.417731,1.3336256,9.507775,1.2922573,8.802486,2.0605319,9.673688,3.100861,8.079914,2.3906114,9.532175,2.2124214,8.882526,1.5315964,10.467395,2.491658,9.8788,3.926261,7.7153454,1.8022404,10.697728,3.0291488,9.178976,2.61448,10.667372,2.9142208,10.04469,3.5459886,10.57622,2.4980617,10.303673,4.100372,10.637255,3.78749,10.92114,4.184149,8.953589,4.5850444
ata-38617,1.5814213,1.9698596,1.8998137,2.310101,2.5132058,1.8699641,2.3366714,2.4723065,2.7195923,1.9347343,4.335352,2.4774032,3.5555527,2.6852632,3.7712002,2.9628212,3.732408,2.777165,3.9207432,2.838417,4.1307106,2.9497705,4.040037,2.1790853,3.1219096,2.9890654,4.188577,2.1455748,3.957127,2.6936202,3.6216984,1.2828476,3.847894,3.1433065,3.8973806,3.5737739,3.761374,4.3377523
ata-38910,-12.733652,8.480204,-12.041657,7.834553,-13.10359,9.35788,-12.019447,7.831817,-13.579004,8.883015,-12.033714,7.773772,-12.991651,8.693373,-11.81995,7.830396,-12.588641,8.560839,-11.611753,7.6348553,-12.702582,8.726397,-11.781553,7.562503,-12.909473,8.946919,-11.848318,7.907158,-13.073507,9.120583,-11.744274,7.9429593,-12.824947,9.138527,-11.631968,7.925536,-12.738742,8.756788
ata-38957,-7.304897,3.7174644,-7.081702,2.8689504,-7.3364553,3.7848105,-7.022011,2.9263604,-6.6254997,3.45362,-6.995105,2.7954798,-5.925021,3.6066008,-5.544946,2.7995894,-4.3715506,3.4495618,-5.185652,2.8856797,-4.1572948,2.9279697,-5.3930807,3.0599947,-4.1599407,3.2681234,-4.956724,3.4977756,-5.3139725,4.220769,-4.739146,3.7597337,-5.2839637,4.734224,-5.0439286,4.072842,-5.055058,4.993311
ata-40179,-10.5835705,7.096121,-10.994614,7.5997396,-10.255465,6.853509,-10.883747,7.717595,-10.033606,6.396864,-10.707845,7.2571883,-10.032896,6.615234,-10.226765,7.0860214,-9.690024,7.0883183,-10.005907,7.139155,-9.2676115,7.163792,-10.228437,7.278342,-9.678253,8.041897,-9.41068,7.609276,-9.019734,8.017552,-9.60729,7.894094,-9.317537,8.094973,-9.843958,7.9824867,-9.057428,7.6928244
ata-42116,-11.097481,7.491018,-12.011849,8.571539,-10.701988,7.2211027,-11.6095295,8.21733,-11.221642,7.2310085,-11.185149,7.830301,-11.380963,7.436518,-10.213922,7.364551,-11.390176,7.367807,-10.382739,7.0390506,-11.756537,7.321777,-10.664076,7.1700625,-11.835303,7.2699776,-10.613818,7.321854,-11.8974085,7.8121114,-10.195296,7.7155304,-11.343485,8.251524,-10.153381,7.549984,-10.823071,8.100035
ata-42222,-5.892309,2.2234747,-6.767715,3.057912,-4.92247,2.3639417,-6.2328095,2.6129217,-4.5633783,2.092905,-5.4331436,2.4131832,-4.490774,2.5589979,-4.3911796,2.0195298,-4.427231,2.4762645,-4.172875,1.9361817,-4.414667,2.520307,-4.2200375,1.206346,-4.7671375,2.5889194,-4.6866994,2.2442153,-4.181068,2.071767,-4.8249874,2.15171,-4.4692016,2.0225935,-4.728128,1.9388473,-4.3551874,1.9365577
