id,t0d0,t0d1,t1d0,t1d1,t2d0,t2d1,t3d0,t3d1,t4d0,t4d1,t5d0,t5d1,t6d0,t6d1,t7d0,t7d1,t8d0,t8d1,t9d0,t9d1,t10d0,t10d1,t11d0,t11d1,t12d0,t12d1,t13d0,t13d1,t14d0,t14d1,t15d0,t15d1,t16d0,t16d1,t17d0,t17d1,t18d0,t18d1
ata-100065,-7.316463,-14.476159,-7.607301,-14.951946,-6.9155145,-14.881599,-6.8956695,-14.649547,-6.8139763,-14.8136015,-7.5345497,-14.5275545,-7.569585,-14.110358,-7.368888,-14.383172,-6.7430844,-14.610625,-7.1059866,-14.746638,-7.076771,-14.2360935,-7.2572484,-14.114606,-6.6750617,-14.603622,-7.188456,-14.504764,-7.22431,-14.730833,-6.933558,-14.404112,-16.75249,-7.7864513,-9.052342,9.013611,-12.3473,6.3795166
ata-100132,-6.905111,-14.88964,-6.838752,-15.098773,-6.8874235,-15.203927,-7.061313,-14.356454,-7.4372015,-14.680029,-7.3903537,-14.84353,-7.243626,-15.222356,-6.979951,-14.426764,-7.2628927,-14.849524,-7.5857663,-14.914134,-7.3362885,-14.926561,-6.929105,-14.839092,-7.765771,-14.62649,-7.230064,-14.4520235,-7.216918,-14.365043,-7.4381332,-14.628147,14.260245,4.2952175,3.5401556,2.6111434,3.6540153,2.8453171
ata-100648,-7.3461676,-15.008121,-7.694316,-14.419945,-7.3685474,-14.504552,-7.103389,-15.237082,-6.939383,-14.881475,-6.925628,-14.740577,-7.3007627,-14.702536,-7.0033216,-14.684615,-7.173331,-14.420747,-6.9316382,-15.1057415,-7.1474485,-15.201309,-7.77351,-14.654007,-7.370896,-14.757289,-6.8264594,-14.619024,-7.4253902,-14.955955,-7.448777,-14.646624,-7.2571864,-14.325634,-6.8577485,-14.838009,-7.2281723,-14.1696005
ata-100651,-7.415392,-14.718596,-7.504857,-14.942716,-7.3912725,-14.794338,-7.654273,-14.953638,-7.0354524,-14.477031,-7.468282,-14.517684,-7.4939103,-14.547074,-7.6392064,-14.422888,-7.4911766,-14.532821,-7.4702606,-14.518458,-7.645578,-14.819904,-7.442335,-14.921051,-7.400772,-14.6517935,-6.9809647,-14.562304,-6.9879436,-14.822102,-7.4513574,-14.655741,-7.110736,-14.8628235,-7.1331825,-14.647154,11.732749,-16.052431
ata-100652,-7.57837,-14.904558,-7.585379,-14.14287,-7.259297,-14.1819315,-7.5857587,-14.601982,-7.315313,-14.237799,-7.423769,-14.814997,-7.2187943,-14.920839,-7.6004615,-14.451393,-7.256013,-14.735315,-7.036125,-14.992052,-7.013866,-14.176614,-7.3979993,-15.0229845,-7.136769,-15.184431,-7.060383,-14.218472,-6.9880123,-14.771614,-7.3408813,-14.770871,-7.065555,-14.765769,-6.981406,-15.015849,-7.0124626,-14.681866
ata-100695,-7.3615775,-14.555302,-7.855754,-14.68248,-6.8780413,-14.679912,-7.4973254,-15.085199,-7.133637,-15.200776,-7.416843,-15.006655,-7.0445805,-14.197322,-7.13834,-14.420796,-7.2726803,-14.287939,-7.145422,-14.71633,-7.277821,-14.4370985,-7.4422517,-14.960988,-7.369621,-14.9040365,-0.018042168,1.430368,-0.022282546,1.4424428,-0.025260495,1.4432775,-0.022888968,1.4435847,-0.034184434,1.4476664,-0.023125026,1.4442557
ata-100762,-7.030298,-15.234453,-7.473865,-14.630102,-6.905204,-14.555253,-7.052003,-15.021969,-7.384764,-14.396506,-7.5074725,-14.215174,-7.6868114,-14.778027,-7.3696146,-14.6334095,-7.0641503,-14.990523,-7.4850125,-14.81863,-7.379949,-14.951308,-7.560996,-14.56993,-7.0960083,-15.093969,-7.001417,-14.674762,-7.70347,-14.784924,-7.0665107,-14.856415,-7.1758723,-14.484381,-6.945952,-15.131429,3.3638556,8.330328
ata-37653,-7.410759,-14.353013,19.165741,7.5497074,19.16555,7.5498457,19.1658,7.5497346,19.16571,7.5497737,19.165691,7.5497704,19.165606,7.5498753,19.165668,7.5497136,19.165812,7.5498405,19.165695,7.5497704,19.16608,7.549369,19.165716,7.5497212,19.165575,7.5497212,19.164965,7.54845,19.165472,7.549729,19.165503,7.549935,19.165611,7.5498853,19.165628,7.549671,19.16561,7.5496554
ata-37655,-8.396062,-4.8471828,-8.401651,-4.8405128,-8.401659,-4.8397064,-8.40281,-4.841648,-8.403069,-4.8415895,-8.401307,-4.8404717,-8.385653,-4.8672066,-8.385337,-4.8738,-8.384563,-4.872313,-8.385151,-4.8728633,-8.386895,-4.874283,-5.4286337,10.948342,-5.4355226,10.943288,-5.428312,10.948544,-5.429096,10.946666,-5.4293127,10.946531,-5.429489,10.946704,-5.429764,10.946896,-5.4295983,10.945886
ata-37673,-6.4513307,12.849977,-6.427402,12.869608,-6.4315333,12.873674,-6.4309683,12.874429,-6.4308696,12.873239,-6.4298997,12.8739195,-6.430242,12.872811,-6.4310303,12.872835,-6.4308596,12.872516,-6.431437,12.871824,-6.431947,12.872301,-6.430843,12.873603,-6.4313445,12.873244,-6.4310064,12.874611,-6.430726,12.875021,-6.4297504,12.893561,-6.4306693,12.875073,-6.4289727,12.875026,-6.430779,12.875087
