id,t0d0,t0d1,t1d0,t1d1,t2d0,t2d1,t3d0,t3d1,t4d0,t4d1,t5d0,t5d1,t6d0,t6d1,t7d0,t7d1,t8d0,t8d1,t9d0,t9d1,t10d0,t10d1,t11d0,t11d1,t12d0,t12d1,t13d0,t13d1,t14d0,t14d1,t15d0,t15d1,t16d0,t16d1,t17d0,t17d1,t18d0,t18d1,t19d0,t19d1,t20d0,t20d1,t21d0,t21d1,t22d0,t22d1,t23d0,t23d1,t24d0,t24d1,t25d0,t25d1,t26d0,t26d1,t27d0,t27d1,t28d0,t28d1,t29d0,t29d1,t30d0,t30d1,t31d0,t31d1,t32d0,t32d1,t33d0,t33d1,t34d0,t34d1,t35d0,t35d1,t36d0,t36d1,t37d0,t37d1,t38d0,t38d1,t39d0,t39d1,t40d0,t40d1,t41d0,t41d1,t42d0,t42d1,t43d0,t43d1,t44d0,t44d1,t45d0,t45d1,t46d0,t46d1,t47d0,t47d1,t48d0,t48d1,t49d0,t49d1
c0-0,9.325598,-5.6307573,9.449959,-2.7198393,6.9879575,-2.930823,13.517161,0.8745109,8.658614,1.2740645,13.825205,1.0576365,7.612477,-2.775537,7.7927103,-1.9756339,13.145512,1.8881606,12.275056,0.7154341,7.0063806,-1.9465578,5.7441006,-1.4505094,12.317011,1.9943134,-0.61086816,-6.453266,7.419679,-0.18639916,0.58139336,-8.295428,-4.7126307,11.405153,4.131707,-6.4491286,-5.055583,7.5223804,3.171172,-0.05077867,-0.8700375,0.27436727,-0.31690565,-1.0004115,-1.6203212,-3.648299,1.1456144,-3.5320373,-0.08783518,4.2166834,0.5965261,1.3947693,6.49625,2.3766716,7.51466,0.015797835,2.328948,-3.1838982,6.861032,-1.1440734,5.7604446,2.9342575,-1.70363,1.2683561,-1.483864,-2.230277,-3.8449106,-0.10562593,0.49183846,-1.1707778,-1.0717056,-0.9675701,0.68443716,-1.0924675,1.8646864,-1.1637094,-0.3291478,-1.2587692,1.0840532,1.70782,2.0957,-0.051644754,3.8358178,-1.1292512,-0.8144211,-0.105274945,-1.6586279,-0.0072800014,-0.5556437,-1.9260579,-2.0572042,3.4776716,0.15005775,-1.5727996,3.3526857,2.4806323,-1.3422573,-1.1117995,2.0820353,-1.1255149
c0-1,8.996613,-8.054791,9.797248,-4.745741,8.809964,-3.3462682,12.34604,2.1481047,9.174121,2.8618064,12.783863,2.1126158,6.0994554,-3.0201855,7.5700994,-3.2442727,11.851376,1.7773983,12.584356,1.9298483,6.637483,-3.1306825,5.7974463,-0.36811057,13.382378,2.251282,-1.5823371,-6.29569,7.0874515,1.0602585,1.3402034,-7.556606,-5.6432366,12.3368845,4.695243,-7.169045,-4.7825828,7.0399137,4.059269,0.015450511,-0.42412093,-0.22640888,-0.30136985,-1.4954295,-2.509954,-3.0192802,2.8815227,-3.3535662,0.57506514,3.7479663,1.4042249,1.8244762,6.8954506,3.5242457,7.5230975,0.5900985,3.4805188,-3.358012,8.674685,-1.7738216,7.6643033,2.5053017,0.68958336,2.4786735,-3.8516207,-0.15270835,-5.649355,-0.34220192,-1.7864859,-3.0908372,-2.1797934,-1.5438697,-1.8266504,-1.2509857,-0.35111266,1.4905653,-3.4878654,-0.02849739,-2.0723526,2.728109,-2.4125993,-0.52831703,-0.57459825,-0.6176524,-2.2059038,1.8995204,-4.2698736,1.0682907,0.5435568,-0.038818203,-4.4559107,4.814548,1.5838637,-1.3957163,4.9026527,2.2003825,-0.30491355,-0.808865,2.7770336,-1.2777946
c0-2,9.797883,-3.7394423,9.974662,-0.4607955,4.7352095,-2.9612873,13.987456,-0.56080085,7.766113,0.039517358,14.483116,-0.35598513,9.122997,-3.1555512,7.9787593,-0.6205814,13.921314,1.8891699,12.954089,-0.3618422,7.6095467,-1.2804325,6.1902328,-2.0570745,12.629884,1.0735085,-0.14504097,-6.8160896,8.525144,0.066041164,-0.12473943,-8.338169,-4.7571907,10.698217,4.4319677,-5.668891,-5.268045,8.3971,2.338815,0.9806006,-1.7953421,0.061799366,-1.1116204,0.0032966435,-1.1032543,-3.0454507,0.11845185,-3.2294664,-5.363017,4.7131076,-9.096022,2.2737856,-8.341962,-1.1435745,-4.6816998,-1.8974812,-3.3111398,3.3311179,2.8853347,0.033318542,3.278975,0.4494478,-2.6637373,0.7920639,-2.1359658,-3.2983084,-3.1984477,-1.2698689,1.38374,-2.8531723,0.79364485,-0.42582434,1.7997226,-0.8686894,2.692814,-0.92334205,0.59226125,-2.358688,2.544851,1.4068059,2.8244534,-0.06857345,4.761825,-1.2870809,-0.27852014,-1.4397467,-1.2106134,-0.7275779,-1.1943367,-2.406375,-1.8203099,4.145532,-0.57839453,-0.8319064,3.2787607,1.514302,-1.8803102,-0.16616449,1.7025963,-0.19023454
c0-3,9.177341,-5.158902,9.518042,-2.4897776,6.667219,-2.793457,13.612307,0.94301426,8.654616,1.0970317,13.717611,0.96848315,7.414974,-2.8617806,7.728258,-2.1053016,12.867991,1.9712816,12.932504,0.88747406,6.9314938,-2.311553,5.8052464,-1.1406072,13.086402,1.979472,-1.445471,-7.201813,7.7501616,0.27442005,0.65476954,-8.068474,-4.7532835,11.494966,3.8751957,-6.4357686,-5.6045237,7.6500325,3.730389,0.79387563,-0.8457613,-0.036087513,-0.21212035,-1.2663568,-2.4520957,-3.557641,1.55582,-2.9960186,-0.26668766,3.315515,0.83787334,2.796079,7.7048693,2.4207265,6.570036,0.35847783,2.9436896,-2.0758734,6.4817495,-0.6434119,5.0843344,1.8317006,-1.4498479,2.5118597,-1.4491192,-1.47274,-4.348974,-0.14907934,-0.22733457,-2.7643497,-1.376889,0.14963214,-0.9889265,-0.66146487,-0.18011135,1.379421,-2.87708,-0.41489345,-2.0008557,1.5141135,-1.1954964,-0.70531785,-0.096192054,-1.4207014,-1.059619,1.4425087,-4.3148556,0.5165048,-0.49745002,-0.85058725,-2.527869,3.2790263,-0.42024544,-1.8662863,4.237268,1.5460963,-2.483812,-0.2325641,2.524363,-0.91443413
c0-4,9.061287,-5.9307747,9.401692,-2.7700214,6.9453025,-2.9610121,13.614202,0.8483975,8.2463875,1.1347448,14.106501,0.9382913,7.4340644,-3.2683115,8.131593,-2.054767,13.211633,2.40595,13.03551,0.832866,6.5406566,-1.6765394,6.4545197,-1.3374411,12.120567,2.1270876,-0.6897626,-7.192965,7.8220205,-0.15589836,0.38175038,-8.357281,-5.287979,11.076601,4.446463,-5.996603,-4.5940294,8.135694,2.887482,0.40437397,-1.226973,-0.12323354,-0.3039795,-0.74941915,-1.5775186,-3.2314267,0.66862637,-3.3014147,-0.45718136,3.6058962,0.77728695,2.2215786,7.476876,3.014968,6.185405,0.5434,2.7893462,-1.571545,4.1629653,-1.2144668,4.58336,2.3132858,-0.80632037,0.5798594,-2.1825686,-0.7592085,-3.969149,0.15364964,0.4220991,-2.9053688,-0.39986184,-0.18484713,-0.07100367,-0.9051802,1.4607415,-0.2986987,-0.6238336,-1.6294808,-1.6217003,1.5639423,-1.0949922,0.023616837,1.3773712,-0.25502902,-0.9799499,1.0872897,-1.9851769,0.2585241,-1.149469,-1.5940619,-2.4025443,4.1832666,0.0028865265,-0.70420253,3.7111688,2.4072886,-1.5951418,-0.64585996,2.1402822,-0.4925246
c0-5,9.470533,-4.3336835,9.9626,-0.9816698,5.50611,-2.7660294,13.845726,-0.0878644,7.957486,0.5983193,14.195897,0.2009691,8.839636,-3.2730625,7.7957354,-1.0920666,14.199502,2.1298563,13.249703,0.13188396,7.466929,-1.2478954,6.0227294,-2.364576,11.92578,1.155708,0.26736096,-6.7124877,8.933202,0.3411097,-0.8307788,-8.633392,-4.464091,10.590763,4.24692,-5.2618513,-5.7219524,8.434604,2.0463192,0.5415613,-2.106124,-0.26810887,-2.3446484,-0.39231113,0.51952666,-2.5968053,-1.3664792,-2.0488937,-4.8471785,3.044002,-9.315198,2.6195424,-7.8767815,-0.68346596,-3.9562523,-2.2811337,-4.2019677,2.8281956,1.2325411,-0.15201053,3.4730606,-0.8575372,-3.4096282,-0.36122307,-2.5925562,-4.6543527,-2.6964912,-1.9018865,1.6465518,-2.3097606,1.2884873,-1.5685955,2.2996023,-1.2480011,3.3502114,-1.3756809,1.0547576,-1.3833534,2.3041432,2.7945232,3.2196438,0.40905946,6.014966,-0.7989324,1.0237478,-1.8537847,0.569438,-0.59546363,-1.7406602,-3.9409225,-0.3945113,2.9233918,-1.927472,-1.2577027,2.2521834,1.6527127,-2.8558085,-0.99955875,0.3751118,-0.8187446
c0-6,9.119294,-6.7625113,9.636017,-3.416551,8.022509,-3.0026388,12.995893,1.6081268,8.877878,1.6535888,13.239544,0.9278075,7.150219,-3.2963943,7.548614,-2.5196333,12.437107,2.286004,12.69142,1.2761339,6.8031487,-2.6377604,5.925283,-0.70937157,13.175789,2.3873224,-1.480104,-6.4764047,7.2101536,0.3030745,0.7039132,-7.545006,-4.850004,11.98305,4.5604854,-7.7014813,-4.5034895,7.2217174,3.2543287,0.106611095,-0.5465667,-0.5621712,0.02016687,-0.22539954,-4.3912363,-2.478717,2.8011923,-4.744191,1.2169683,4.063405,1.808081,1.7826346,7.1452794,3.1855905,7.144813,0.6511839,3.298237,-2.5409076,6.478778,-2.3071785,5.802013,2.2283583,-0.14979479,1.3908368,-3.278556,-0.8250299,-4.281095,0.8523937,-1.0154303,-2.890553,-2.2281811,-0.25271985,-1.3741994,-0.60058916,0.37511435,1.1118215,-2.4711068,0.12388965,-1.3825738,1.8373127,-0.9349159,-0.6256039,0.7430456,-0.110933825,-1.9126216,1.0738927,-3.447217,0.3334328,-0.51117957,-0.94268686,-2.2308497,3.666572,-0.26347432,-1.1358875,3.5487473,1.5137573,-1.6713876,-0.04508644,1.8263221,0.017563807
c0-7,10.345938,-2.5399082,9.819855,0.31864277,4.1167436,-2.8357584,14.354351,-1.2316139,7.8531404,-1.0118043,14.487962,-1.3032936,9.973029,-3.2823625,7.8232584,0.23719591,14.880578,1.5879334,13.692797,-0.55202514,8.249146,-0.6617349,6.515929,-3.0680325,11.67206,0.33157507,0.83844995,-7.9592924,9.5377445,-0.5095041,-0.91530514,-9.23207,-4.0025897,9.927251,4.6612115,-4.616643,-5.8713927,9.2006035,1.2678066,1.0822921,-3.4732852,0.40664992,-3.1101592,0.40137678,0.9098246,-2.3601375,-1.5548841,-1.938009,-5.5332403,2.7450001,-9.063129,2.7171557,-7.4767747,-0.389914,-3.9448926,-3.1892648,-3.8175182,3.075672,0.85269475,-0.5503299,3.3735323,-0.7939715,-3.9472468,0.8935387,-0.47041243,-3.94376,-1.1690853,-1.5850937,3.4122212,-2.617171,3.1899889,-0.8299537,3.8607993,-2.6146033,4.4842944,-1.091623,1.9166402,-1.8676071,4.056711,1.6149523,4.19738,0.34094125,5.70922,-1.3456091,0.51837087,-2.2367182,0.25724733,-0.49489537,-2.357406,-3.1557074,-0.20559445,4.1441116,-2.0009675,-0.83045655,1.6755079,2.0293512,-3.4401486,-0.45517778,0.0036239887,-0.4669798
c0-8,8.697804,-7.0908885,9.574926,-3.8109753,7.88599,-2.8769379,13.362957,1.3513335,8.341078,1.8068904,13.391693,1.1345254,6.9730163,-3.0049965,8.135686,-2.2670689,12.858198,2.7269623,13.159979,0.95981365,6.5473,-1.9209824,6.3555517,-1.017867,12.177144,2.3285291,-1.1503615,-7.127656,7.4673443,-0.06674789,1.1089078,-8.258403,-5.2567625,11.546987,4.4471464,-6.544751,-5.1732807,7.349129,3.2600121,0.12701641,-1.1746638,-0.3279696,-0.1632158,-0.5859251,-2.1747034,-3.0831168,1.6068897,-3.1960723,0.36540756,3.9244912,0.89296335,1.6631358,6.5494695,3.0408049,6.41981,-0.28513592,1.786291,-2.0476549,5.40005,-0.6970188,4.843591,1.7180674,-2.2909195,2.093235,-1.7538719,-2.6368778,-2.727286,-1.0024713,0.21594213,-2.6691365,-0.92854947,-0.647598,-0.335325,-0.50409293,1.013512,0.54833025,-1.4309428,-0.37266672,0.020910619,1.7358059,-0.88147867,-1.0265831,1.1149259,-0.1881186,-1.3999959,0.72157997,-3.4270692,0.33498722,-0.036497273,-1.3130158,-3.1664615,3.8989956,0.016066782,-1.152894,3.8355675,1.7698189,-1.2254286,-0.52080435,2.2475023,-0.9685561
c0-9,8.874574,-7.6978602,9.569037,-4.0044274,7.9794903,-3.2725894,13.215951,1.6775969,9.152391,2.2626538,13.126787,1.3044683,7.0375547,-2.5632336,7.8701034,-2.2747483,12.8456135,1.9924812,12.130899,0.83796144,6.475069,-2.299704,5.5812254,-1.2722524,12.28813,2.3783898,-1.0932397,-6.4710436,7.667821,0.9223484,1.0996653,-7.9983325,-4.4809914,11.571607,4.8380723,-6.526079,-5.0624385,7.794545,3.472029,0.6333636,-0.5438812,0.4987669,-0.53994584,-1.130671,-1.7171131,-2.8298857,1.0276526,-3.782016,0.13418402,4.3954506,1.3589193,0.67251045,-6.455487,-0.7555889,6.0375338,1.6176761,3.338487,-1.9177797,7.438758,-0.9234486,6.4731207,1.8108236,-0.60670656,0.39187166,-2.162324,-0.87307745,-3.8895323,-1.4515909,0.7348846,-3.3124428,-0.1292138,-1.2907629,-0.06932585,-1.5391027,0.7785147,-0.31429568,-2.0551353,-0.74034476,0.5849306,1.8168157,0.047841463,-0.9076694,4.387174,-0.6654795,-0.010215273,-0.8038519,-0.8537683,0.13630122,-0.3059241,-1.2739631,-2.7633946,3.665291,0.38297457,-0.9192142,4.055344,1.9262493,-1.0754987,-0.8728751,2.0648875,-1.5583503
