id,t0d0,t0d1,t1d0,t1d1,t2d0,t2d1,t3d0,t3d1,t4d0,t4d1,t5d0,t5d1,t6d0,t6d1,t7d0,t7d1,t8d0,t8d1,t9d0,t9d1,t10d0,t10d1,t11d0,t11d1,t12d0,t12d1,t13d0,t13d1,t14d0,t14d1,t15d0,t15d1,t16d0,t16d1,t17d0,t17d1,t18d0,t18d1,t19d0,t19d1,t20d0,t20d1,t21d0,t21d1,t22d0,t22d1,t23d0,t23d1,t24d0,t24d1,t25d0,t25d1,t26d0,t26d1,t27d0,t27d1,t28d0,t28d1,t29d0,t29d1,t30d0,t30d1,t31d0,t31d1,t32d0,t32d1,t33d0,t33d1,t34d0,t34d1,t35d0,t35d1,t36d0,t36d1,t37d0,t37d1,t38d0,t38d1,t39d0,t39d1,t40d0,t40d1,t41d0,t41d1,t42d0,t42d1,t43d0,t43d1,t44d0,t44d1,t45d0,t45d1,t46d0,t46d1,t47d0,t47d1,t48d0,t48d1,t49d0,t49d1
c0-0,11.788954,15.77319,6.6547813,15.7331505,8.655642,19.557442,7.9246387,18.369549,7.9207773,19.388765,9.705565,17.245375,3.0688572,14.103306,4.937828,17.92581,4.0711136,14.521906,4.6220493,16.532919,4.143429,16.765953,2.0733008,13.458234,4.031905,14.191181,6.823385,4.6335325,0.4314375,7.943618,0.6931367,9.580927,-0.31511974,7.9176316,3.7177932,4.684679,-2.3614469,3.2237873,-0.6045059,2.581395,-1.2823708,4.1755,1.2516241,0.11667657,1.3209789,0.97692966,-3.4520414,-0.32737404,-2.268962,0.25055766,-2.6615078,-0.36513007,-2.9282742,-0.40456092,-2.1201496,0.96892583,-0.45902348,1.3904277,0.7826313,4.621892,0.39657903,1.9815991,1.9300306,3.9694457,3.1485736,3.007772,1.6584461,5.2833767,2.4081774,4.9506025,1.8591442,1.541625,0.5892205,1.1142566,1.276701,-0.4916209,0.034568936,-0.3815762,0.8356659,-0.76786095,0.46997538,0.07690762,1.0280575,0.86631525,0.92242694,0.48012787,0.710104,1.2607456,1.7505614,0.9996963,-1.8279567,1.951344,-0.059778124,-0.19734597,1.3808061,-0.000982821,-1.7002116,-0.0068454742,1.0279365,0.7728652
c0-1,20.157438,27.574415,7.1872387,19.589811,6.9165516,18.723635,5.7998323,21.03465,6.1746273,19.05075,3.224217,19.65089,1.8767252,19.697075,3.3005524,18.762383,4.2910542,17.814266,1.9163344,17.365211,4.3577003,13.249953,1.9484038,10.743363,0.57388717,7.080097,-3.6923933,2.641079,0.9552182,5.1803913,0.39502293,7.3847265,2.8654425,6.375823,-0.27041924,6.00607,-1.7762116,2.9154038,-2.6260562,3.3823266,-2.0250053,0.31459665,-1.6815821,-0.40824056,-3.2464359,-0.16738129,-4.6580114,0.88254416,-5.3353825,2.400994,-1.3548412,3.2834866,-3.2364511,6.411744,-2.7368765,5.551568,-6.0704765,7.668048,-4.1358547,5.914728,-3.8531976,5.431406,-4.691052,5.919641,-4.183545,6.1105933,-3.5069373,6.7730966,-0.5013541,7.658394,-2.1636574,5.6732907,0.34442675,6.47813,0.73172593,5.8672338,-0.85863256,5.3315053,-0.59047127,5.3749447,-0.54480004,5.969169,1.0844512,4.6269503,-3.2647567,4.8647046,-1.7172427,4.854361,-2.4118338,4.873976,-1.7083211,5.1797075,-1.2594963,3.5923767,-1.0273824,3.1004164,-1.4612193,3.6086135,0.32927,2.4605174
c0-2,5.355816,22.2859,7.904108,23.17578,8.0936365,19.471529,7.444338,15.813606,7.363411,19.103483,6.6509647,20.242235,5.7707677,11.492104,8.588311,16.408875,6.215003,16.071308,4.5284863,17.154272,5.297664,13.910334,5.180563,10.069362,7.3210883,12.962149,10.614816,5.5405607,5.0409427,6.175995,1.9410691,7.2683125,2.9729042,7.473797,4.013986,4.3882074,1.7623193,3.8302631,1.6864346,1.7759316,1.6454937,-0.30612636,1.8142153,-1.2992213,2.1596007,0.12203121,2.3065755,-0.26100838,3.7837152,-2.083727,3.6610274,-4.6616054,1.2598618,-2.3928638,2.2633233,-2.9435334,1.9190671,-4.08172,1.7194638,-4.804415,2.9722626,-4.3541408,0.84918916,-4.091078,-0.31209657,-4.680287,5.780942,-0.7811771,6.201868,0.5605334,5.4521213,0.13034606,5.084311,-0.21731281,3.5499775,-0.9607539,2.8773296,-3.5070143,0.7465298,-1.8028941,0.53225577,-3.085144,1.9160478,-1.3670541,-0.902713,-2.0397763,-1.3882599,-1.8195477,0.56726086,-1.4643466,2.1115818,-0.9609976,0.16260862,-0.5195604,-0.01899612,-1.7121475,0.48110676,-2.0447562,0.9987488,0.39238524
c0-3,17.900318,20.89919,8.883713,16.340624,6.9876995,18.955034,7.3227687,17.928514,5.8543615,18.371738,6.700403,19.729641,7.475274,11.49519,5.582721,19.569727,6.343963,17.2186,5.0964193,16.370499,4.7011194,14.934882,5.0013733,8.8644285,3.3122258,15.700238,5.068099,14.269802,3.2807708,12.110836,2.60613,10.130943,0.8249054,8.459739,0.81998205,9.87973,0.055634737,3.2816682,2.355072,2.2224865,2.2993214,3.1991673,-0.5375707,1.2521803,-1.4852072,-0.5148631,-1.5298784,0.57981837,-1.6042306,2.1112466,-1.223075,2.8927836,-1.547447,3.6684885,-0.030672789,3.48415,0.11546123,2.0431259,-0.8446672,-1.6124938,-4.636404,-4.0222054,-2.456426,-2.2729988,-0.06477952,3.344503,0.003717482,3.7867537,-0.5651724,4.180065,-1.6760216,-0.0026246011,-2.500883,0.80660754,-4.214011,-1.2405057,-4.494423,0.31102097,-4.0348377,0.4425173,-3.6002805,1.7966154,-3.1556938,0.62598705,-2.4606705,1.9571011,-2.8090959,3.4473696,-2.3180268,2.272725,-1.7789607,0.8121486,-1.2423692,0.21492064,1.3249084,1.9535062,1.9383186,0.046272755,-0.32304907,0.6059749
c0-4,3.6541533,22.934153,3.2085028,16.892002,6.182164,16.8844,6.835847,18.51352,6.429895,18.343779,5.964187,17.117401,4.9014616,17.305725,6.27269,16.168217,4.1271176,12.551838,6.873504,13.017738,2.966484,16.12412,3.8168302,11.668691,1.1676967,15.333637,-3.6608937,13.673727,2.3333898,6.6455297,1.720338,8.362551,1.5319161,5.5122795,3.2499003,7.325363,1.0313711,2.8232524,-0.47980344,0.036170006,1.7683622,1.8100436,0.47332752,2.9157035,-0.098685935,2.0706434,0.14568757,2.1968513,-1.3399254,2.7824259,-1.5198262,3.6578429,-0.38126215,4.602515,0.059411943,3.907981,0.6571293,3.734251,0.25505626,4.285127,1.17786,4.174709,1.7325205,5.36483,1.5021685,6.472664,1.74161,6.219448,1.8002872,6.768878,1.8128834,3.011816,2.2857924,3.61047,2.3235602,3.3378398,1.9899732,3.4680412,1.3615103,3.859208,2.0651464,3.139533,3.7719724,3.4027596,3.0624313,2.6554215,2.3778098,2.1511383,0.8431487,0.63365406,0.26258862,0.3325343,2.4985938,1.706528,1.880553,0.31902575,3.8235252,2.335984,-3.8312387,-0.034055054
c0-5,11.441415,12.079626,7.590568,23.417439,9.513173,18.884418,5.652631,17.323332,7.265227,18.255537,8.965938,16.01574,7.654825,14.888374,8.706901,14.201408,8.0834465,12.768551,9.12302,14.61513,6.4613895,15.9241905,9.789884,15.604672,5.0843105,10.316477,4.247814,11.150389,5.4485655,10.08173,4.8955874,10.054322,3.6720738,5.8284597,2.1344771,-0.70143986,3.3264692,1.8021748,2.6461432,-1.5151163,3.5068402,0.18367255,3.1991584,-2.0381818,3.138001,-2.356647,4.507466,-3.5004337,3.8000245,-4.987753,8.124933,-0.24341759,8.714313,-0.60819745,7.8188157,0.12836725,7.89633,0.2969661,7.1716194,0.6015825,7.6661053,-0.766104,7.5250406,0.7805101,6.5721564,1.0162234,5.583395,0.0071623325,5.7740555,-1.321554,5.4005556,-0.84835243,5.1928754,-0.86405635,5.5884686,-2.8325014,5.3450584,-1.3663628,5.4954815,-2.2265472,5.2072706,-2.8610985,1.324712,-1.5010729,0.4093434,-3.7688675,3.2827063,-5.007411,-0.5548438,-3.6992579,-2.668888,-6.3682346,-1.278543,-2.4779434,-2.027524,-3.69004,-0.81224144,-3.9274979,-1.2988778,-2.99077
c0-6,13.92092,23.269615,6.886177,17.825172,6.410734,19.62582,6.485383,18.994198,7.1291523,17.213184,5.9979744,15.9921875,9.765339,22.55901,5.584981,13.536694,4.644286,16.238869,4.258013,16.06949,4.333828,14.6137295,3.655523,14.33519,-0.9176183,14.277443,0.11564779,8.791073,0.76496565,8.373354,-0.8628087,9.636293,0.19201207,9.109991,0.62517077,5.7398973,0.24424201,3.920176,-1.6959414,4.692351,-0.9224854,4.4204397,-2.23581,4.852635,-3.1860054,4.59076,-4.090269,5.1056113,-5.295687,5.6044893,-3.190145,4.55135,-4.392511,5.1952324,-2.93496,5.0642953,-3.1696649,4.2683153,-1.2169468,4.713297,-0.10833883,4.804,-0.049833387,5.5425644,-2.8226511,6.3286824,-0.62344164,4.3628592,0.766942,3.0329413,-0.9694065,3.1976995,0.4613377,3.284482,-0.2732001,3.1475036,-0.8388314,3.1613116,-1.9903326,2.7661242,0.32765406,2.0469494,-1.6286268,4.2325244,-2.149036,1.435667,-2.4739075,2.0953786,-2.071857,1.0759214,-2.5303202,0.7256031,-2.234054,-0.03748867,-1.5416138,-0.023082927,-0.9583163,-1.325166,-0.40661883,-1.0921205
c0-7,14.860562,19.182138,11.401171,18.167082,9.688465,19.37261,7.966009,19.065434,8.224478,18.514814,6.942836,11.411058,11.799625,19.394348,4.860471,15.184049,7.878154,14.982435,6.824758,16.59193,6.2728167,12.659766,11.185673,11.83947,11.430315,15.134947,10.406094,11.302782,6.6153197,8.480356,4.4001307,7.1445546,4.5078926,3.4478178,4.550306,2.203187,6.376405,0.20641133,6.689206,-1.2111744,5.8507957,-1.6823449,5.7728767,-3.9081235,7.9433956,-1.347203,9.849615,-0.69477403,10.575319,-0.8805143,10.771864,-1.6923442,10.500987,0.17721754,9.27846,-0.59076667,8.333965,-1.28635,8.494426,-0.26695925,4.981636,-3.4285326,5.4289255,-3.7244377,5.818536,-1.4350657,5.91432,-3.8273287,4.9693704,-6.409568,6.8623185,-5.673858,6.673945,-4.621248,7.2106495,-6.065783,6.6007805,-6.18738,6.7461066,-5.3448443,4.0006523,-5.700364,5.3150887,-5.718543,4.9566474,-4.637925,4.1230593,-5.8701015,4.1374717,-5.7070236,1.484089,-5.753625,1.5819776,-6.1600523,1.269476,-4.755686,1.0170785,-5.356669,1.3649335,-5.1825547
c0-8,13.456685,20.863482,6.929291,18.757477,6.445451,21.47744,8.591965,18.753757,7.020309,18.007046,7.071719,20.819277,4.417869,13.139198,7.31593,14.733658,3.978798,14.687635,1.832006,12.632486,3.390797,14.616711,3.446834,16.184479,4.428669,7.9372234,-1.1032872,6.265956,3.4305792,9.139352,3.0176604,8.067683,2.0819693,5.6006284,-0.17730856,1.312387,0.011335492,2.2096682,-0.62575436,1.1438916,-0.6915567,0.5272771,1.0058224,3.1318839,-0.13881105,3.1969664,-1.7874578,2.530507,-2.2895157,1.4789834,-2.4620652,0.8364463,-1.8104143,-0.15590632,-2.367412,-0.65050983,-2.0308552,-2.4798825,-0.15232098,-3.9564917,-1.708086,-4.4516964,-0.10545337,-4.4203744,3.227302,1.1775732,4.528908,3.1745257,4.002275,3.09425,3.5044968,2.0568266,2.1945956,1.7158922,1.4337466,1.6480367,1.5208131,1.3594122,1.5384564,1.1539893,1.3261851,1.7430887,-0.29972392,2.9984665,0.75464666,2.6460385,1.265935,2.8419664,0.69872427,2.4060242,0.07954585,2.176795,0.5795766,1.329864,1.0698678,0.88155407,0.7686332,0.45288014,-0.101839066,1.2338464
c0-9,1.2369437,11.70937,5.9654827,17.082844,7.952755,19.522966,5.873275,20.373466,7.064358,19.429129,3.1707134,19.004845,4.1460924,22.511034,5.2400875,14.040595,6.604294,18.637117,7.338403,16.185661,2.651407,14.551322,5.0509977,14.3255625,1.9060183,16.838203,7.5728664,-0.43070507,0.12645292,8.823637,1.5893532,6.6196136,2.0582361,1.9204893,2.273368,4.2230053,1.6527721,1.9923656,0.71438897,-0.97805643,1.7601546,1.8466194,-1.3367999,-0.3819703,-0.695516,-0.8926444,-0.5843642,-0.950216,-2.229144,-0.2816491,-1.0462468,-1.6322062,-0.7171616,-2.9909868,-0.8809258,-2.4344738,-2.1184886,-2.771594,-2.4513435,-2.9964585,-2.9283261,-1.8682244,-2.6743593,-2.624453,-2.6672993,-3.4437518,-2.1790676,-2.8617814,-2.8088598,-2.6352837,-3.5889132,-1.3985898,-2.3930798,-1.1303546,-3.439537,-2.8941085,-2.3412004,-1.6259,-2.6253428,-1.2110832,-2.1478,-0.7513679,-2.1510463,-0.48690653,-1.372992,-0.13869712,-1.9615685,0.26259333,-1.3531914,0.7926792,-1.5325139,1.3288667,-0.84485686,-0.8562101,0.6984867,-0.13649136,-0.49651235,0.99963367,0.19654751,0.18484092
