id,t0d0,t0d1,t1d0,t1d1,t2d0,t2d1,t3d0,t3d1,t4d0,t4d1,t5d0,t5d1,t6d0,t6d1,t7d0,t7d1,t8d0,t8d1,t9d0,t9d1,t10d0,t10d1,t11d0,t11d1,t12d0,t12d1,t13d0,t13d1,t14d0,t14d1,t15d0,t15d1,t16d0,t16d1,t17d0,t17d1,t18d0,t18d1,t19d0,t19d1,t20d0,t20d1,t21d0,t21d1,t22d0,t22d1,t23d0,t23d1,t24d0,t24d1,t25d0,t25d1,t26d0,t26d1,t27d0,t27d1,t28d0,t28d1,t29d0,t29d1,t30d0,t30d1,t31d0,t31d1,t32d0,t32d1,t33d0,t33d1,t34d0,t34d1,t35d0,t35d1,t36d0,t36d1,t37d0,t37d1,t38d0,t38d1,t39d0,t39d1,t40d0,t40d1,t41d0,t41d1,t42d0,t42d1,t43d0,t43d1,t44d0,t44d1,t45d0,t45d1,t46d0,t46d1,t47d0,t47d1,t48d0,t48d1,t49d0,t49d1,t50d0,t50d1,t51d0,t51d1,t52d0,t52d1,t53d0,t53d1,t54d0,t54d1,t55d0,t55d1,t56d0,t56d1,t57d0,t57d1,t58d0,t58d1,t59d0,t59d1,t60d0,t60d1,t61d0,t61d1,t62d0,t62d1,t63d0,t63d1,t64d0,t64d1,t65d0,t65d1,t66d0,t66d1,t67d0,t67d1,t68d0,t68d1,t69d0,t69d1,t70d0,t70d1,t71d0,t71d1,t72d0,t72d1,t73d0,t73d1,t74d0,t74d1,t75d0,t75d1,t76d0,t76d1,t77d0,t77d1,t78d0,t78d1,t79d0,t79d1,t80d0,t80d1,t81d0,t81d1,t82d0,t82d1,t83d0,t83d1,t84d0,t84d1,t85d0,t85d1,t86d0,t86d1,t87d0,t87d1,t88d0,t88d1,t89d0,t89d1,t90d0,t90d1,t91d0,t91d1,t92d0,t92d1,t93d0,t93d1,t94d0,t94d1,t95d0,t95d1,t96d0,t96d1,t97d0,t97d1
bubble-0,-64.418884,-15.613716,-64.406334,-15.542197,-64.38458,-15.423823,-64.35444,-15.240261,-64.30695,-15.000028,-64.27158,-14.774741,-64.23386,-14.5608835,-64.19905,-14.356423,-64.161934,-14.129918,-64.12567,-13.930974,-64.101456,-13.788638,-64.04871,-13.57616,-63.979267,-13.265052,-63.910088,-13.006,-63.84238,-12.769804,-63.80577,-12.629004,-63.722206,-12.336307,-63.639877,-12.054511,-63.558186,-11.770238,-63.514175,-11.612726,-63.438255,-11.338816,-63.353024,-11.024578,-63.295166,-10.804258,-63.229237,-10.579598,-63.140293,-10.265524,-63.073227,-10.039067,-63.004784,-9.795124,-62.916424,-9.453844,-62.822098,-9.14945,-62.74899,-8.891192,-62.64662,-8.547091,-62.549194,-8.229125,-62.44889,-7.9300795,-62.33987,-7.6142077,-62.205814,-7.2029533,-62.071655,-6.8022647,-61.98503,-6.5533442,-61.80859,-6.0282273,-61.659004,-5.6042056,-61.53796,-5.277865,-61.400364,-4.913406,-61.232285,-4.4990315,-61.073807,-4.125246,-60.894115,-3.7158332,-60.668938,-3.2297826,-60.461903,-2.8127384,-60.264362,-2.440935,-59.986588,-1.9114939,-59.736244,-1.4564267,-59.55621,-1.1421101,-59.259495,-0.6301486,-59.007706,-0.2091728,-58.78127,0.14492743,-58.42385,0.6987161,-58.11328,1.1699414,-57.86129,1.5301971,-57.46724,2.069816,-57.135696,2.513488,-56.847366,2.86949,-54.837643,6.410085,-54.49864,6.895046,-54.174946,7.3187833,-53.730736,7.831862,-53.20041,8.352326,-52.62862,8.85818,-52.189228,9.274568,-51.331852,10.144673,-50.841927,10.663551,-50.365025,11.19545,-49.945484,11.683292,-49.613,12.079491,-45.569817,17.108212,-45.215244,17.506802,-44.7045,18.01473,-44.17766,18.475014,-43.731655,18.824175,-40.05088,20.585299,-39.25757,21.107426,-37.999504,21.8701,-36.61485,22.769152,-34.972855,23.920122,-33.936295,24.683517,-32.82093,25.466043,-31.235235,26.453476,-29.886175,27.395834,-28.091375,28.740643,-26.29233,29.993969,-24.411531,31.29977,-22.646078,32.410336,-20.791601,33.884003,-18.916582,35.701836,-17.142605,37.755825,-15.112896,40.10865,-12.457319,41.475533,-9.088513,43.407146,-6.1413097,44.55788,-0.86299026,47.772907,4.2721314,47.783707
bubble-1,-69.96135,-13.064728,-69.93228,-13.007327,-69.88131,-12.911669,-69.79094,-12.764177,-69.749794,-12.662411,-69.65036,-12.455077,-69.53767,-12.222919,-69.44405,-12.066999,-69.348274,-11.905402,-69.24505,-11.72621,-69.17243,-11.603088,-69.0303,-11.3508,-68.869026,-11.088294,-68.79442,-10.961909,-68.63213,-10.69336,-68.47443,-10.436863,-68.40726,-10.323448,-68.23275,-10.074742,-68.05779,-9.813949,-67.96742,-9.680418,-67.78794,-9.426043,-67.60964,-9.16463,-67.51482,-9.026368,-67.30708,-8.7264805,-67.21197,-8.592967,-67.00269,-8.2934,-66.756676,-7.950329,-66.541405,-7.6422195,-66.43327,-7.484221,-66.183685,-7.1351676,-65.946175,-6.797058,-65.84803,-6.644796,-65.593,-6.2768397,-65.343056,-5.9025884,-65.20299,-5.6940646,-64.99647,-5.3802614,-64.73142,-4.989452,-64.49808,-4.6356616,-64.367424,-4.4280863,-64.10173,-4.0232477,-63.84132,-3.6197546,-63.69628,-3.3902493,-63.37245,-2.8939774,-63.050304,-2.4129214,-62.84748,-2.1142704,-62.557865,-1.697258,-62.166084,-1.1652974,-61.852165,-0.7456384,-61.6209,-0.43843386,-61.210655,0.04276316,-60.886135,0.41863453,-60.60464,0.7322633,-60.094334,1.2533886,-59.69165,1.6592103,-59.31883,2.0226016,-58.69531,2.58586,-58.0986,3.1304073,-57.51423,3.6096065,-56.714573,4.2045383,-56.043266,4.800028,-55.64377,5.1707444,-53.573475,6.7991004,-53.03919,7.292923,-52.696987,7.616923,-52.20635,8.113476,-51.629204,8.755896,-51.134644,9.308952,-50.735706,9.754351,-50.11483,10.453299,-49.65193,11.019771,-49.37615,11.404,-49.09918,11.812392,-45.27659,16.837751,-44.841805,17.315042,-44.37934,17.785439,-43.885586,18.282368,-43.41715,18.7427,-40.078037,20.502682,-39.153286,21.164576,-37.830456,22.049377,-36.401535,23.031519,-34.84175,24.239964,-33.62055,25.177605,-32.09937,26.2413,-30.489485,27.285065,-28.732851,28.614374,-26.983158,29.92646,-24.94844,31.41413,-22.912766,32.750076,-21.036089,34.34332,-19.232561,36.039547,-17.176624,37.70534,-14.988349,39.771175,-12.705845,40.996307,-9.076109,43.02196,-6.1070976,44.375984,-0.846932,47.318176,4.193169,47.41637
bubble-2,-81.52188,-2.7252045,-81.45634,-2.7020361,-81.2738,-2.6327908,-81.132256,-2.574408,-80.96772,-2.505161,-80.796104,-2.4312575,-80.626396,-2.351883,-80.45933,-2.2743316,-80.23686,-2.1688461,-80.01637,-2.0644872,-79.814255,-1.9691652,-79.59128,-1.8601145,-79.36383,-1.7490603,-79.12754,-1.6331639,-78.91345,-1.5343419,-78.6963,-1.4307631,-78.53632,-1.3521293,-78.333565,-1.251952,-78.08123,-1.1280042,-77.86352,-1.0200933,-77.59407,-0.88509387,-77.33358,-0.75795954,-77.07036,-0.6228655,-76.88166,-0.5221292,-76.67656,-0.40583047,-76.45245,-0.2740037,-76.18512,-0.11567663,-75.90773,0.053161576,-75.671295,0.19738667,-75.43184,0.34136117,-75.215744,0.47970787,-74.84628,0.71020275,-74.59515,0.8644411,-74.37658,1.008046,-74.0399,1.2348195,-73.740074,1.4357463,-73.46047,1.6414827,-73.21355,1.8256766,-72.90232,2.063726,-72.61237,2.2978797,-72.37991,2.4909601,-72.03199,2.7677913,-71.725525,3.0243723,-71.47606,3.236189,-71.16097,3.493938,-70.822075,3.7954977,-70.5818,4.0205474,-70.32348,4.2729692,-70.072014,4.541903,-69.884834,4.7532763,-61.51197,10.968747,-61.27216,11.071898,-60.953007,11.20481,-60.529068,11.365003,-60.197994,11.491074,-59.620552,11.687904,-58.95437,11.878881,-58.392834,12.054682,-57.713684,12.3161745,-56.873386,12.736856,-56.231144,13.10419,-55.69321,13.448798,-54.927265,13.95283,-54.31662,14.347923,-53.76261,14.732,-52.847363,15.415081,-52.18684,15.896858,-51.736366,16.249195,-50.891323,16.969303,-49.949814,17.811316,-49.21864,18.455278,-48.73555,18.881083,-44.608395,21.769026,-43.661892,22.075981,-42.67445,22.507998,-41.75391,23.006794,-40.93265,23.484741,-39.705482,24.209564,-38.03804,25.256596,-36.740887,25.937572,-35.429893,26.707256,-33.7113,27.531063,-32.316605,28.264368,-30.832458,29.05117,-29.725534,29.713293,-27.805916,30.956795,-26.288322,31.874392,-23.975336,33.270737,-22.261421,34.243446,-20.179178,35.471134,-17.875338,36.713367,-16.193432,38.2412,-14.130534,39.94529,-11.3138895,41.71095,-8.154704,43.258293,-5.1014585,44.631252,-0.20482583,47.30524,3.9877856,47.227524
bubble-3,-77.73336,-11.08093,-77.715706,-10.986905,-77.698105,-10.886748,-77.671616,-10.711758,-77.63867,-10.527922,-77.59474,-10.3119955,-77.55606,-10.122076,-77.50896,-9.91359,-77.454384,-9.707641,-77.40578,-9.538316,-77.323425,-9.283852,-77.22714,-9.024628,-77.139244,-8.7877245,-77.05705,-8.572843,-76.98068,-8.400365,-76.85532,-8.109921,-76.7346,-7.8526616,-76.62529,-7.62923,-76.5139,-7.4006047,-76.37275,-7.1452875,-76.25111,-6.9262156,-76.13213,-6.715249,-75.95837,-6.4336004,-75.81675,-6.20317,-75.69638,-6.009278,-75.50006,-5.710956,-75.32915,-5.454578,-75.2062,-5.2516274,-74.994385,-4.92171,-74.785034,-4.5966754,-74.66278,-4.4096217,-74.436356,-4.0757856,-74.201904,-3.7282677,-74.0021,-3.4428408,-73.81851,-3.1779075,-73.55305,-2.8085282,-73.27887,-2.4303014,-73.09838,-2.196646,-72.84606,-1.8800297,-72.5855,-1.520311,-72.40049,-1.2768878,-72.13744,-0.92866904,-71.84822,-0.567802,-71.596825,-0.26018384,-71.3559,0.032238044,-71.06676,0.38067317,-70.839645,0.6552419,-70.586075,0.9613141,-70.2735,1.2972018,-70.01342,1.5777419,-69.7556,1.8612543,-69.46286,2.1978102,-69.25832,2.438496,-69.01873,2.7430656,-68.79263,3.0175476,-68.619225,3.226753,-61.85412,8.901513,-61.55618,9.121571,-61.288113,9.300158,-60.87598,9.522184,-60.3867,9.760943,-59.915302,9.995248,-59.191223,10.348267,-58.459087,10.701009,-57.853897,10.991341,-57.263393,11.300311,-56.300476,11.877002,-55.521378,12.37651,-54.833473,12.846316,-54.190174,13.304654,-53.140713,14.102652,-52.24518,14.716891,-51.492405,15.300072,-50.780415,15.954119,-49.63987,17.028624,-48.819008,17.792059,-48.12132,18.428946,-44.180843,20.89609,-43.451794,21.235273,-41.70567,22.174585,-40.52538,22.869585,-38.8335,24.063051,-37.272327,25.093594,-35.26074,26.159048,-33.224396,27.18678,-31.679693,27.98831,-29.881895,29.010138,-27.96799,30.337969,-26.12566,31.56179,-23.812193,32.966187,-21.984138,34.089935,-19.772882,35.5967,-17.45155,37.002064,-14.752593,39.49632,-11.684285,41.498764,-8.189284,43.22716,-4.886719,44.76128,1.392272,47.061752
bubble-4,-92.62589,-1.7683207,-92.55713,-1.7757906,-92.417915,-1.7794802,-92.26703,-1.7857568,-92.02379,-1.78001,-91.84316,-1.7602824,-91.701645,-1.7275616,-91.52904,-1.7050378,-91.33673,-1.6618103,-91.15615,-1.5996317,-90.998085,-1.5232339,-90.85452,-1.4045542,-90.69182,-1.2785422,-90.577675,-1.1542811,-90.435814,-1.0485977,-90.33119,-0.94885147,-90.18497,-0.8516664,-90.0258,-0.73941904,-89.86061,-0.62690794,-89.726295,-0.5412092,-89.56734,-0.43039176,-89.39691,-0.319932,-89.18857,-0.18362917,-88.975555,-0.040747613,-88.77865,0.08268493,-88.56667,0.21514872,-88.4176,0.31301096,-88.154564,0.47775093,-87.90064,0.6478293,-87.70605,0.77555794,-87.53046,0.8945442,-87.248665,1.0698994,-86.96776,1.2436781,-86.80213,1.3519645,-86.52685,1.52613,-86.29327,1.6741099,-86.13512,1.7761827,-85.879585,1.9323615,-85.7477,2.0133622,-85.46252,2.181612,-85.18379,2.344113,-85.04376,2.4254096,-84.72195,2.6037505,-84.44656,2.745895,-84.3207,2.8122892,-84.0926,2.9092114,-61.272686,5.43736,-61.132565,5.518116,-60.956154,5.6249037,-60.647617,5.810432,-60.40463,5.9841433,-60.201023,6.1186996,-59.865444,6.33362,-59.514378,6.562525,-59.247093,6.725295,-58.963074,6.8906317,-58.59583,7.1044955,-58.286182,7.2865973,-57.935955,7.491607,-57.613853,7.687402,-57.305798,7.8799415,-57.057777,8.040736,-56.82634,8.199194,-49.547413,14.26576,-49.342865,14.433988,-49.135067,14.617988,-48.937176,14.805952,-48.59848,15.126438,-48.268955,15.455095,-47.9681,15.755146,-47.60452,16.115585,-47.205685,16.47596,-46.910088,16.72552,-42.53799,20.13982,-42.168156,20.369091,-41.684967,20.644468,-41.269924,20.89681,-37.51083,23.202488,-36.60217,23.93277,-35.73901,24.67221,-34.236164,25.739994,-32.541626,26.661709,-31.044975,27.451483,-29.495857,28.29603,-28.032804,29.483158,-26.207212,30.753084,-24.488192,32.057266,-22.500618,33.15207,-21.01405,34.427036,-19.218714,35.987595,-17.285439,37.765385,-15.092642,39.805458,-12.948099,41.049946,-9.532066,42.882378,-7.2418585,43.923744,-5.1303186,44.95487,-0.0258588,47.258026,4.4584856,47.145294
bubble-5,-89.05828,-15.991374,-88.95641,-15.966747,-88.85459,-15.9406,-88.667625,-15.896228,-88.49874,-15.854195,-88.309425,-15.795064,-88.06258,-15.717005,-87.86075,-15.625303,-87.6584,-15.509886,-87.49692,-15.3922825,-87.34615,-15.259663,-87.23825,-15.171955,-87.06191,-14.992104,-86.93717,-14.796775,-86.84694,-14.6522045,-86.760284,-14.498556,-86.656235,-14.297576,-86.56566,-14.101805,-86.498764,-13.964807,-86.38406,-13.746153,-86.268524,-13.544656,-86.18677,-13.429854,-86.0673,-13.2073145,-85.93018,-12.993908,-85.82975,-12.847329,-85.69503,-12.61993,-85.56827,-12.415733,-85.477936,-12.285998,-85.331894,-12.050267,-85.19806,-11.840173,-85.10625,-11.699659,-84.94356,-11.459778,-84.798706,-11.238119,-84.70814,-11.099775,-84.53777,-10.866011,-84.37496,-10.647601,-84.23184,-10.454062,-84.103165,-10.283928,-83.938896,-10.074496,-83.775734,-9.8753195,-83.67468,-9.750834,-83.516846,-9.56881,-66.46563,3.456314,-66.38253,3.658821,-66.33673,3.7656498,-66.23471,3.992057,-66.09032,4.2745543,-65.932495,4.5440984,-65.79299,4.7659063,-65.60987,5.0240126,-65.360794,5.3381944,-65.15089,5.602729,-64.91462,5.8719845,-64.68698,6.1261816,-64.39612,6.4360056,-64.182365,6.671318,-63.98724,6.8867407,-59.087585,13.430209,-58.66485,13.6055,-58.29809,13.732187,-57.899197,13.8678665,-57.469135,14.033031,-56.94695,14.259758,-56.397354,14.5047,-55.76512,14.798513,-55.030155,15.161327,-54.300175,15.540096,-53.430687,16.031187,-52.593967,16.560425,-51.82698,17.03735,-50.862022,17.717066,-50.19486,18.29955,-49.56681,18.80312,-44.880146,21.156864,-43.994617,21.489523,-42.812244,21.912447,-41.38207,22.54739,-40.310005,23.132298,-38.946995,23.938488,-37.230797,24.94744,-35.57637,25.80009,-34.007946,26.578012,-32.29697,27.428589,-30.618456,28.277569,-29.046593,29.274097,-27.267199,30.438393,-25.38119,31.66172,-23.47741,32.80077,-21.744192,33.90531,-19.886147,35.333927,-17.978441,37.007553,-16.24269,38.702873,-13.804945,40.547775,-10.669666,42.24826,-7.6272798,43.77408,-5.466132,44.718105,-0.3466613,47.320908,4.370209,47.24955
bubble-6,-71.32598,23.543783,-71.4053,23.487492,-71.468834,23.402187,-71.64554,23.165766,-71.66518,22.98936,-71.61249,22.842073,-71.510994,22.710278,-71.383354,22.553707,-71.21295,22.373005,-71.05566,22.328554,-70.87031,22.251724,-70.74086,22.20231,-70.56255,22.190184,-70.35354,22.109198,-70.159225,22.0518,-70.019196,21.998693,-69.840546,21.936928,-69.605774,21.821915,-69.4502,21.746546,-69.241974,21.638708,-69.044464,21.525555,-68.88904,21.434616,-68.69863,21.32471,-68.494835,21.195805,-68.340454,21.100258,-68.11675,20.954626,-67.93786,20.83535,-67.77225,20.725716,-67.56453,20.57665,-67.39268,20.455101,-67.19309,20.316164,-66.97971,20.163877,-66.805954,20.041433,-66.60239,19.899368,-66.368256,19.739677,-66.15122,19.591345,-65.97733,19.476004,-65.76854,19.345472,-65.57054,19.224892,-65.39046,19.113834,-65.169846,18.990282,-64.993546,18.888071,-64.770546,18.767761,-64.430534,18.582552,-64.21219,18.46653,-63.957027,18.345905,-63.673496,18.216358,-63.455303,18.1179,-63.160248,17.998701,-62.887108,17.895128,-62.631374,17.800915,-62.326286,17.700129,-62.036625,17.607996,-61.73497,17.518736,-61.424793,17.44122,-61.10692,17.37332,-60.73554,17.305841,-60.383877,17.262045,-59.950348,17.223455,-59.574,17.193687,-59.191887,17.181765,-58.70579,17.189909,-58.27272,17.207163,-57.908512,17.236286,-57.398415,17.29247,-56.908768,17.366236,-56.39336,17.465506,-55.91587,17.584032,-55.372944,17.73094,-54.768322,17.920849,-54.25831,18.113514,-53.535465,18.399794,-52.967583,18.658607,-52.449955,18.922684,-51.951023,19.220884,-51.6164,19.45652,-44.042065,23.304066,-43.546776,23.436604,-42.99451,23.625484,-42.138767,23.973293,-41.143097,24.440062,-40.237812,24.917608,-37.224426,26.431189,-36.41809,26.795029,-34.555233,27.585344,-32.008686,28.919956,-30.935936,29.510025,-28.392464,31.095566,-27.088772,31.885038,-23.844654,33.84807,-22.68903,34.5302,-20.171595,36.081882,-16.455875,37.235294,-14.784743,38.934536,-11.610809,40.990166,-8.195834,42.84195,-4.710959,44.480747,1.3375053,46.97391
bubble-7,-57.6689,-16.010405,-57.691017,-15.89874,-57.71618,-15.736878,-57.73928,-15.5643425,-57.771595,-15.330826,-57.793953,-15.10318,-57.82115,-14.845197,-57.836216,-14.59458,-57.842514,-14.35882,-57.84444,-14.126167,-57.839497,-13.887563,-57.831394,-13.726096,-57.81311,-13.5081005,-57.793144,-13.198119,-57.767254,-12.911887,-57.738262,-12.626949,-57.719566,-12.449137,-57.69216,-12.237005,-57.65861,-11.944664,-57.635433,-11.749584,-57.60418,-11.521872,-57.559647,-11.227676,-57.529408,-11.017354,-57.487885,-10.765995,-57.443333,-10.448497,-57.400288,-10.176268,-57.352036,-9.879083,-57.29633,-9.491872,-57.260254,-9.253188,-57.203888,-8.8955765,-57.14404,-8.520848,-57.098778,-8.260197,-57.03382,-7.9270864,-56.985733,-7.610517,-56.950253,-7.349916,-56.88771,-6.9544744,-56.834175,-6.6314464,-56.777466,-6.3210335,-56.70358,-5.895044,-56.647427,-5.599138,-56.581818,-5.279386,-56.503895,-4.8945117,-56.44366,-4.609281,-56.33192,-4.150225,-56.236572,-3.7742364,-56.140575,-3.4249744,-55.987698,-2.877399,-55.86771,-2.4608104,-55.74556,-2.0563138,-55.551437,-1.5187305,-55.385246,-1.0554186,-55.239574,-0.6567368,-55.012363,-0.041850533,-54.820583,0.48149627,-54.657707,0.9213409,-54.411194,1.5620213,-54.173817,2.1174266,-53.936485,2.6328766,-53.671085,3.1287653,-53.406555,3.5571198,-53.161312,3.9235818,-52.88387,4.2872596,-52.60964,4.614607,-52.338837,4.9211783,-52.116726,5.158241,-47.495224,12.3271,-47.35054,12.659993,-47.197613,12.959912,-46.986572,13.321986,-46.661423,13.801042,-46.32888,14.261401,-45.99598,14.7189,-45.617542,15.174089,-42.367153,18.48515,-42.049973,18.859268,-41.66955,19.175127,-41.06448,19.661612,-38.962936,21.918016,-38.211452,22.561623,-36.41446,23.8198,-35.572174,24.492664,-34.34847,25.365414,-32.6717,26.370504,-31.117775,27.216404,-29.137743,28.271696,-27.643478,29.617393,-25.847027,30.967276,-24.052427,32.2841,-21.92921,33.543137,-20.311666,34.970657,-18.32169,36.825214,-16.51327,38.49407,-14.172292,40.36022,-11.221805,41.90928,-8.1308975,43.591488,-5.658661,44.605705,-0.49771225,47.358284,4.252847,47.347374
bubble-8,-77.42294,14.239161,-77.34023,14.268822,-77.1716,14.294739,-76.994965,14.290767,-76.86276,14.270672,-76.71465,14.221444,-76.57388,14.136008,-76.41164,14.046813,-76.2823,13.935213,-76.15586,13.824126,-76.030624,13.704806,-75.89368,13.574466,-75.66447,13.406318,-75.501724,13.282782,-75.36086,13.179379,-75.21071,13.074039,-75.05497,12.964287,-74.84547,12.824628,-74.65944,12.69572,-74.48146,12.582075,-74.30688,12.468774,-74.08825,12.337675,-73.87683,12.199337,-73.666176,12.066389,-73.4841,11.951922,-73.161896,11.751911,-72.933655,11.619385,-72.65957,11.459675,-72.465576,11.348204,-72.16681,11.1845,-71.90779,11.047792,-71.65974,10.915263,-71.4763,10.820169,-71.21155,10.689079,-70.960464,10.571627,-70.71244,10.462661,-70.457184,10.359403,-70.18349,10.248835,-69.89684,10.13386,-69.61739,10.029664,-69.307724,9.924171,-68.92477,9.806983,-68.618385,9.726542,-68.31307,9.664356,-67.985016,9.61618,-67.60657,9.571306,-67.30983,9.554909,-66.941956,9.555882,-66.55087,9.57276,-66.25391,9.599432,-65.84538,9.653052,-65.47331,9.714548,-65.20241,9.766298,-64.87474,9.833911,-64.574615,9.893848,-64.30423,9.946103,-55.557564,9.9342985,-55.29272,10.010427,-55.027573,10.11517,-54.60437,10.324572,-54.168365,10.577205,-53.853176,10.778916,-53.301144,11.177001,-52.663513,11.665271,-52.305717,11.932231,-51.869392,12.280268,-51.371613,12.665715,-51.018543,12.943222,-50.767696,13.156456,-46.559715,18.300955,-46.126747,18.655487,-45.595802,19.05378,-45.063168,19.40014,-44.473644,19.694677,-40.63748,21.51833,-39.983353,22.008022,-39.154972,22.723528,-38.16533,23.544466,-37.268,24.221806,-35.340904,25.285387,-33.813477,26.127,-32.222275,27.074324,-30.615723,27.992374,-29.00096,29.12812,-27.323856,30.264885,-25.33231,31.573162,-23.314913,32.7959,-21.391829,34.053253,-19.599712,35.40169,-17.92926,36.91392,-16.41093,38.42175,-14.431053,40.129463,-12.210529,41.42105,-9.026883,43.19498,-6.458377,44.28007,-1.4938052,47.044353,0.76166636,47.15373,4.6297774,47.0459
bubble-9,-38.18405,-5.604582,-38.287285,-5.617198,-38.451263,-5.616551,-38.644726,-5.597081,-38.8265,-5.5634484,-39.026943,-5.506284,-39.22792,-5.438288,-39.437283,-5.343456,-39.621174,-5.2465286,-39.779667,-5.1305304,-39.908035,-5.0200763,-40.06595,-4.8484626,-40.196796,-4.6588497,-40.31666,-4.4628844,-40.436512,-4.2599797,-40.508934,-4.1362085,-40.611588,-3.9249282,-40.727215,-3.7018638,-40.84085,-3.4697294,-40.903633,-3.3460486,-41.006214,-3.0931563,-41.087017,-2.8735986,-41.157387,-2.714462,-41.234142,-2.5065553,-41.31822,-2.2803154,-41.396587,-2.086886,-41.49364,-1.849745,-41.578693,-1.6026819,-41.63718,-1.4413968,-41.715992,-1.215894,-41.795933,-0.97365236,-41.84198,-0.81856316,-41.921005,-0.56216824,-41.984207,-0.3683667,-42.052128,-0.14984962,-42.136757,0.117134914,-42.215633,0.33187816,-42.310486,0.5928758,-42.39046,0.8260773,-42.464108,1.0345464,-42.54394,1.3168329,-42.60742,1.5453784,-42.677467,1.7971113,-42.768005,2.0945013,-42.844414,2.333809,-42.916336,2.5744748,-42.995167,2.8634028,-43.07854,3.1514823,-43.14498,3.383207,-43.24091,3.7096703,-43.32228,3.9901404,-43.38544,4.242737,-43.461124,4.5506654,-43.537567,4.8656025,-43.597176,5.12916,-43.662857,5.4600196,-43.72322,5.7915955,-43.767685,6.0587583,-43.81835,6.42112,-43.861233,6.7383413,-43.88839,6.9758434,-43.927673,7.374568,-43.960667,7.7677836,-43.978024,8.078985,-43.985313,8.43176,-43.98182,8.893536,-43.96914,9.343581,-43.94062,9.783197,-43.906586,10.181025,-43.84703,10.631872,-43.74116,11.280826,-43.589897,11.952422,-43.394974,12.613374,-43.137238,13.311439,-42.830334,13.955119,-42.42767,14.640005,-42.015907,15.229416,-41.646484,15.663291,-41.302994,16.010708,-41.013577,16.266857,-40.775932,16.481348,-34.76397,29.162254,-34.434956,29.262302,-33.955902,29.407003,-33.366177,29.616562,-30.220106,30.901358,-29.618813,31.190351,-26.066736,33.0497,-25.24675,33.458668,-21.896473,35.513245,-21.110098,36.00976,-18.398275,38.004646,-16.985355,39.55807,-13.572279,41.18636,-9.744599,43.194973,-6.7327433,44.212807,-0.87319016,47.28694,4.292624,47.329967
