id,t0d0,t0d1,t1d0,t1d1,t2d0,t2d1,t3d0,t3d1,t4d0,t4d1,t5d0,t5d1,t6d0,t6d1,t7d0,t7d1,t8d0,t8d1,t9d0,t9d1,t10d0,t10d1,t11d0,t11d1,t12d0,t12d1,t13d0,t13d1,t14d0,t14d1,t15d0,t15d1,t16d0,t16d1,t17d0,t17d1,t18d0,t18d1,t19d0,t19d1,t20d0,t20d1,t21d0,t21d1,t22d0,t22d1,t23d0,t23d1,t24d0,t24d1,t25d0,t25d1,t26d0,t26d1,t27d0,t27d1,t28d0,t28d1,t29d0,t29d1,t30d0,t30d1,t31d0,t31d1,t32d0,t32d1,t33d0,t33d1,t34d0,t34d1,t35d0,t35d1,t36d0,t36d1,t37d0,t37d1,t38d0,t38d1,t39d0,t39d1,t40d0,t40d1,t41d0,t41d1,t42d0,t42d1,t43d0,t43d1,t44d0,t44d1,t45d0,t45d1,t46d0,t46d1,t47d0,t47d1,t48d0,t48d1,t49d0,t49d1,t50d0,t50d1,t51d0,t51d1,t52d0,t52d1,t53d0,t53d1,t54d0,t54d1,t55d0,t55d1,t56d0,t56d1,t57d0,t57d1,t58d0,t58d1,t59d0,t59d1,t60d0,t60d1,t61d0,t61d1,t62d0,t62d1,t63d0,t63d1,t64d0,t64d1,t65d0,t65d1,t66d0,t66d1,t67d0,t67d1,t68d0,t68d1,t69d0,t69d1,t70d0,t70d1,t71d0,t71d1,t72d0,t72d1,t73d0,t73d1,t74d0,t74d1,t75d0,t75d1,t76d0,t76d1,t77d0,t77d1,t78d0,t78d1,t79d0,t79d1,t80d0,t80d1,t81d0,t81d1,t82d0,t82d1,t83d0,t83d1,t84d0,t84d1,t85d0,t85d1,t86d0,t86d1,t87d0,t87d1,t88d0,t88d1,t89d0,t89d1,t90d0,t90d1,t91d0,t91d1,t92d0,t92d1,t93d0,t93d1,t94d0,t94d1,t95d0,t95d1,t96d0,t96d1,t97d0,t97d1
bubble-0,5.783353,6.754955,5.788274,6.75831,5.7800045,6.7579265,5.7797036,6.74953,5.7889986,6.755987,5.7622027,6.7344003,5.76133,6.7249126,5.7572503,6.724703,5.785752,6.751095,5.7366347,6.7048774,5.7273517,6.6875243,5.716096,6.683249,5.7121906,6.6681857,5.671407,6.6317873,5.666717,6.604327,5.626207,6.570926,5.595739,6.5300426,5.5414977,6.4766474,5.494212,6.4262547,5.466116,6.423544,5.4376183,6.3591175,5.387806,6.31732,5.346586,6.268841,5.338511,6.255724,5.2683268,6.221703,5.2622037,6.156722,5.2361536,6.114171,5.167093,6.032124,5.142586,6.013865,5.113043,5.966736,5.0589037,5.8775167,5.010047,5.817527,4.95098,5.738351,4.9215016,5.6869926,4.8569884,5.568063,4.7953334,5.5045776,4.755742,5.427399,4.7522397,5.393613,4.6840343,5.290971,4.6681685,5.261792,4.61707,5.173969,4.5833473,5.1196637,4.5349774,5.041717,4.4839683,4.971501,4.4526796,4.9311495,4.387631,4.8413024,4.3476415,4.794962,4.276959,4.711548,4.2469354,4.664279,4.1913004,4.607969,4.163065,4.54885,4.0947495,4.4598594,4.0520525,4.410533,3.9662519,4.3103166,3.8986595,4.2398105,3.8211944,4.148025,3.7289937,4.0562468,3.6387568,3.9509845,3.5356033,3.8515763,3.4102547,3.7156456,3.3411715,3.657879,3.2267194,3.554718,3.088432,3.448904,2.9959927,3.392889,2.875218,3.3144038,2.7655904,3.2554321,2.602483,3.163935,2.4667666,3.1061304,2.3253753,3.0341444,2.1630871,2.9686208,2.0524752,2.9306734,1.9138621,2.868269,1.7666608,2.8069324,1.6155899,2.7556896,1.5137806,2.7190464,1.3799239,2.6854255,1.1771142,2.6340978,0.950649,2.601019,0.6532056,2.5251024,0.5173894,2.4727762,0.3446751,2.4298115,0.15560569,2.3983757,-0.014187414,2.3431554,-0.16540371,2.3093104,-0.3155935,2.2559295,-0.54381394,2.175187,-0.8078677,2.1113834,-1.0855106,1.9985689,-1.4077076,1.8631725,-1.6786159,1.7892902,-2.0082312,1.6466038,-2.2189288,1.6006681,-2.5468895,1.5403445,-2.8194156,1.3372364,-3.0948722,0.9658356,-3.2504091,0.70637095,-3.5189419,0.18564592,-3.8780744,-0.13693771
bubble-1,6.1894073,6.206086,6.17943,6.20117,6.181576,6.1943517,6.174445,6.202912,6.1924167,6.2186193,6.160208,6.1946783,6.159044,6.188401,6.1506214,6.189885,6.1422744,6.1802945,6.1323323,6.1780925,6.1117253,6.1681957,6.1198835,6.139579,6.0763025,6.119414,6.073526,6.115634,6.0128427,6.0720787,5.968902,6.036638,5.947972,6.0241113,5.9249115,6.0035095,5.91376,5.999144,5.8628335,5.961656,5.800708,5.931993,5.786136,5.8920746,5.754803,5.882787,5.676359,5.8195786,5.6435857,5.796345,5.558113,5.7320933,5.4619336,5.6673775,5.4419947,5.6534524,5.377959,5.6153255,5.299451,5.539643,5.2406287,5.504322,5.1909556,5.4708858,5.1443286,5.421858,5.071172,5.3682504,5.0657535,5.370117,4.99361,5.313266,4.941666,5.269722,4.8923936,5.211887,4.869543,5.2113986,4.8021803,5.156791,4.7388344,5.1017127,4.6994085,5.0726786,4.622049,5.001589,4.559834,4.9210324,4.4930177,4.8807373,4.4677095,4.8560004,4.407281,4.7947392,4.3538547,4.734974,4.296025,4.674799,4.240307,4.6050982,4.207927,4.5680428,4.1285067,4.4778366,4.0818505,4.4275894,4.0150924,4.3505993,3.9349666,4.257881,3.8496547,4.1712203,3.740022,4.0612674,3.6587605,3.9903376,3.5665185,3.8925676,3.4824948,3.8228946,3.3602793,3.7098157,3.2198312,3.6259716,3.1274877,3.529928,3.0291388,3.4613888,2.9370117,3.4035122,2.8111854,3.3309534,2.6796105,3.2672982,2.536605,3.181962,2.4441733,3.1486742,2.3069453,3.0638819,2.168555,3.0144706,2.0664988,2.9570587,1.8880419,2.8604224,1.7602714,2.8139675,1.6285106,2.7720745,1.4683719,2.6956394,1.3286706,2.6433604,1.1511714,2.6168995,0.8921912,2.5742877,0.66532016,2.5122879,0.44642332,2.4458547,0.29334384,2.398392,0.12884428,2.3748424,-0.098257095,2.3136685,-0.26892695,2.2661388,-0.45564052,2.220606,-0.7661875,2.1239402,-1.0223329,2.011277,-1.3570412,1.9129342,-1.6916547,1.8244317,-1.9542499,1.7150834,-2.2187104,1.644924,-2.4712124,1.6166753,-2.72898,1.4417701,-3.1083171,0.9972819,-3.2826083,0.6583912,-3.5247276,0.24356018,-3.8296506,-0.14876255
bubble-2,3.0068045,-1.3554376,2.996217,-1.3803098,3.0073855,-1.3598292,3.0074956,-1.3550665,2.988293,-1.3749291,3.0132477,-1.3407544,2.9965954,-1.3564556,3.0098727,-1.3454851,3.0191984,-1.3232132,3.0293374,-1.299973,3.046914,-1.2704678,3.0553877,-1.2482029,3.0639024,-1.2225949,3.0833166,-1.1790706,3.103062,-1.1341257,3.0970676,-1.1276534,3.1054015,-1.0930176,3.1153512,-1.0634862,3.1194398,-1.0395185,3.1378725,-0.99264944,3.1527472,-0.93507534,3.1778412,-0.87469494,3.1924007,-0.8260959,3.2007236,-0.8028987,3.2067435,-0.7535055,3.2376618,-0.6937547,3.2657979,-0.60819584,3.2604666,-0.59083575,3.286291,-0.5075697,3.2956748,-0.48702556,3.3169851,-0.4374243,3.3425486,-0.31157932,3.351179,-0.27935854,3.3577347,-0.23234673,3.3630419,-0.16698599,3.3584478,-0.07842404,3.3599484,-0.003078352,3.3670602,0.07895803,3.363765,0.16552657,3.3489146,0.26450378,3.3505902,0.33925092,3.345,0.44793576,3.3277502,0.52523667,3.3233943,0.6138814,3.3093932,0.70853865,3.2875395,0.84439707,3.2797346,0.92081106,3.259111,1.0380644,3.2330625,1.0968485,3.211405,1.1697508,3.1969059,1.2483413,3.1433353,1.3666179,3.1069257,1.4565519,3.057569,1.5607927,3.021359,1.6018667,2.955973,1.6837761,2.9116914,1.8385092,2.8568573,1.917938,2.802828,1.9663986,2.7759135,1.9688454,2.6808538,2.0393326,2.6704133,2.0908604,2.5719488,2.1795287,2.5069792,2.2417583,2.385704,2.2705567,2.2767193,2.311351,2.1892245,2.3342583,2.0860674,2.362658,1.9716611,2.3942416,1.8549743,2.413645,1.7325872,2.4443321,1.6250093,2.4709013,1.4715955,2.484423,1.2917842,2.5014443,1.152745,2.501426,1.0205835,2.500508,0.8015891,2.5049431,0.6985482,2.4618793,0.47612625,2.4302855,0.34067312,2.4043832,0.20155847,2.374413,0.009752162,2.3293483,-0.16943891,2.2836556,-0.31883886,2.244212,-0.50378287,2.19272,-0.7115058,2.1242056,-0.94569576,2.0556886,-1.279057,1.9516301,-1.6091743,1.8496853,-1.8426002,1.7506306,-2.076734,1.6744912,-2.300104,1.6470627,-2.5385928,1.5894338,-2.8971956,1.3103957,-3.131165,0.93822044,-3.357828,0.6125749,-3.5619733,0.1828303,-3.8545249,-0.16538867
bubble-3,3.9916012,-1.7405317,3.991307,-1.740263,3.9911182,-1.740673,3.990711,-1.7335143,3.9903305,-1.737026,3.9875743,-1.7405424,3.9891284,-1.742285,3.9854083,-1.7277654,3.9785328,-1.683928,3.98995,-1.7009916,3.987471,-1.6801139,3.9869254,-1.6524031,3.9847977,-1.6347855,3.9793198,-1.5827538,3.9754848,-1.5627525,3.9626389,-1.4964436,3.9502678,-1.4777507,3.936437,-1.4594765,3.941637,-1.4656848,3.917195,-1.3995212,3.903738,-1.3601239,3.8943524,-1.3353453,3.8554306,-1.2562494,3.8647509,-1.241272,3.8583503,-1.228929,3.839697,-1.1707458,3.8186092,-1.1122429,3.8055394,-1.0918015,3.7809188,-1.0149391,3.75783,-0.94167507,3.7508562,-0.92642146,3.726295,-0.8299507,3.6861343,-0.7324962,3.669926,-0.69771624,3.6334116,-0.62429386,3.620945,-0.55044615,3.5884054,-0.46347022,3.5697503,-0.3957056,3.5487578,-0.34907368,3.562437,-0.26567736,3.5146334,-0.15672491,3.495703,-0.12827535,3.4806626,-0.02797666,3.4589067,0.05299357,3.4671223,0.12773278,3.4221416,0.23666431,3.4277568,0.25456372,3.4138985,0.3702212,3.3824406,0.45649287,3.3655648,0.5592961,3.3493073,0.6710717,3.321705,0.76920694,3.3014503,0.8609263,3.3126383,0.95150065,3.2338724,1.1119627,3.2344434,1.1623284,3.2096717,1.2335228,3.1799614,1.2872994,3.1504185,1.3889712,3.1113183,1.4863334,3.0721817,1.5701296,3.0311375,1.6502126,2.9819834,1.737505,2.9188094,1.8282813,2.8722715,1.9433864,2.8449264,2.003053,2.778984,2.0469275,2.6978226,2.1503198,2.6326976,2.232706,2.5732744,2.2938461,2.4328551,2.312997,2.3364952,2.3778043,2.2018929,2.3963194,2.0598464,2.4465497,1.9256315,2.4693096,1.804124,2.4960096,1.6316895,2.5193613,1.4496582,2.559032,1.2745074,2.546408,1.0646707,2.5039806,0.8998002,2.4996703,0.63513345,2.4678903,0.41131178,2.449112,0.22372372,2.3946917,0.013082282,2.3366098,-0.19599745,2.2989638,-0.43175235,2.2181675,-0.6718274,2.1388476,-0.95687544,2.03786,-1.3254151,1.9088567,-1.606368,1.8569491,-1.8788259,1.7346104,-2.145634,1.6424161,-2.4080927,1.6807504,-2.8398983,1.3441858,-3.0955746,0.96499795,-3.4005435,0.5615228,-3.7055047,0.009555765
bubble-4,5.3967485,1.0496991,5.414847,1.034564,5.401907,1.0429137,5.3917713,1.0502021,5.392572,1.049663,5.3932543,1.047311,5.37966,1.060699,5.3766065,1.0636727,5.364228,1.0734353,5.398237,1.0515598,5.3402166,1.0886525,5.3080187,1.1157938,5.305548,1.1123137,5.2798963,1.1326579,5.2743587,1.1393359,5.2254066,1.1688734,5.2159553,1.170703,5.192475,1.1843785,5.1692114,1.1929891,5.1292777,1.2093185,5.090028,1.2326288,5.0654345,1.2405635,5.025216,1.2599162,4.969033,1.2888349,4.9402003,1.2996199,4.901059,1.3159643,4.8460507,1.3358084,4.79854,1.3530974,4.7476144,1.3713136,4.7110085,1.3881364,4.6891136,1.3879529,4.5960464,1.4136806,4.5279922,1.4294512,4.479189,1.4446396,4.40094,1.4670941,4.3775496,1.4836137,4.3507047,1.4856442,4.2696705,1.5167409,4.2625265,1.5173916,4.191521,1.5452825,4.1444135,1.5572958,4.0825844,1.584092,4.0347447,1.5926582,3.9508138,1.6187068,3.9025156,1.6353933,3.8285868,1.6444623,3.7298021,1.6832266,3.6526554,1.7036196,3.586178,1.7343751,3.5227993,1.7656306,3.4460697,1.786144,3.3989055,1.7763604,3.3538566,1.8206855,3.2996864,1.8488333,3.2004027,1.8782251,3.1469154,1.8968856,3.0460696,1.9622943,3.0137813,1.9661686,2.9001305,2.013883,2.8641624,2.0516486,2.7507303,2.1104805,2.7044373,2.1236682,2.6154423,2.1761954,2.5786166,2.1746736,2.4917662,2.2210703,2.3725173,2.2858064,2.318508,2.3189826,2.187156,2.347627,2.0766604,2.376709,1.9509695,2.4372249,1.8096902,2.4650254,1.7512913,2.4604924,1.5634724,2.4724844,1.3809617,2.493426,1.2367115,2.4947166,1.0671626,2.5047183,0.84412223,2.4872146,0.62819487,2.450426,0.4550879,2.4126554,0.26378953,2.384911,0.1318728,2.364783,-0.06817135,2.3103883,-0.23832074,2.2658508,-0.39184418,2.224433,-0.5999832,2.1681693,-0.8841116,2.079477,-1.1111531,1.9967662,-1.4205711,1.9020501,-1.6745708,1.8265214,-1.9427392,1.7298588,-2.2022083,1.6540835,-2.4751954,1.6378753,-2.7041411,1.4471813,-3.0573437,1.0690126,-3.209303,0.8179898,-3.357124,0.55934054,-3.5651317,0.13445139,-3.8676498,-0.16890383
bubble-5,5.125262,2.6726081,5.13517,2.6766849,5.151299,2.692918,5.132623,2.6764042,5.134069,2.6746297,5.114208,2.6629853,5.1016755,2.6509972,5.1204267,2.6615949,5.0818763,2.6442368,5.0774913,2.641664,5.0698733,2.6382232,5.0573907,2.6328087,5.0405254,2.6240706,5.013965,2.6126144,4.9903903,2.6017547,4.9767904,2.5945947,4.9274635,2.5664437,4.920574,2.571167,4.9033413,2.5687668,4.862436,2.5511792,4.8336673,2.542234,4.8074226,2.5317404,4.7923985,2.5293036,4.7418027,2.5074,4.7394032,2.5057526,4.6819353,2.4854581,4.663979,2.4791853,4.639879,2.4727626,4.59778,2.4607575,4.561275,2.4337354,4.5292068,2.4379325,4.489026,2.42689,4.4779058,2.4262433,4.454466,2.415498,4.399842,2.4058459,4.3485603,2.3734882,4.3041024,2.361659,4.2366543,2.3325992,4.2127485,2.311593,4.1368375,2.2996743,4.1042356,2.290041,4.0719423,2.2734833,4.0237474,2.2637608,3.9422357,2.2447898,3.9128006,2.2359476,3.880857,2.2193868,3.849031,2.2157063,3.7854533,2.1975582,3.7087138,2.1884723,3.6417437,2.1810396,3.5745146,2.1397438,3.4956892,2.1375961,3.420504,2.121348,3.3878934,2.0909822,3.3443444,2.1014853,3.2487767,2.0842652,3.1678271,2.079506,3.143548,2.07399,3.0733297,2.0807407,2.974172,2.1161394,2.8788707,2.1178744,2.8569431,2.1032233,2.7777345,2.1584952,2.7124486,2.157321,2.6241517,2.2295763,2.5288966,2.2501385,2.4384913,2.2910736,2.3392277,2.3038669,2.1521664,2.3520248,2.0641341,2.380877,1.9703697,2.4038305,1.8199202,2.4300365,1.684226,2.473049,1.5291684,2.5052028,1.3436205,2.5209773,1.192221,2.5167656,1.021618,2.5048013,0.81511587,2.4828143,0.6466102,2.4463928,0.431941,2.416429,0.26663974,2.3932698,0.08188858,2.3543615,-0.15317114,2.2925005,-0.30495965,2.2523596,-0.47286344,2.2012978,-0.691686,2.1419811,-1.0263606,2.0075545,-1.3132441,1.9215794,-1.5861502,1.8494663,-1.8553021,1.7479105,-2.0976074,1.6788567,-2.3225253,1.641491,-2.632966,1.5358119,-2.9821029,1.188142,-3.1672611,0.84398234,-3.3292344,0.6085744,-3.5505302,0.16268662,-3.8946147,-0.1860099
bubble-6,4.8558345,-1.0908308,4.8342566,-1.0723873,4.8339167,-1.0708125,4.834177,-1.0685985,4.8336506,-1.068758,4.8313584,-1.066138,4.839956,-1.078553,4.8336205,-1.0678512,4.8184667,-1.0287889,4.8101187,-1.0487279,4.833038,-1.0788785,4.8164134,-1.0649996,4.78149,-1.0328153,4.771676,-1.021799,4.7453785,-1.004601,4.7181873,-0.98633707,4.701949,-0.9723133,4.6616774,-0.9320201,4.635382,-0.91897076,4.590344,-0.88161814,4.5453687,-0.83991045,4.514266,-0.80706567,4.4867654,-0.7857697,4.4409056,-0.7367833,4.383633,-0.6814288,4.3684373,-0.66885656,4.3112826,-0.614388,4.2842226,-0.5857301,4.2309914,-0.5325454,4.1802373,-0.4855445,4.1335645,-0.4349543,4.0879436,-0.3960591,4.0414724,-0.34830108,4.025274,-0.33087498,3.94644,-0.25157598,3.8882914,-0.19847137,3.8366826,-0.15730578,3.80008,-0.107520506,3.7559314,-0.067456625,3.727976,-0.017671969,3.6549296,0.03524738,3.6003766,0.1245573,3.5497427,0.16886494,3.386336,0.30948555,3.350061,0.3430821,3.2779188,0.41088212,3.2072976,0.47240812,3.1559694,0.52417004,3.1014051,0.56774944,3.0270107,0.63645506,2.9996252,0.66342247,2.951152,0.7074119,2.8844788,0.7748201,2.8054833,0.83895624,2.7538283,0.93320835,2.7290742,0.97068477,2.6857684,1.0177524,2.6339037,1.0990108,2.597858,1.1611751,2.5826504,1.1941886,2.5261009,1.2840946,2.4915462,1.3344669,2.458828,1.39109,2.3985066,1.4820982,2.387497,1.522924,2.354857,1.5882503,2.3152668,1.6638231,2.259895,1.7367498,2.2082486,1.8135091,2.149426,1.8921849,2.083141,1.9804162,1.9871293,2.0844584,1.876265,2.1537795,1.8061738,2.246757,1.7453629,2.2946115,1.5971029,2.344008,1.5061904,2.382802,1.3426021,2.4152844,1.1610982,2.4435406,1.0246966,2.4720743,0.8654869,2.4647095,0.6665706,2.4386723,0.4701033,2.4062617,0.27488828,2.3758159,0.037983466,2.3307216,-0.1883614,2.279077,-0.41063744,2.2171988,-0.66473085,2.140845,-0.8663703,2.0939932,-1.2701662,1.9464097,-1.6450988,1.8096052,-1.8868785,1.7299232,-2.224716,1.6425309,-2.4374375,1.624015,-2.8386452,1.3394707,-3.1110635,0.9646176,-3.4156866,0.59479123,-3.7554164,-0.039833296
bubble-7,6.8893805,5.4150825,6.8935156,5.4187756,6.914561,5.4369965,6.86562,5.3876786,6.889065,5.415126,6.8852844,5.408416,6.870107,5.398471,6.852849,5.38196,6.856958,5.3826923,6.8198404,5.352961,6.8310785,5.3615,6.8187203,5.34999,6.7712092,5.3045616,6.757552,5.29706,6.746173,5.2833133,6.688225,5.246472,6.6660357,5.2221255,6.6155005,5.1859145,6.5953856,5.177133,6.5942426,5.185198,6.5681005,5.1633143,6.506365,5.120742,6.5105414,5.128661,6.4668813,5.1078186,6.4068685,5.0622764,6.3450227,5.023613,6.288987,4.98846,6.2021327,4.9358544,6.1457906,4.9320498,6.0894647,4.8625236,5.998671,4.816718,5.959062,4.7790604,5.892243,4.7463512,5.829066,4.7067184,5.798065,4.6916904,5.722218,4.6536174,5.6408687,4.611874,5.612153,4.5943966,5.5397453,4.5619974,5.467588,4.5283027,5.414219,4.4945946,5.3492584,4.477509,5.2756066,4.448039,5.1682663,4.403828,5.104317,4.3773403,4.997937,4.3265977,4.884562,4.293006,4.774105,4.2503114,4.6664057,4.2065287,4.589868,4.183354,4.4876137,4.1397862,4.410188,4.123357,4.311652,4.0774946,4.2087154,4.025488,4.115773,4.000876,4.006955,3.9337733,3.873461,3.8799646,3.7299128,3.7968462,3.6081707,3.7501278,3.460012,3.6815078,3.3428316,3.6179273,3.239359,3.573553,3.1139326,3.5094445,2.9538202,3.4319599,2.80725,3.378665,2.6465688,3.2733064,2.490596,3.1699536,2.34686,3.0877109,2.207472,3.013122,2.0811667,2.94536,1.9003347,2.8494058,1.8287225,2.826043,1.6937792,2.7852597,1.5481273,2.712351,1.425621,2.651162,1.2769743,2.6036966,1.1190495,2.5824971,0.898929,2.5250604,0.6424589,2.5006201,0.40866226,2.4428048,0.30788326,2.4032562,0.15581396,2.3754935,-0.0021521705,2.3422902,-0.24506746,2.262084,-0.41477498,2.2197428,-0.65159875,2.144363,-0.90923184,2.0620027,-1.2156745,1.9535155,-1.545753,1.8560978,-1.8099427,1.7659024,-2.075848,1.6743041,-2.2948527,1.6507465,-2.5766187,1.581553,-2.8872175,1.2801754,-3.1481867,0.922851,-3.3083587,0.6607605,-3.520578,0.2083977,-3.8440242,-0.14968519
bubble-8,4.9703846,-0.13346103,4.974403,-0.14040263,4.9796896,-0.14776495,4.9773746,-0.13046516,4.9764214,-0.15018795,4.967339,-0.14892495,4.9675646,-0.13985085,4.9606233,-0.124295026,4.959692,-0.12409512,4.955841,-0.11467364,4.909776,-0.039507333,4.9271293,-0.065300025,4.9149976,-0.03297534,4.8864465,0.03395154,4.854222,0.09731022,4.8355665,0.13939613,4.8096642,0.18841806,4.785235,0.22689098,4.7777777,0.2463459,4.749774,0.29419515,4.7318015,0.33558956,4.690297,0.3934725,4.6778374,0.42234945,4.6527143,0.4637708,4.641695,0.48749387,4.5806985,0.5887879,4.568418,0.60861635,4.506436,0.70514977,4.485271,0.747907,4.4385386,0.80514973,4.4108076,0.8582458,4.374379,0.9102856,4.3390164,0.9659015,4.307579,1.0247623,4.2675314,1.0795782,4.2487683,1.1140856,4.206332,1.1604784,4.187765,1.2248942,4.158683,1.2755624,4.090121,1.3614333,4.072894,1.4003177,4.0339694,1.4644321,3.9812176,1.5634274,3.964618,1.6117226,3.9099376,1.7182673,3.8307943,1.8472421,3.802867,1.9318655,3.7552989,2.0053728,3.7030592,2.1121902,3.6440723,2.1936831,3.5896041,2.2731457,3.534524,2.3469021,3.484858,2.4032176,3.4200177,2.4875305,3.3791294,2.5309997,3.3224182,2.5751173,3.2340007,2.6327758,3.1459885,2.6944628,3.1236873,2.6916206,3.007426,2.7602615,2.917821,2.775662,2.8412495,2.789733,2.7187824,2.7840626,2.5988743,2.7788,2.5160542,2.763015,2.4330552,2.747767,2.3057644,2.7768662,2.1611388,2.734773,2.0337768,2.7504997,1.9027541,2.697487,1.7252109,2.7019622,1.6175923,2.70321,1.4970844,2.6677797,1.3817616,2.640025,1.1696391,2.594329,0.9238121,2.5644672,0.7267637,2.5125072,0.64383954,2.5015545,0.42483577,2.4413567,0.2533114,2.4299216,0.10510796,2.366935,-0.06536999,2.3263276,-0.25911412,2.2684371,-0.4450019,2.2098503,-0.68253386,2.140114,-1.012528,2.0272133,-1.3436801,1.908137,-1.6342112,1.8116317,-1.899512,1.7221835,-2.1179574,1.6616852,-2.2811296,1.6278946,-2.5459573,1.5875437,-2.8346522,1.367435,-3.1049442,0.99567163,-3.2680426,0.7384132,-3.446814,0.35159957,-3.6432726,0.04743635,-3.8595047,-0.22828346
bubble-9,1.9462289,-0.72828436,1.9462373,-0.72826314,1.9478952,-0.7282658,1.9475578,-0.7272922,1.9475763,-0.72709346,1.9467161,-0.7301126,1.943249,-0.7207133,1.9396867,-0.71437424,1.9345391,-0.7065329,1.92947,-0.69710356,1.9161589,-0.6693273,1.9006596,-0.6473002,1.8961238,-0.62962025,1.8828979,-0.597799,1.8667243,-0.5553815,1.8807988,-0.5596668,1.849478,-0.50189257,1.843492,-0.4705449,1.809909,-0.39702222,1.8018645,-0.38241526,1.8041457,-0.3682275,1.7865189,-0.31660628,1.7662103,-0.2610294,1.772249,-0.26928654,1.7623934,-0.23135339,1.7576077,-0.19934456,1.7556463,-0.17379019,1.7218865,-0.094154164,1.728418,-0.09285424,1.7159016,-0.044380113,1.7107755,-0.023857795,1.7070508,-0.008233255,1.6993725,0.038014345,1.7022446,0.040633153,1.6961793,0.062670924,1.6852857,0.11547068,1.6823176,0.15380672,1.6794847,0.16754308,1.6598452,0.23899016,1.6587335,0.2588257,1.6416132,0.31552887,1.6476192,0.32505706,1.6499747,0.37241188,1.6250522,0.45816115,1.6164578,0.500126,1.6106709,0.52670246,1.6008255,0.5682856,1.6034049,0.61139375,1.5867054,0.6710787,1.5750706,0.72812223,1.5668242,0.7712327,1.5513029,0.83896893,1.5515989,0.86147624,1.534024,0.9453295,1.5200288,1.0151477,1.5049273,1.0685033,1.4952853,1.1107576,1.482228,1.1679167,1.4762882,1.2107346,1.4774884,1.2028388,1.4677651,1.2606655,1.446318,1.3179146,1.4384519,1.3822472,1.4360161,1.4004791,1.421738,1.4459513,1.4144045,1.4833665,1.4047825,1.5521996,1.3952403,1.5958765,1.3927613,1.662352,1.3812083,1.7112085,1.3437296,1.7660486,1.3215168,1.840261,1.2777346,1.8981955,1.2282823,2.0099442,1.199426,2.0752938,1.122967,2.152076,1.0490648,2.1801064,0.9560413,2.2045825,0.84020853,2.2828984,0.7282164,2.3008795,0.57031155,2.329551,0.33485103,2.3393674,0.16043855,2.3183653,-0.02740467,2.3122604,-0.21934018,2.2732494,-0.41099444,2.2131443,-0.6591477,2.1432211,-0.90263957,2.0810258,-1.2803626,1.9805771,-1.5960616,1.8718897,-1.9152628,1.764801,-2.195159,1.7218255,-2.4504917,1.721538,-2.7064269,1.5875411,-3.089456,1.1072797,-3.2479017,0.7513446,-3.5003746,0.22400132,-3.862335,-0.16168293
