id,t0d0,t0d1,t1d0,t1d1,t2d0,t2d1,t3d0,t3d1,t4d0,t4d1,t5d0,t5d1,t6d0,t6d1,t7d0,t7d1,t8d0,t8d1,t9d0,t9d1,t10d0,t10d1,t11d0,t11d1,t12d0,t12d1,t13d0,t13d1,t14d0,t14d1,t15d0,t15d1,t16d0,t16d1,t17d0,t17d1,t18d0,t18d1,t19d0,t19d1,t20d0,t20d1,t21d0,t21d1,t22d0,t22d1,t23d0,t23d1,t24d0,t24d1,t25d0,t25d1,t26d0,t26d1,t27d0,t27d1,t28d0,t28d1,t29d0,t29d1,t30d0,t30d1,t31d0,t31d1,t32d0,t32d1,t33d0,t33d1,t34d0,t34d1,t35d0,t35d1,t36d0,t36d1,t37d0,t37d1,t38d0,t38d1,t39d0,t39d1,t40d0,t40d1,t41d0,t41d1,t42d0,t42d1,t43d0,t43d1,t44d0,t44d1,t45d0,t45d1,t46d0,t46d1,t47d0,t47d1,t48d0,t48d1,t49d0,t49d1
c0-0,21.287388,5.30236,6.668028,21.994572,5.989151,20.402529,-5.039063,-20.08651,-19.816612,3.7282712,13.329367,-14.454739,-1.3512409,23.293638,15.631547,14.393191,-21.526405,5.226181,-17.902853,-10.861682,-4.763596,21.463947,-3.3258069,-20.613766,12.365536,-14.922367,-19.511335,1.7934579,5.1321177,-13.66359,8.840174,-12.005311,9.847416,-13.12583,-11.741212,-1.310967,-1.9810512,-0.7498414,0.6320108,-0.75544786,-0.6761386,0.34629476,-1.2795782,0.47365332,-2.075253,-1.7389826,0.8801337,-2.1316395,-2.467515,-1.9558533,1.785772,2.4408054,3.249207,4.0435004,-4.2830915,-1.507488,-0.9525047,3.5234885,-4.2751594,0.30097255,-3.7211766,-5.466862,-0.25254118,4.1448216,0.0866926,4.994708,4.2574053,0.4503803,3.5887632,2.5421457,-0.7318528,0.36358142,1.3142339,-0.53745985,1.5330405,2.9268324,1.7226678,-1.9921769,-0.1172376,1.3359611,0.7101995,-1.5995114,-0.20755048,-0.16512656,-0.63595617,0.49542528,1.2493707,-1.0854541,-0.64659977,2.236906,0.91796076,1.496113,-0.9389497,0.27261755,1.0160251,0.70900357,0.29026598,-1.0874246,-1.1962677,0.84360814
c0-1,18.432205,1.4845527,9.891785,18.687912,7.7468243,16.57685,-1.7423648,-21.957335,-17.46537,6.4786696,13.489828,-11.465807,-4.1436763,24.703545,18.520584,15.121921,-23.537762,7.2138734,-20.279547,-11.586787,-7.264967,21.060625,-0.89422286,-21.360367,10.1828165,-14.131461,-18.411934,3.9809592,2.2251995,-14.038315,6.678732,-14.369678,12.123121,-12.154602,-13.794225,-2.8016148,-4.039472,-0.026861975,2.876906,-1.9875113,2.1464415,0.43931228,0.7703064,-1.5427725,0.090361245,-4.5586195,-4.157398,-3.0838401,-2.1148636,-5.219687,4.01516,5.0363812,9.173337,5.6080074,-7.5459166,-3.3096964,-0.97776437,7.9064155,-8.072294,-0.99099016,-10.549569,1.9649342,-4.765156,-4.666806,-6.1102643,2.4885607,-1.605429,4.2786336,-4.5231395,7.735103,-4.5808578,1.8233722,-1.721486,5.3048296,-2.205219,-5.109289,-3.2689044,4.417124,-6.6811295,-3.6627955,-6.058442,2.2314973,-5.57801,3.9929554,-3.9654038,3.438466,-2.7067585,-4.5987616,1.1368895,6.3183203,3.7355006,3.6207042,1.2934427,4.303734,-1.3440709,4.1539717,-4.100127,-1.294686,2.5068552,1.2195873
c0-2,24.518406,8.999024,3.3411074,25.18321,4.040317,24.362625,-8.84563,-18.731955,-21.914928,1.2256008,12.915404,-18.064411,1.0466318,20.98827,12.823464,13.637555,-20.136534,3.5109982,-15.958752,-10.980063,-3.2889953,21.280693,-4.0423164,-19.147882,13.560816,-14.210047,-20.281864,0.48288706,6.5038033,-14.499334,10.327141,-11.450572,8.252248,-12.248228,-11.43945,0.9115547,-0.89093703,-2.9073381,-1.0077271,1.3372815,-1.958803,-1.9210335,0.53824973,2.4267797,-0.21463645,-0.41630158,1.6054132,0.97430104,4.22382,1.8660226,-7.493733,0.042588633,-3.2638428,-5.346896,8.313029,5.981904,6.9632955,-2.571342,1.3529676,5.5648584,5.4049683,3.5657496,4.762631,4.4705143,0.5020768,2.831972,-4.0769424,-5.291649,-2.414885,-3.9428985,4.747414,0.24085689,0.61711496,-4.106329,5.235853,2.9948943,2.8165843,-5.04102,3.9535153,2.8351283,2.6140723,-3.5500119,2.3660822,-2.3153358,1.9944397,-3.4688783,0.8093059,2.4110322,-0.9647441,-0.889504,-0.43351868,0.14497872,0.19513863,-1.2761297,0.36102462,-0.92151755,-0.8984642,0.8270488,-1.1868408,-0.94774824
c0-3,22.41339,6.451937,6.42733,23.067879,6.5176697,21.493994,-6.396122,-20.595522,-21.265072,3.796313,12.28004,-14.957366,-2.3899813,22.590088,16.023724,13.733668,-22.087725,5.168066,-18.344875,-11.467473,-5.144174,22.515882,-4.6047664,-21.921473,11.455113,-13.1042795,-20.049294,2.986403,4.636224,-14.36109,10.319518,-13.469881,9.978641,-11.067271,-10.133076,-0.69135046,-0.77823144,-0.67872757,-0.46000862,-0.1743536,0.9679858,0.6616503,-0.27849013,-1.179332,-3.497422,-2.5555215,-2.4447157,-1.4964806,0.35532755,-3.8262968,2.6203425,3.5511975,4.983772,3.820409,-2.3372252,-1.4592052,-4.5751677,1.5505458,-2.569153,1.0693581,-1.3246942,2.2307496,0.34564212,2.2692435,-0.870076,-2.623519,-3.4109843,3.6310587,0.42606285,1.0195923,-0.25104842,3.76168,1.0876943,3.259526,1.2951541,-4.5625,-3.1141813,1.2237513,0.04696112,-5.0466614,-0.72359663,3.7194853,-0.04371911,5.915072,-3.9463162,1.0215701,1.5567255,-5.2099566,3.3473494,0.86726826,3.3335633,-1.7389834,2.8121397,-2.0174644,-2.6830463,-1.598654,0.6868339,-2.87998,0.21924356,2.6224558
c0-4,21.243961,4.882275,6.395395,21.636005,5.5575905,20.442764,-5.176926,-19.115053,-19.915707,3.197366,13.189969,-15.082082,-1.0749673,23.176727,15.341154,15.033843,-21.268068,4.9040976,-17.739786,-9.705346,-4.7280807,21.852842,-3.4297636,-20.010225,12.702257,-15.839205,-19.731848,0.90887547,5.3004627,-15.048689,9.636939,-13.814553,8.756968,-14.527371,-13.274902,-0.014592263,-3.2891188,-2.3152995,1.30179,0.88326156,0.38372815,-1.490407,-0.24996503,0.43127877,-2.2461138,-0.4701241,-0.1344736,-1.1034662,0.24786821,-2.9391658,1.8169358,4.60105,2.041803,6.685115,-5.0493493,-0.6950996,1.1953855,1.7722658,1.7305372,-2.1824973,-1.9665245,-5.624622,0.89338136,-1.7600529,-4.7614493,-2.9013793,-4.11092,2.7837336,2.5737963,0.969921,1.256888,3.8679342,-3.1770256,-0.78549594,-2.3685324,1.5732445,-1.8223059,-0.75136805,-3.9991708,-0.7687471,-4.8593087,-0.48817524,1.0683692,3.6119087,-2.9671147,0.02174676,-2.638066,0.06611755,0.4294378,1.2773259,-0.18715125,3.2643704,2.7663922,-0.70397294,-1.6410397,-1.1921947,0.41698125,-4.1292615,0.6840922,-1.8225508
c0-5,23.731384,8.108704,3.8701549,24.549986,4.703759,23.401531,-7.7871113,-19.168055,-20.817022,1.9059833,13.68371,-17.040667,0.13480388,20.628244,13.437736,12.535532,-20.585352,2.6651597,-15.603131,-10.97474,-2.4632728,21.21595,-4.3834248,-18.479904,14.876889,-15.598042,-20.922508,-1.3250898,6.638417,-16.279078,12.961293,-11.590516,6.108094,-13.564284,-9.378254,1.6042833,0.82002366,-2.74404,-0.5931681,3.3506067,-3.6958103,-1.7776432,3.1382654,3.7262921,1.4874485,3.5068848,5.158081,3.3272207,0.8430447,4.959534,-4.5020614,-4.418445,-1.7925156,-4.024857,7.5161886,4.5020227,9.056375,-5.2833853,2.2907515,6.6942015,5.5871153,-3.190901,5.6587777,4.355044,6.1675677,0.18384974,4.3529344,-2.668458,3.9473443,-1.9661647,2.2277763,-4.0736136,3.5477238,-3.3976452,2.075394,5.5256915,6.037601,-4.2439117,1.4567454,6.405244,3.9610505,-6.4848657,2.6374178,-5.974525,2.9983256,-6.8395166,0.5721235,6.5505586,-6.347401,-2.6133282,-2.7142346,-5.919719,-4.015607,-2.8544672,3.3051064,-2.5582244,1.651899,2.9773164,-4.331908,-2.7096584
c0-6,19.963808,2.3759606,7.957001,19.028584,6.879889,17.819605,-2.5327866,-19.995243,-19.377914,5.5524864,14.643375,-13.701215,-2.724332,23.282759,17.41978,13.915488,-21.758034,6.2865076,-18.826996,-10.424892,-6.308784,20.862745,-2.4999921,-21.48569,10.898962,-15.550111,-17.000927,1.442682,4.4238296,-11.952915,7.8953466,-14.264554,11.053216,-15.391797,-10.822582,-3.298556,-1.7110876,1.4486786,2.9579804,-0.28426135,-0.066905476,3.1863682,-0.7963276,-3.128767,-7.604274,-5.1636567,-0.6770625,-6.7207904,-1.0402765,-6.3565755,2.7788253,7.5353985,6.6461444,5.559223,-4.6772475,-3.2272267,-1.2357494,5.27,-1.0938218,-0.22707777,-4.829051,4.1410947,-3.6875513,1.8744866,-6.7467704,2.720696,-2.338585,4.391469,-5.51495,2.0438843,-2.6912327,5.049786,1.2653488,5.110181,0.1847525,-3.175933,0.8209963,3.7694645,-3.3485448,-2.613848,-1.7916725,2.3132186,-3.194319,2.3176675,-0.30214748,3.7217712,0.89427644,-3.8652859,2.5642166,1.6733979,-0.8352622,1.8841487,1.3399309,-1.9272542,0.47315264,-0.23224589,-1.6377263,0.7447872,-0.9167025,-0.56926006
c0-7,25.820995,10.773503,2.0024676,26.666891,2.8723588,25.552006,-10.195321,-17.2405,-22.877825,-0.29975662,12.7383375,-19.68668,2.5177188,19.727375,11.087992,12.945659,-19.150087,1.7615421,-13.742863,-11.172109,-0.6982347,21.885702,-6.1374693,-17.207453,16.46704,-13.925871,-23.1958,-0.5483784,9.283177,-16.091106,11.998651,-9.145386,5.555678,-12.039537,-10.409086,3.1646667,1.34057,-4.4435363,-3.2329714,3.6029203,-5.475129,-5.7620864,2.837351,6.615215,4.298706,1.9876225,2.3396683,4.705616,6.751343,3.9978428,-3.5333974,-3.1741931,-3.66878,-0.7192743,9.471889,6.1709456,8.147516,-7.3177896,7.561964,4.8866467,8.279734,-1.7146398,6.6759963,0.44045985,3.8518572,-0.4459694,-0.4985807,-6.655673,-1.052946,-7.3060894,5.8740277,-5.309935,1.4692515,-8.555774,4.8912125,8.812629,3.043753,-8.882663,7.502963,5.398576,8.044201,-3.159009,1.6414958,-7.6923637,6.5646324,-3.0635555,0.55471283,5.460635,-1.4346473,-5.0891066,-5.464602,-1.4888177,-5.335572,-3.1193163,2.661372,-5.016344,2.123318,4.231312,-4.159017,-4.467591
c0-8,19.174723,3.456515,7.8445086,19.935167,7.2945747,18.980133,-3.366028,-19.644667,-20.017315,5.52203,14.4770155,-14.358002,-2.8692589,22.800959,15.629976,15.783521,-20.662504,6.3171983,-18.354712,-9.52966,-5.9849386,22.397923,-3.8984132,-21.83647,12.530663,-16.752731,-17.868238,0.22035457,5.7394476,-12.07428,8.973403,-14.073377,9.569244,-15.277476,-13.116146,-1.074069,-3.1494973,-1.6356125,1.6969361,0.18912508,0.5602832,-1.0031103,-0.048171043,-0.17941074,-2.3664722,-2.4516468,-1.1769768,-0.892899,-0.88529414,-2.5093699,3.4196277,2.151649,5.07095,2.7746847,-0.43727213,-2.8777528,-0.89371383,1.5415821,-0.8227479,-1.8907949,0.21589023,5.670615,3.41542,-3.3872201,0.66871524,5.484683,-3.4217088,-3.348647,4.1371903,0.2911339,0.69894415,3.1175144,-2.3520875,0.28531057,1.9337007,-1.8736663,3.137084,2.4299169,1.2863259,-1.7487079,-0.2710046,2.6308582,-2.892229,1.1209006,0.5178118,3.4761915,-3.1078494,-2.2615392,0.97484744,2.5901027,2.5551014,0.9202793,1.5575117,1.1003935,-0.21867946,1.1421314,-1.9231641,-1.7979894,0.82967615,1.0416087
c0-9,18.667204,2.2982607,8.899033,19.856697,8.165655,18.633595,-3.5202887,-20.685661,-17.682991,4.840774,13.204637,-12.931509,-2.1086357,24.419743,16.281546,14.462936,-22.354927,5.5019784,-18.195885,-11.578729,-5.21838,20.200943,-2.2896793,-19.875904,11.744578,-14.081597,-19.264828,2.8700328,3.9160092,-14.618722,8.557614,-13.294874,10.75341,-11.817506,-10.67775,-1.3684343,-1.1146088,-1.2710625,-0.69636405,-1.0483152,1.7180457,-0.21318552,0.9193814,-0.8333199,0.25809306,-3.9107194,0.78211683,-2.6212308,-2.0767827,-2.394015,0.3332693,0.5143399,-1.6447406,0.8320646,-1.5934188,0.94340694,1.382903,3.4751081,-4.3673334,1.8870236,-2.9744697,-1.4431041,1.1787708,-4.383784,-3.233591,-2.3300474,-1.894024,-2.1459284,2.616497,-0.556052,-1.3566842,-2.5836227,0.47853145,1.272665,1.8508128,-0.45073032,-0.3666067,-0.25329682,-0.17509839,-0.03920893,0.821363,0.050189115,2.885939,0.624474,-0.3794912,-2.381676,0.9431228,0.08596867,1.5901847,1.1304713,2.108664,-0.70535254,1.4771063,0.01851731,-1.075219,0.35901392,-1.7682604,-0.7992753,1.256643,0.28337502
