id,t0d0,t0d1,t1d0,t1d1,t2d0,t2d1,t3d0,t3d1,t4d0,t4d1,t5d0,t5d1,t6d0,t6d1,t7d0,t7d1,t8d0,t8d1,t9d0,t9d1,t10d0,t10d1,t11d0,t11d1,t12d0,t12d1,t13d0,t13d1,t14d0,t14d1,t15d0,t15d1,t16d0,t16d1,t17d0,t17d1,t18d0,t18d1,t19d0,t19d1,t20d0,t20d1,t21d0,t21d1,t22d0,t22d1,t23d0,t23d1,t24d0,t24d1,t25d0,t25d1,t26d0,t26d1,t27d0,t27d1,t28d0,t28d1,t29d0,t29d1,t30d0,t30d1,t31d0,t31d1,t32d0,t32d1,t33d0,t33d1,t34d0,t34d1,t35d0,t35d1,t36d0,t36d1,t37d0,t37d1,t38d0,t38d1,t39d0,t39d1
d0.95lr0.1-0,44.792263,123.018845,52.517097,123.81549,67.55677,112.05243,45.176945,112.34841,31.228413,101.83874,59.760147,103.40606,70.33658,99.52998,66.20108,91.29945,69.6155,89.771095,70.06361,78.304436,83.88612,71.346634,88.195816,71.134796,90.3872,71.275444,95.19046,68.80681,105.09454,74.34579,116.99613,76.438866,112.73483,87.90269,119.297935,97.56661,124.98293,98.59617,133.48601,112.74102,140.17766,114.75358,139.27415,125.89784,142.3245,124.07568,142.03342,131.76744,145.0473,130.67885,142.30315,132.62802,140.20042,127.9196,134.61096,129.88881,129.49663,117.04596,120.245964,112.85788,139.39365,92.07386,119.16896,81.19196,119.904755,83.005516,111.42544,76.51164,98.73207,80.09835,90.0015,86.10722,87.155975,76.970634,52.154556,93.929405,51.814636,92.14243,51.269238,94.4283
d0.95lr0.1-1,76.86868,93.55184,66.0051,101.28885,54.199085,100.50051,46.80259,107.03066,44.93429,88.307396,31.160852,57.559372,16.49245,58.937874,9.958436,56.08319,-2.2451563,58.080467,53.413414,81.16841,14.15992,68.89914,44.486473,78.740456,1.6581879,70.90987,37.983868,64.05802,-36.969143,52.80114,-23.56812,65.11824,-32.77721,43.460533,35.93755,56.98928,-19.862972,42.60005,-28.669502,30.41912,44.1519,52.53115,34.09768,48.466522,59.337837,53.51136,29.335398,44.842728,8.865102,46.189552,5.5301585,46.833942,3.6502028,42.49888,-2.7259789,23.842388,-4.3045917,33.020885,-282.5638,19.072998,1.8065968,1.8833103,-7.406873,12.26717,-5.334232,-10.147293,-2.30975,14.62271,0.65244544,6.6107802,3.9907665,-4.6077795,11.092116,-11.678778,13.429877,-23.21807,17.669638,-30.211876,11.678378,-30.374607
d0.95lr0.1-2,98.35623,62.023346,110.12414,67.84053,88.41355,68.01631,65.41848,101.580246,110.516266,50.922176,120.32517,56.42957,100.13184,-29.524101,113.8954,6.5196586,102.66646,-0.8353119,94.06187,-17.600552,75.769844,-10.304005,63.61,-12.24746,-27.440834,-38.118153,1.8314209,-24.801765,-35.128777,-15.696386,54.575447,-73.84564,-41.88333,-41.440254,78.89895,-28.785278,30.736738,20.53254,87.42138,-46.67167,19.669529,43.369446,43.89765,47.086716,64.453255,26.500378,87.818214,14.616404,94.53975,34.60203,104.50507,47.6058,116.83123,52.65764,125.4219,64.94174,111.55632,80.19661,136.64531,60.433384,110.84314,88.260414,140.65804,47.761353,122.4262,16.308361,151.68427,-1.5997567,135.84662,-6.7598953,136.8858,-37.04401,133.783,-55.57406,137.25577,-85.85663,125.8249,-91.93623,130.15091,-99.36142
d0.95lr0.1-3,-9.14988,124.206726,-5.3188043,126.4109,-5.240336,114.56509,-5.685775,143.60126,5.3661156,106.387115,8.644604,119.56679,32.041245,96.99754,34.743305,96.40288,50.335064,75.46293,63.958687,79.23101,72.93158,85.68706,144.4022,429.35327,45.786934,116.18021,35.466164,120.167984,68.92406,115.90724,27.78077,146.31667,81.29808,120.562546,81.1067,123.83587,73.4742,121.49523,85.42988,118.42226,86.50069,123.72754,70.885414,93.091515,72.54677,97.242836,73.24218,88.64021,27.869232,122.09535,38.98294,112.38022,46.57967,113.964035,64.60386,112.86903,25.050354,98.41951,53.618195,93.49423,23.268562,102.60292,89.33029,42.541092,55.049683,40.65222,79.403824,41.67176,51.34801,35.264328,3.9982224,-2.1371746,-3.7277489,11.254038,-0.8440256,4.455204,-151.01102,187.1328,-222.91072,229.62958
d0.95lr0.1-4,9.779562,0.87038994,-7.6361,20.46427,1.4644051,16.75369,4.664245,24.812744,18.42281,32.152435,25.80426,39.825714,17.203825,76.78686,16.32521,90.60306,24.574675,104.30966,29.184858,106.37516,40.922684,111.861305,49.333797,113.78406,58.718178,114.98158,72.199684,111.34538,80.33543,103.56764,93.287186,93.93999,99.27539,76.24839,109.00417,68.74684,109.24824,48.414646,98.14698,-135.48228,148.14069,16.251831,138.36232,-78.28169,159.81117,28.214031,171.4648,25.413816,162.91008,15.936037,180.29625,13.568115,178.64188,11.703508,160.7892,-1.3784428,156.36154,-4.6803074,152.48131,-3.6686869,150.47221,-6.0239687,283.13873,18.287653,166.39131,-5.878805,276.34253,18.815254,120.63093,-13.630391,103.18634,2.6224346,84.93288,12.563809,88.849655,16.09131,76.59611,17.024893,77.73163,20.965958
d0.95lr0.1-5,-37.650883,162.05524,-33.473103,166.39716,-31.023968,168.19843,-25.36418,173.71153,329.4308,95.50353,77.08383,145.0943,342.43494,94.01843,11.471121,153.10654,20.035662,157.06438,29.164303,150.22495,34.303368,148.64977,25.006512,145.53629,52.934227,184.62129,59.669083,181.62413,62.136997,172.26508,71.60291,175.66454,74.70933,160.25897,74.66351,170.10591,86.10574,138.6455,85.666374,123.99744,83.29537,116.4754,128.56299,44.705013,99.46532,42.450592,128.1596,30.764921,97.612946,39.703156,136.72769,28.246696,79.17725,27.538961,79.97399,18.844183,47.563713,-3.9838486,66.72741,-7.3547325,73.37298,-36.234833,78.33954,-30.175415,73.55107,-66.10094,105.52317,-57.73195,95.757454,232.40085,147.47072,-69.54892,135.11325,-69.88258,145.73322,-81.35423,140.79646,-73.40947,137.95891,-78.099434
d0.95lr0.1-6,-38.780827,153.6711,-34.545563,150.68213,-77.06963,189.20294,-84.272385,194.92227,-84.26572,164.95137,-122.12371,175.0394,-99.23367,154.13515,-130.47432,179.9128,-102.48687,148.54407,-125.94562,166.76306,-92.770134,132.37259,-94.45532,134.49336,-76.53627,118.26279,-35.162926,89.14295,14.644733,172.45776,-35.918026,199.63995,19.978722,208.15178,-25.059084,151.97206,-2.6186256,110.72843,-18.147865,182.9787,30.411003,95.803696,35.177345,115.235306,31.753021,111.663574,48.214397,132.97525,61.400337,119.36347,72.89338,127.31309,86.55661,133.70226,110.9615,139.65219,95.926315,141.24936,104.53959,132.6711,104.61181,134.9956,86.81304,211.77463,87.20975,152.5976,86.44446,203.2604,74.334496,135.50058,67.80323,124.39689,69.91517,141.2615,65.126595,128.48286,71.820625,137.92119,71.77933,141.52225
d0.95lr0.1-7,90.02333,2.152698,87.39515,3.6075468,84.38707,3.1700923,82.01822,0.70327115,83.00143,8.155917,86.56161,3.4046156,91.17872,4.408966,88.18716,21.407671,85.974655,13.565595,91.0034,24.389605,67.16409,-27.544512,88.0841,8.132042,76.76242,-29.759602,105.57905,18.610832,113.4762,-1.9027882,128.3643,18.050674,137.69347,20.945955,143.21173,24.555817,138.71346,23.354853,149.8083,32.068855,151.25328,31.654455,165.5407,37.390953,178.36884,38.656063,181.6016,43.687756,183.93024,52.244003,185.19464,64.712975,184.84932,65.939575,184.57233,74.837746,180.39912,79.52872,178.52925,80.79993,174.00108,86.5797,174.80264,84.4264,172.30812,88.73704,168.384,85.7999,166.73393,84.53916,161.4312,82.24677,155.72374,84.45878,156.75993,76.72664,155.96715,80.24369,155.74147,73.394135
d0.95lr0.1-8,126.97741,120.162224,128.5189,120.82007,135.49838,121.751465,138.14502,116.56878,124.65816,120.69008,124.03374,122.78003,202.45946,215.40712,137.78572,147.38718,49.140564,35.255287,32.63644,73.01861,23.725323,89.93224,1.6654177,73.6098,28.41507,92.223335,1.1777209,69.94853,24.99226,89.371956,24.35093,126.83771,22.697716,80.28717,103.40492,117.40546,95.32531,119.94318,94.37658,108.50524,95.115845,105.98994,97.06213,98.1885,97.86762,98.135666,89.02357,91.82969,91.51368,83.32191,85.20403,81.96659,83.61682,78.266655,87.77856,69.01148,87.200386,71.38257,90.85079,72.47196,86.21227,73.806015,88.0804,76.92334,86.04164,75.997894,84.26246,81.36381,84.942825,80.42247,81.77517,89.290794,88.19558,98.89382,82.817825,97.48664,87.685165,106.37637,87.40822,106.77748
d0.95lr0.1-9,230.89772,113.91099,229.07816,95.89285,195.34114,99.776665,190.39551,97.61897,144.29572,78.93698,143.11353,112.42595,99.03899,77.66902,96.08654,86.14491,74.35359,85.619156,39.454723,67.54836,41.048508,69.64136,37.625717,67.62053,51.45877,130.08365,37.078533,58.12464,61.48229,76.19441,48.654808,150.21973,56.424706,127.93333,69.835434,147.40149,39.910168,138.24821,41.265667,133.69458,51.485275,118.26515,36.6603,130.5942,69.41913,45.12872,57.191917,36.54009,74.16058,38.853912,58.001244,26.175335,66.85176,40.972637,33.77384,12.68549,55.53885,10.541315,44.967632,64.39299,74.28682,56.510414,58.77466,30.6566,104.47888,67.71101,122.49408,19.960484,124.47577,32.951527,152.8635,39.075935,128.5592,7.7903557,19.456795,-68.94033,-23.519127,-162.67879,-14.683144,-159.5004
