id,t0d0,t0d1,t1d0,t1d1,t2d0,t2d1,t3d0,t3d1,t4d0,t4d1,t5d0,t5d1,t6d0,t6d1,t7d0,t7d1,t8d0,t8d1,t9d0,t9d1,t10d0,t10d1,t11d0,t11d1,t12d0,t12d1,t13d0,t13d1,t14d0,t14d1,t15d0,t15d1,t16d0,t16d1,t17d0,t17d1,t18d0,t18d1
ata-100065,26.032581,16.786911,25.94215,16.083715,28.394659,19.039806,25.192215,14.956461,28.113806,22.35813,24.93451,13.442859,25.57282,22.974043,25.69859,13.666912,28.297934,21.675884,25.414352,12.891826,25.784939,20.517754,24.810255,12.637763,24.826256,16.070255,24.289074,12.317556,19.203964,12.99933,22.004658,12.772285,21.85361,14.545683,19.96111,12.614601,18.292858,10.616519
ata-100132,20.408173,8.363056,25.754726,9.979291,19.840225,5.3357916,25.667196,11.488266,18.023739,4.5639935,25.35741,11.363612,20.78981,9.921528,26.03438,10.093176,26.048923,12.2078085,29.461605,13.381676,25.86547,11.696438,26.606989,14.072749,25.31152,14.435312,26.285517,12.032074,20.82722,15.349443,24.199554,12.612679,19.504318,14.345229,22.432467,11.893,18.595688,16.470615
ata-100648,26.650545,12.203776,26.021952,11.2619915,28.89016,13.138878,26.4253,11.206385,29.555428,14.355705,25.474747,12.875631,28.465813,13.469461,25.859041,12.384273,33.44931,14.212913,26.865551,13.508211,32.923462,15.393846,23.992073,12.043829,24.882284,16.873234,22.770761,12.691067,27.069141,19.26926,23.629883,12.79865,25.180462,15.285446,23.86118,11.540807,22.795893,16.72853
ata-100651,24.737211,11.531948,24.344507,9.892002,27.241985,10.358794,24.555851,11.518174,26.839529,5.194664,25.94774,12.215608,27.47899,8.810804,25.592598,12.4551935,22.789625,12.109245,23.87677,10.630981,25.64252,9.318319,25.491302,10.538411,29.279228,7.0877733,26.575054,10.760325,26.405064,7.347543,24.288439,10.350767,22.364101,8.176546,25.906254,11.741696,22.034899,7.450366
ata-100652,19.228216,9.139353,18.445518,10.408465,18.104532,11.911919,21.201994,9.580263,19.85764,8.887461,24.090214,8.459052,17.617533,7.4435883,20.575785,10.2346735,15.268414,10.3100605,20.777176,13.133945,15.669413,11.5950575,23.983282,14.474833,20.370825,14.578126,24.677038,14.175423,23.111895,13.771441,25.289814,12.559044,25.573273,13.566688,25.350931,13.805413,25.10809,14.4116125
ata-100695,24.941439,4.675911,27.230095,6.2320995,23.478298,6.040461,26.99332,10.926989,23.338177,12.39817,26.6509,13.212502,21.389685,15.691074,26.20412,13.107705,17.934698,15.373295,22.582615,13.2184925,22.230698,15.547252,20.92445,14.246546,20.030264,16.546822,18.426786,17.525324,18.33605,21.128342,16.035294,20.875937,16.299133,21.92132,15.420821,22.67726,15.3728485,22.120497
ata-100762,25.32816,15.657523,23.695265,11.406984,25.637125,18.042677,25.833382,10.541872,29.86227,13.240454,24.88633,9.631473,30.958052,13.156794,25.746674,10.020988,28.661627,15.979425,24.362537,12.328834,24.98039,18.443275,24.851896,11.68175,30.37005,15.093694,24.354862,10.726661,28.8822,14.170186,26.458328,11.53051,27.586666,12.595612,30.630459,13.040972,30.643202,13.496149
ata-37653,-1.1452466,13.107997,-4.4621224,11.412312,-2.6273046,12.808552,-6.8566656,10.316307,-3.5399294,12.969341,-7.4905553,9.610502,-7.632387,12.60084,-10.620245,12.794565,-5.939765,13.566793,-9.591035,16.51178,-4.151603,13.892108,-7.5150504,16.329962,-3.147134,14.249346,-7.0140214,14.616755,-3.4493248,15.699215,-7.074949,13.279045,-2.7423506,14.647493,-5.4338703,12.794711,-3.9945028,13.160367
ata-37655,-23.637428,18.764347,-20.873247,21.304335,-23.190926,18.675875,-21.646347,20.720621,-23.906599,19.150824,-21.54378,21.547428,-25.815157,17.6909,-22.244473,20.93416,-23.524334,17.911766,-22.43375,19.383331,-21.543022,21.466743,-21.618765,18.891281,-22.771852,22.92753,-21.05541,19.878529,-21.971981,21.405096,-21.948292,18.256498,-23.002115,23.028631,-20.731058,19.289814,-21.058056,21.037468
ata-37673,-17.152779,16.288563,-14.404806,15.62176,-16.930975,15.699586,-12.200921,15.459879,-20.231232,15.13491,-12.253056,14.752611,-19.081993,15.003437,-13.251285,14.358317,-15.563665,17.347683,-15.123604,14.019104,-15.631487,17.321972,-14.897135,14.278009,-14.80281,14.168268,-13.488191,17.04884,-15.002356,13.840756,-14.662855,17.786898,-15.4147625,14.707506,-15.381516,14.56908,-14.533573,14.527976
ata-37798,-22.104887,9.879139,-24.491566,7.5670414,-21.376913,11.702005,-22.560884,7.757861,-20.093325,12.703337,-22.578493,9.24775,-22.175915,11.448739,-23.773563,9.504223,-25.410372,8.70478,-25.122272,8.217779,-26.50096,9.2743435,-24.796282,6.99543,-28.513485,9.672452,-23.198315,8.85701,-24.90504,8.149709,-24.178799,8.043535,-24.311302,8.888866,-22.96688,9.739311,-23.761003,9.713618
ata-37919,-23.41464,16.282425,-20.70034,12.403341,-22.777061,19.556988,-20.814737,13.220982,-22.162384,18.898823,-20.034433,14.490652,-23.501326,17.135859,-21.153543,15.792345,-23.847507,16.161873,-24.058937,16.009588,-24.27592,15.945572,-23.160215,17.362333,-22.8035,14.2526455,-23.113964,15.417217,-20.728174,16.217554,-22.065989,13.250535,-20.12137,14.830322,-21.79195,14.039587,-20.822071,14.263695
ata-38138,-20.229542,16.505013,-20.07978,17.528706,-20.285847,16.69174,-18.39809,18.985714,-20.133219,17.286047,-18.827831,19.456411,-20.19266,18.8488,-18.571709,18.119131,-19.613182,17.77757,-19.139126,16.364635,-19.652433,17.964916,-18.734343,15.93898,-19.825111,19.252237,-18.259579,15.185475,-20.001253,20.162947,-19.927065,12.8288,-20.03455,20.278858,-22.12758,15.204315,-20.844402,18.450092
