id,t0d0,t0d1,t1d0,t1d1,t2d0,t2d1,t3d0,t3d1,t4d0,t4d1,t5d0,t5d1,t6d0,t6d1,t7d0,t7d1,t8d0,t8d1,t9d0,t9d1,t10d0,t10d1,t11d0,t11d1,t12d0,t12d1,t13d0,t13d1,t14d0,t14d1,t15d0,t15d1,t16d0,t16d1,t17d0,t17d1,t18d0,t18d1,t19d0,t19d1,t20d0,t20d1,t21d0,t21d1,t22d0,t22d1,t23d0,t23d1,t24d0,t24d1,t25d0,t25d1,t26d0,t26d1,t27d0,t27d1,t28d0,t28d1,t29d0,t29d1
cat-0,9.729336,-4.5593724,9.806046,-3.0960567,8.936739,-2.4089382,7.1236906,-2.3991857,7.1565638,-3.2519708,8.660699,-3.2405472,8.806456,-5.10651,9.752816,-4.753072,9.249642,-5.3969717,10.366792,-6.0906706,9.9799,-6.033402,9.179999,-7.5892878,7.5726757,-9.193675,5.4070683,-11.779697,3.6355977,-14.412682,2.8787053,-16.860909,2.0039957,-17.46821,1.770654,-18.58116,1.336388,-17.384865,0.8912585,-19.26643,2.3962436,-18.349037,0.116844416,-19.18575,1.7117021,-18.973831,-0.899257,-19.319712,1.0863736,-19.507376,0.072992444,-19.710236,0.8121622,-19.331701,0.7934238,-18.53893,-0.2452284,-18.88411,-0.20669961,-19.12935
ship-1,0.81641287,19.901482,-0.6591469,18.724037,-0.7171782,17.42101,-1.4118942,18.26251,-1.4689385,18.669554,-2.7767386,19.90614,-2.4157298,16.443636,-2.400632,16.482313,-2.2763877,16.81592,-3.1663995,17.276417,-2.4446185,20.609539,-3.239718,20.94023,-3.451939,20.214565,-3.0120084,20.762587,-3.1539996,16.70361,-2.0520663,17.515936,-3.4111583,17.141773,-4.1742086,16.049248,-4.520308,14.155922,-5.041007,13.837923,-5.102043,12.311346,-4.4782596,12.9791355,-4.111081,13.785766,-4.544655,12.224594,-4.4136486,13.514683,-4.019928,12.685791,-4.59593,16.613031,-2.7805812,17.050951,-3.1677387,17.166765,-3.1533415,17.530083
ship-2,-3.9082358,20.784615,-3.2324271,18.6498,-1.6658987,18.043865,-0.7243445,19.197294,-2.1843708,18.909233,-2.0106745,19.730644,-2.4084754,16.131605,-1.1745511,17.021732,-2.7383664,16.30376,-1.8679037,17.822983,-3.2085853,18.2913,-1.2998608,20.402615,-3.4061513,20.293823,-1.4109924,20.7803,-2.577829,19.015804,-1.9106706,18.44869,-2.039967,19.720293,-2.4182796,16.885128,-2.740551,15.863333,-3.4394777,14.762852,-4.087053,12.709108,-4.2070403,14.471303,-2.5395699,19.823761,-1.5832497,20.492157,-2.071909,19.730286,-1.9197682,21.288862,-2.117822,20.949633,-2.9594305,18.067705,-3.068051,18.678082,-2.3528488,17.726227
airplane-3,-5.6589136,21.865078,-4.8244705,22.795647,-4.287339,22.128483,-5.313112,24.117153,-4.053439,23.741014,-4.6261706,24.059406,-3.5476844,22.461561,-4.0802894,23.61793,-5.081633,21.638666,-4.6868353,22.914843,-5.728739,21.423397,-6.2097735,21.303928,-6.9093676,21.105358,-7.0677223,21.146078,-7.4456716,20.637827,-8.221214,20.590054,-9.369478,20.394356,-9.672861,20.650646,-11.05891,20.49091,-12.998174,20.7571,-13.548713,21.260382,-13.208656,21.674833,-13.441927,21.423817,-12.525291,21.793428,-14.37505,21.577414,-14.338267,21.89502,-14.507013,22.05111,-15.045567,22.323278,-15.463474,22.59843,-16.551037,23.069286
frog-4,-5.9485435,-12.408049,-6.129366,-10.858261,-7.193289,-11.690962,-6.961225,-9.770052,-6.2883034,-11.066093,-6.5943427,-10.274896,-7.7840853,-13.443748,-6.6901608,-12.020785,-7.756717,-12.770262,-6.7140913,-12.927782,-7.8701916,-12.493587,-8.111959,-12.599193,-8.248042,-13.701897,-7.130224,-11.698313,-8.271502,-12.206018,-8.228924,-10.892531,-9.021185,-13.104919,-9.737556,-12.593313,-9.979374,-12.564279,-11.279053,-13.615199,-11.396055,-13.883722,-11.37693,-13.35767,-11.710147,-13.355537,-14.933553,-14.168642,-14.594384,-13.924021,-13.892904,-13.240192,-14.182528,-13.271328,-15.88935,-14.542204,-16.256004,-14.758365,-16.365993,-14.322623
frog-5,-8.295333,-19.654362,-5.822317,-20.945225,-6.4181833,-19.502167,-6.868917,-18.704638,-10.705294,-19.973763,-10.13191,-18.512318,-9.697741,-18.709183,-11.393711,-18.502337,-11.695945,-19.886387,-13.314337,-19.134907,-12.962706,-19.442759,-14.187068,-18.45192,-13.475049,-18.988235,-14.595998,-18.087126,-14.2603035,-18.26114,-16.107727,-17.779041,-15.313799,-18.190193,-16.408314,-16.810562,-17.10998,-17.416431,-16.022202,-16.521545,-18.557281,-16.96647,-16.794943,-16.427204,-17.542889,-16.228601,-15.995756,-16.634,-15.649136,-15.792604,-16.76301,-16.497938,-19.256227,-16.18499,-17.397137,-16.833721,-17.796143,-15.830584,-16.573042,-16.048817
automobile-6,-1.4488908,8.470308,-1.933631,7.888626,0.10611606,9.703456,2.1318977,8.281707,2.6184556,8.9839525,3.478771,7.225512,1.3644203,8.637735,-0.95856476,7.7335873,-1.067914,8.0946455,-2.316279,6.8358316,-2.8446999,8.216076,-3.249724,7.934466,-3.2516067,9.0716095,-4.3436613,7.752697,-5.179641,7.3671265,-5.9909396,6.9508305,-6.592575,7.5664682,-5.1230154,8.442679,-8.260342,7.2437134,-5.6765246,8.693829,-5.90252,9.850213,-6.4907093,8.546455,-5.7655697,9.095875,-5.3277855,8.926774,-7.268196,7.6216984,-6.7407017,7.9196577,-7.0805717,7.891298,-6.3768253,8.228098,-4.9948807,8.233189,-4.995261,9.468544
frog-7,-8.792286,-12.781225,-9.982936,-13.13516,-10.962555,-13.86731,-9.73374,-12.921558,-9.722655,-14.487817,-10.210253,-13.747739,-8.965664,-12.688939,-7.786862,-11.340715,-8.403248,-10.049708,-8.205678,-8.969486,-7.6935987,-8.401248,-9.255086,-8.156818,-8.009339,-7.391567,-7.3310103,-5.9910984,-6.435324,-6.095785,-5.7430167,-5.0775933,-5.250506,-5.957991,-6.5708275,-6.3660536,-5.426054,-7.9305305,-6.3256207,-7.670812,-5.9664774,-5.4307117,-5.352422,-6.88048,-5.770047,-5.5043087,-5.9628544,-6.0426044,-4.9666653,-5.3010287,-4.8506837,-6.5524282,-5.32006,-4.6997056,-4.583472,-6.7975063,-4.2059693,-6.251292,-4.1283846,-7.101297
cat-8,4.9336967,-5.639529,5.921762,-4.5324063,6.765827,-5.296725,6.49622,-4.730923,5.8708367,-4.86636,9.645826,-4.5820546,10.174682,-4.1912827,11.090815,-4.523327,10.517816,-4.799804,10.002314,-5.4210463,9.620242,-5.616447,8.084671,-6.722501,7.039256,-8.440852,4.2169566,-10.298751,2.241437,-13.465867,2.3743334,-13.887486,0.944818,-15.3068285,1.0222807,-17.722054,-0.28797996,-18.744125,-0.15050197,-19.154404,-1.1379852,-19.086748,-0.08104646,-17.789597,-1.1415119,-18.637817,-0.18840432,-18.491268,-1.0867603,-18.090076,-0.101664186,-19.76584,-1.1504666,-17.037283,0.26511264,-19.624275,-0.7639257,-18.606915,-0.34828067,-19.477943
automobile-9,2.2882464,16.72185,3.0116782,13.534271,3.0684307,11.747917,0.22025311,8.563557,-2.0508704,7.7799716,-2.7836123,6.947787,-3.6416135,6.59056,-4.752424,6.2866406,-3.902526,6.105976,-3.439399,6.186408,-3.5995512,6.2399917,-5.1719947,6.0575657,-5.138668,6.16901,-6.347006,5.9935727,-6.1526337,6.1490164,-6.4663897,6.020279,-6.545064,6.0450773,-7.713413,5.7732034,-6.4382887,6.484974,-7.150321,6.801824,-6.586994,6.7104106,-7.1908774,6.697486,-8.255665,6.000314,-7.654035,6.449614,-6.5927086,7.0043106,-7.6880403,7.118906,-6.8953695,7.1683855,-6.8258986,7.3080153,-7.612095,7.007755,-6.6452246,7.145795
