id,t0d0,t0d1,t1d0,t1d1,t2d0,t2d1,t3d0,t3d1,t4d0,t4d1,t5d0,t5d1,t6d0,t6d1,t7d0,t7d1,t8d0,t8d1,t9d0,t9d1,t10d0,t10d1,t11d0,t11d1,t12d0,t12d1,t13d0,t13d1,t14d0,t14d1,t15d0,t15d1,t16d0,t16d1,t17d0,t17d1,t18d0,t18d1,t19d0,t19d1,t20d0,t20d1,t21d0,t21d1,t22d0,t22d1,t23d0,t23d1,t24d0,t24d1,t25d0,t25d1,t26d0,t26d1,t27d0,t27d1,t28d0,t28d1,t29d0,t29d1,t30d0,t30d1,t31d0,t31d1,t32d0,t32d1,t33d0,t33d1,t34d0,t34d1,t35d0,t35d1,t36d0,t36d1,t37d0,t37d1,t38d0,t38d1,t39d0,t39d1,t40d0,t40d1,t41d0,t41d1,t42d0,t42d1,t43d0,t43d1,t44d0,t44d1,t45d0,t45d1,t46d0,t46d1,t47d0,t47d1,t48d0,t48d1,t49d0,t49d1,t50d0,t50d1,t51d0,t51d1,t52d0,t52d1,t53d0,t53d1,t54d0,t54d1,t55d0,t55d1,t56d0,t56d1,t57d0,t57d1,t58d0,t58d1,t59d0,t59d1,t60d0,t60d1,t61d0,t61d1,t62d0,t62d1,t63d0,t63d1,t64d0,t64d1,t65d0,t65d1,t66d0,t66d1,t67d0,t67d1,t68d0,t68d1,t69d0,t69d1,t70d0,t70d1,t71d0,t71d1,t72d0,t72d1,t73d0,t73d1,t74d0,t74d1,t75d0,t75d1,t76d0,t76d1,t77d0,t77d1,t78d0,t78d1,t79d0,t79d1,t80d0,t80d1,t81d0,t81d1,t82d0,t82d1,t83d0,t83d1,t84d0,t84d1,t85d0,t85d1,t86d0,t86d1,t87d0,t87d1,t88d0,t88d1,t89d0,t89d1,t90d0,t90d1,t91d0,t91d1,t92d0,t92d1,t93d0,t93d1,t94d0,t94d1,t95d0,t95d1,t96d0,t96d1,t97d0,t97d1
bubble-0,89.41254,-20.225845,89.524635,-20.593796,87.90622,-20.025755,85.10951,-18.761278,79.94002,-16.098152,71.38549,-12.985425,59.95996,-11.662048,47.41416,-10.189187,34.982475,-7.5262594,25.237522,-3.194177,13.848597,17.33395,10.063178,38.46535,-1.2494711,75.968575,-9.27326,106.395065,-19.463665,131.46898,-25.519047,151.94365,-19.178083,174.17786,-16.251131,191.48654,-12.166863,195.81076,-12.663618,203.68964,-14.396963,204.00883,-28.365093,200.78319,-34.264393,188.43796,-46.653217,168.33109,-47.184196,257.78326,-88.20889,145.76088,-103.071625,132.26088,-119.44046,122.841705,-135.87425,111.17149,-148.14563,99.520294,-156.55753,86.549515,-162.23909,77.449036,-162.28535,64.54786,-159.12302,53.223583,-149.8948,40.65083,-137.9215,30.863459,-125.79899,22.152443,-107.728004,15.125953,-90.52989,9.373201,-67.42227,-0.54795873,-52.74445,-14.692886,-30.97866,-18.672121,-14.804236,-18.1977,11.502174,-9.10111,35.90698,6.0975733,56.1537,11.964752,70.99481,16.68634,79.95688,43.29878,79.45094,48.909657,105.57829,33.894466,95.95061,25.766714,116.75583,-15.69096,117.73896,-23.777485,129.40958,-72.82161,131.75677,-115.346695,132.52214,-137.20227,119.31284,-152.03165,119.883194,-178.76135,117.967636,-191.46227,130.41512,-204.47269,144.47507,-206.29344,156.11131,-208.69034,167.00496,-213.14214,183.60944,-199.24107,197.03085,-199.51395,205.97641,-212.9616,211.45515,-227.28778,213.17993,-238.376,210.75986,-249.39809,203.45848,-255.21008,189.39218,-254.00056,169.70216,-248.30449,151.5203,-248.55412,125.821724,-236.22943,105.35617,-234.58516,86.48335,-228.49695,67.45334,-213.50291,51.00588,-196.67494,23.136894,-183.67068,1.2139577,-173.9174,-18.692833,-162.85527,-35.87137,-148.82393,-57.823544,-132.05458,-80.04078,-123.77431,-101.01173,-108.93631,-124.73056,-97.16928,-140.48685,-84.359375,-154.34369,-72.25341,-168.50574,-57.141514,-177.83282,-42.29583,-187.4511,-29.936226,-194.65892,-20.093138,-195.4106,-12.688721,-197.67668,-6.2942543,-197.05283,-2.5438313,-196.77441,0.09223223,-195.16733,3.416954,-193.50923,5.2855453
bubble-1,182.69942,-38.813553,185.13828,-36.222065,187.66217,-37.6278,188.42464,-37.78924,189.9013,-38.008617,189.39821,-42.6752,187.38611,-45.412285,183.36273,-54.46681,178.04695,-63.298412,173.64403,-73.907684,164.795,-91.11671,153.44954,-104.44162,137.19356,-112.64591,119.57752,-115.011665,103.97286,-122.53073,85.07353,-136.60735,78.65496,-152.61119,71.1098,-169.5692,64.37562,-187.08171,58.918816,-201.7993,51.218773,-212.2485,42.284706,-221.01482,31.783785,-227.73375,19.384409,-232.57205,6.044918,-235.16261,-8.421297,-235.88089,-23.032877,-233.60852,-38.06939,-229.70163,-53.274826,-224.699,-69.78657,-217.4147,-87.75246,-205.38933,-100.70247,-191.23317,-103.46498,-184.11652,-109.13094,-182.69688,-142.68854,-147.75247,-148.11743,-113.80528,-153.10965,-115.50361,-149.40205,-102.81036,-167.97179,-131.26591,-191.85005,-155.4931,-192.6201,-167.42957,-185.82088,-173.07755,-176.35225,-177.04367,-166.23299,-180.70709,-157.04564,-184.77899,-146.70883,-186.18513,-139.55763,-187.12888,-127.75406,-181.12807,-122.3249,-175.00557,-107.688065,-180.57199,-91.219345,-190.98749,-102.265236,-172.01184,-90.95523,-175.59854,-100.49044,-150.95197,-113.22227,-128.27821,-117.60759,-119.735794,-126.50559,-111.485054,-127.31952,-104.58044,-113.11757,-115.39021,-30.786175,-209.9079,132.42184,-403.44775,173.85217,-445.6387,198.93617,-466.77206,261.3557,-532.1339,199.21658,-447.83923,175.163,-413.87762,132.48105,-361.28717,-44.701675,-138.99408,-134.85811,-16.038479,-139.38477,30.309282,-122.26961,53.205135,-120.63378,66.49378,-108.90866,79.94415,-97.165375,90.41349,-81.89718,99.77998,-59.058456,108.49366,-35.572945,108.807304,-8.310904,105.49233,23.337265,110.30083,59.937336,119.479836,86.36993,137.42897,113.09999,154.34024,148.03366,173.85283,177.50386,185.61017,208.68282,193.7604,238.019,200.27104,267.2043,203.51013,292.1843,183.14551,303.15442,164.24757,309.59055,144.5256,311.7134,126.198555,307.99545,111.83988,299.7188,96.10865,287.10852,83.61187,270.41833,71.568214,254.27913,65.73014,242.83363,66.90609,236.90976,67.991035
bubble-2,183.91881,271.0172,183.71579,269.76843,182.9219,268.12134,179.72034,266.77814,173.55023,266.26596,163.47014,265.23566,150.11821,263.97705,134.61711,262.5354,116.956535,261.77527,97.492966,260.5338,74.2264,262.1942,53.66557,271.48856,29.352793,285.46118,4.969673,293.56512,-15.078953,300.1707,-31.38934,306.6113,-45.076736,312.54706,-56.131718,317.7606,-63.812035,321.32748,-69.922386,324.21573,-73.4481,324.55212,-70.93873,324.0776,-67.39528,322.95996,-61.328148,321.9426,-52.371864,317.00623,-40.913006,312.78265,-27.255983,306.1055,-11.776686,295.44574,2.55693,280.94727,16.525637,265.2986,34.511993,250.26276,51.62328,247.62227,63.991913,245.35669,77.63678,245.29393,91.64668,245.0594,104.20168,242.92963,115.31582,243.15962,124.53809,245.36531,130.9194,252.41156,133.14383,263.64066,120.660065,270.18747,107.71773,267.84714,96.58528,260.48856,84.726524,250.28322,71.74938,238.7755,60.18536,227.87602,51.016018,217.20038,51.385174,205.93349,37.05443,191.64763,18.66739,169.01004,-10.291893,147.6055,-53.857773,120.25963,-90.73429,98.16223,-146.17355,71.63661,-185.66681,36.339092,-209.69208,5.3821983,-234.84789,-25.912119,-239.69446,-63.54964,-223.77773,-80.43626,-186.81628,-91.60086,-149.42317,-114.29461,-99.00892,-177.8909,-40.313995,-217.84189,17.13238,-199.35376,67.78589,-250.7485,134.51254,-204.66669,164.33334,-217.42563,209.78024,-152.34811,246.41269,-99.05945,236.83762,-84.595764,207.9656,-91.18237,184.7039,-95.243904,148.65158,-106.57286,116.86806,-99.85364,87.71899,-93.65835,55.72622,-77.35985,31.551888,-68.624176,20.884203,-62.8319,17.644255,-55.631863,20.738102,-45.452667,38.288998,-44.70128,55.217686,-42.926548,75.95973,-2.4107819,92.45018,40.819088,84.06045,-44.388626,113.26915,-13.882554,121.97226,-96.88963,142.38174,-139.87044,163.88048,-150.26791,184.57349,-156.6975,202.6487,-157.46788,215.90643,-153.99358,224.21736,-150.38965,229.38512,-146.3192,232.48012,-142.18712,233.74292,-138.99197,234.31535,-136.77068,234.74748,-135.47633
bubble-3,190.04337,4.903491,188.27461,6.5582185,184.50287,8.228605,179.8746,9.3735075,175.22693,12.637358,171.90591,17.347733,175.39272,27.924294,185.20604,55.69727,187.75467,72.505196,166.87616,103.73393,169.12004,115.70494,168.12762,129.49492,167.07361,132.29341,160.23303,143.31969,160.47986,157.4612,162.01105,162.30278,160.51411,168.96552,153.63246,180.82802,168.59904,180.74748,249.99176,143.09938,320.79678,111.541534,295.4027,132.11278,342.3204,114.36702,310.8095,195.14975,383.04272,278.5403,256.07202,236.51727,150.13522,242.49768,130.56744,258.77057,128.74245,266.18445,128.7906,271.79507,129.4437,275.66898,130.40138,278.314,131.19022,279.8994,131.39618,280.68442,130.61276,281.15335,128.42827,280.9306,125.28156,280.11963,120.41736,277.56415,115.12933,269.89783,112.88417,257.36163,123.00819,249.69049,135.15552,250.4335,155.73125,237.19576,169.06227,232.56703,182.37344,230.3007,196.98447,228.82822,210.85432,222.44847,226.24428,224.02054,238.77843,222.11647,246.56291,216.64882,256.8608,212.22218,264.46,206.7832,274.87234,202.27875,280.73962,195.48056,284.5183,187.55524,286.99173,178.54985,288.50696,169.9543,290.47147,162.11293,292.78143,155.15172,286.49347,150.94234,267.28568,153.78368,270.94766,156.78905,243.7387,286.6734,204.08826,626.18463,217.6167,699.15857,217.65602,710.0238,219.4195,781.7928,213.04434,783.1887,273.27576,508.65088,269.9703,402.01718,236.36693,393.212,183.22705,362.70013,142.05534,350.133,87.634575,305.37573,18.620289,252.63306,0.9828992,215.09326,-16.220787,192.0426,-30.543348,168.86633,-42.221786,142.66061,-98.54447,97.80179,-341.11057,-4.118725,-315.55554,-31.804668,-337.44635,-75.55676,-88.76964,-43.0566,-22.496798,-53.699337,-14.671701,-88.58904,18.128021,-105.42359,39.34514,-132.7302,64.49586,-150.54712,75.78986,-170.54214,89.00135,-179.98161,112.63379,-175.74364,128.78189,-172.45216,135.63956,-171.92134,139.2395,-171.36734,142.14105,-170.5381,144.27998,-169.87016,145.3295,-169.49817
bubble-4,89.84904,295.0193,89.17761,292.99747,88.14953,289.41852,85.4567,284.35394,82.08761,277.75824,78.09307,270.6278,72.42409,262.52954,66.18237,254.4601,59.639793,245.75804,52.81687,234.9559,47.051716,223.66182,42.99176,211.92978,37.51117,196.99223,31.110151,187.92776,25.68808,179.53284,-6.148487,176.91165,10.9472065,150.79922,2.2807794,133.78725,2.905806,103.9694,10.911175,66.76339,156.86627,-210.58673,-5.473661,35.209267,-5.3465366,40.53712,-12.770672,48.196136,-31.615196,42.85719,-56.701862,36.101177,-101.24971,27.820484,-142.6939,20.552162,-196.07559,16.647362,-256.4798,13.45681,-310.26575,9.903436,-360.8873,11.713892,-391.3912,13.451912,-413.4304,14.704924,-415.08432,23.150944,-406.57935,33.517548,-377.6502,45.579227,-319.11258,83.18701,-145.10172,214.53546,-122.95015,210.08203,-75.387405,233.73303,-182.55692,121.45142,-184.29189,101.758804,-163.55444,95.609634,-139.68834,79.33615,-116.40842,57.82282,-92.578575,36.762207,-63.73833,12.226187,-35.71147,-13.41408,-13.267716,-43.02778,16.09933,-74.70606,39.447754,-89.61099,61.886276,-109.5634,93.02805,-140.05042,117.7508,-171.59483,117.84991,-170.03966,128.66843,-186.15756,136.76651,-171.44034,143.05656,-170.4653,132.18324,-175.09724,122.594284,-175.00163,108.44316,-180.73265,86.56893,-184.62624,69.17743,-191.66609,44.020466,-196.76703,35.709946,-213.53973,24.390882,-226.52351,12.035404,-240.03325,2.3964972,-252.00562,-6.3153033,-262.97873,-9.884102,-272.03378,-9.436836,-279.73325,-5.8275795,-287.25067,1.2637053,-293.45886,10.830322,-298.17017,22.160309,-301.62555,34.907185,-303.13412,47.52638,-302.5543,62.058914,-298.69504,73.71285,-294.0913,88.55948,-288.88528,98.57374,-287.685,101.96744,-285.59903,116.97925,-289.46118,129.93933,-288.96457,141.27773,-287.76755,150.95616,-286.2725,160.01703,-284.8448,169.2704,-283.66602,179.04411,-282.62506,189.6266,-279.17578,199.24391,-273.8158,207.01826,-267.89236,213.49654,-262.8892,218.71024,-258.903,222.71043,-255.99248,225.40236,-254.08977,226.79839,-253.20702
bubble-5,90.74011,229.108,108.39762,223.54327,137.15144,213.67851,165.68253,212.27112,197.55508,210.51674,231.78195,214.27264,254.02122,222.62212,277.9684,234.78955,283.86362,256.0499,288.52866,282.9902,275.42798,316.76553,264.03076,353.38458,239.81284,391.19794,218.39934,425.52023,201.72267,453.01532,180.4947,472.8554,166.46971,481.86813,164.12473,477.67325,167.48997,462.95575,171.59723,439.23672,175.0253,409.4332,177.44586,376.41348,179.04112,341.8272,179.27477,310.12238,178.567,281.63617,176.08371,259.81638,171.31824,242.09515,163.73503,229.22539,156.28098,221.19695,146.94063,218.63062,136.63464,218.68521,125.10503,219.35074,111.87147,218.88503,97.70411,216.92592,82.41421,213.618,68.81971,208.82758,57.64904,202.26637,51.215626,192.32985,50.694523,181.36847,51.20372,169.81366,52.151936,158.3316,54.350075,144.85262,43.723736,132.44731,34.041286,126.80676,32.827446,123.893974,21.520523,119.72712,11.9042635,119.548584,3.8281193,121.7636,-19.94801,106.73934,-20.647324,122.96557,-37.407715,130.6191,-57.910877,146.54384,-68.10621,142.47044,-87.94868,146.45277,-103.08169,159.19048,-115.54141,164.42982,-132.2008,167.8506,-144.84871,168.00502,-155.48,165.80438,-173.04913,153.99408,-176.00198,162.37077,-181.97928,160.70927,-188.0724,158.01498,-194.92029,152.27171,-200.74777,146.52875,-203.40099,140.9377,-206.22278,135.42694,-207.13824,127.82048,-211.74324,118.72098,-211.86032,105.925,-208.90125,91.38373,-206.40462,76.85694,-196.45947,59.72896,-190.70741,41.10793,-179.32552,31.814247,-162.84435,18.506552,-134.60481,-41.302757,-96.713776,-238.49718,-56.180573,-440.72595,-27.018185,-398.42346,14.132708,-534.1561,38.99973,-424.23502,66.9662,-551.2531,72.21133,-441.95862,105.67028,-193.28882,95.76675,-207.14606,94.61326,-149.43628,91.19636,-128.18202,81.2037,-129.91223,77.73158,-137.13358,72.95308,-139.64987,64.02708,-143.38753,59.661583,-150.12401,55.99236,-152.8277,53.86988,-150.58522,52.79676,-149.54099,52.761997,-149.05203,53.070015,-148.72183
bubble-6,29.389343,-280.7749,29.591396,-279.9232,28.442835,-278.75677,27.337814,-277.4495,27.89378,-274.84967,29.518393,-272.42062,34.680103,-269.77707,41.803326,-267.04205,51.1305,-263.89737,59.306366,-260.13937,70.16193,-249.52667,82.662254,-232.18475,97.84319,-220.86928,108.92649,-220.17804,117.48122,-207.95888,125.354126,-190.0145,138.20618,-199.18468,146.44397,-207.133,156.19995,-220.35995,166.62582,-219.33736,181.41103,-217.42152,195.13963,-213.33847,205.99377,-206.87465,216.05466,-198.80717,228.08388,-190.95703,243.1003,-174.26292,265.5489,-157.53458,285.07834,-132.99136,303.05548,-109.86842,319.82614,-88.76881,328.24057,-70.25591,332.70203,-55.341087,340.16687,-41.288467,341.19608,-33.160786,342.45093,-32.12448,337.4358,-34.865173,330.86517,-39.14174,321.39795,-46.55113,310.2617,-60.850414,291.84296,-78.97882,273.1454,-100.632996,255.58853,-118.67742,238.10481,-134.30345,220.34804,-146.39725,202.42764,-151.87784,188.348,-153.86604,179.25038,-157.09225,179.36096,-172.93343,180.52623,-186.16768,165.53758,-167.49728,160.13963,-173.30869,131.32166,-141.41725,117.465294,-136.69987,81.72055,-98.69738,47.936043,-62.986744,18.890898,-50.730484,-8.14053,-35.045227,-32.092888,-18.900776,-54.66438,-2.8260424,-73.337456,21.602291,-88.98415,47.868084,-93.46138,77.52353,-82.98221,118.278435,-61.609974,127.22432,-32.82081,140.35814,-5.4183073,146.96152,28.17144,144.99384,67.47066,132.52225,105.21787,121.23803,139.25418,111.2152,170.74934,99.27715,200.35352,90.88332,225.26663,86.15122,246.00046,83.89988,262.61813,85.62792,275.04913,90.03787,285.13965,96.54126,293.52682,103.93561,298.8793,108.965904,301.5978,111.75453,302.91678,112.278496,302.9234,112.124245,305.4352,109.66547,306.23926,104.65678,306.57285,96.75593,306.5358,87.12963,306.18332,77.39204,305.84955,65.76376,306.28424,53.310844,306.20465,40.237694,306.27887,28.375978,306.32526,17.564604,306.3558,8.08523,306.47366,-0.827177,306.41483,-7.6827087,306.50497,-12.9377365,306.48706,-16.086134,306.65994,-17.782728
bubble-7,-41.636505,-197.02066,-14.872644,-210.25206,-11.695751,-198.13011,-7.8247814,-198.86572,-11.180922,-202.62769,0.7362287,-190.35439,-11.688941,-176.37447,-13.808918,-138.80127,-26.435352,-185.19193,-38.200607,-218.04884,-50.73394,-231.03572,-64.15178,-243.91302,-78.35173,-257.57382,-93.54173,-269.77747,-110.566154,-279.70142,-126.2752,-287.60056,-142.61078,-294.60364,-161.8691,-296.18707,-181.65033,-295.58975,-200.6782,-290.25534,-218.94443,-279.46466,-235.96248,-265.64355,-253.16197,-250.52687,-271.3506,-236.0497,-287.3225,-221.22702,-297.388,-202.44836,-308.29736,-189.0792,-314.07935,-174.48245,-318.86026,-163.6524,-317.06305,-152.33572,-314.48184,-147.44264,-307.40808,-143.50299,-300.34656,-142.05898,-295.01862,-145.78984,-289.4574,-151.7928,-284.22034,-160.37843,-277.86832,-169.23799,-270.8509,-178.64922,-262.9548,-186.04645,-255.66112,-191.14194,-251.12347,-190.70126,-252.44408,-186.80972,-259.41245,-186.2307,-265.63544,-189.9971,-268.9318,-195.4537,-268.04297,-200.52629,-264.8405,-203.59285,-259.80542,-204.95662,-252.77295,-204.60574,-245.48462,-203.06313,-238.16592,-202.67287,-231.83556,-196.00272,-225.12523,-193.62677,-216.79756,-188.90628,-209.57274,-187.52817,-206.96552,-186.31783,-206.54285,-184.15977,-207.2283,-180.39064,-208.62321,-174.54515,-210.63663,-168.06111,-213.51993,-162.34985,-216.22116,-155.76984,-217.7911,-147.10991,-222.23122,-137.93367,-217.3614,-122.97825,-210.3803,-106.97374,-197.86705,-85.28855,-189.43962,-68.876236,-179.9296,-56.35235,-168.85759,-43.65686,-161.0077,-38.154026,-152.86833,-34.468845,-143.14034,-39.94993,-124.84497,-47.78824,-113.11194,-51.763237,-108.748314,-52.720116,-90.02214,-69.48783,-72.978,-67.2663,-138.57095,-59.28888,-185.59973,-39.069424,-216.4238,-12.951774,-236.72798,1.6229422,-258.93665,15.442575,-281.9761,30.517172,-299.14798,37.49741,-311.67905,39.53718,-322.5481,40.118835,-333.00345,40.2395,-343.41644,40.064766,-353.7503,39.73943,-363.442,39.376213,-372.36844,39.169838,-380.24414,39.067497,-387.06033,39.055893,-392.64578,39.101776,-396.9424,39.173264,-399.8261,39.234734,-401.30972,39.27649
bubble-8,29.22206,328.71536,30.866526,327.60748,33.895607,326.03918,38.07838,323.7668,42.986088,320.88776,48.63134,317.35397,54.967304,313.05136,61.537975,307.77737,67.91906,301.5741,74.635155,294.03455,82.37102,283.63657,88.68314,262.8733,95.696785,241.39093,105.3194,217.52097,110.142876,185.76036,115.9539,149.08725,131.77261,103.90576,143.31609,51.596355,143.77844,-8.022243,149.15468,-70.99284,141.56409,-138.2489,135.0244,-180.54282,125.835266,-217.05212,110.08659,-245.50607,89.27782,-265.95895,68.143875,-276.66257,51.88744,-269.87268,29.587624,-262.70596,11.598002,-237.4395,-6.8391933,-214.29395,-18.612206,-200.5567,-17.082563,-190.13112,2.519003,-185.69174,31.711582,-181.16393,52.657417,-176.29535,78.83655,-171.70389,103.5168,-159.22447,117.039116,-146.9001,136.67772,-143.57178,134.97495,-133.37463,130.39687,-123.555695,119.70504,-111.152214,86.7271,-90.34691,53.78298,-75.28897,28.369846,-64.99662,3.7963135,-56.565533,-19.739557,-48.471752,-41.711475,-40.780743,-63.93406,-34.025906,-74.61331,-32.540615,-90.68229,-25.209719,-104.54881,-26.362535,-124.38097,-22.846119,-125.72485,-23.955242,-131.69838,-21.934437,-139.69492,-24.99918,-145.44652,-27.34525,-150.33084,-30.63342,-164.09373,-30.957355,-215.73817,-22.92479,-217.96732,-27.237766,-225.49399,-29.161036,-192.44757,-34.42344,-192.46278,-35.701992,-201.43944,-36.29598,-208.96095,-36.922695,-217.51987,-37.086456,-226.7918,-37.84424,-237.00706,-37.900734,-250.66779,-45.057995,-260.00537,-54.052402,-260.84473,-62.474506,-261.4499,-67.70333,-255.43436,-69.06348,-248.10132,-70.78789,-237.65173,-76.52567,-219.97182,-86.64609,-203.20274,-104.33085,-190.99805,-105.05521,-179.68196,-108.78133,-162.80502,-106.12907,-153.88425,-104.96758,-143.17413,-124.73795,-140.40007,-144.97957,-141.09386,-171.51346,-143.37679,-189.11453,-146.01205,-207.19292,-147.02087,-222.63261,-147.03885,-235.95335,-147.3751,-249.29698,-147.75098,-261.62958,-148.09648,-272.61987,-148.58983,-282.07404,-149.2277,-290.19568,-149.83029,-296.8558,-150.37367,-302.00772,-150.75726,-305.4796,-150.98409,-307.2819
bubble-9,171.57501,136.41522,170.0658,138.24397,166.73557,142.01254,161.39232,147.61543,153.15253,153.51686,144.26926,160.15738,134.06094,166.4833,123.34997,174.24626,109.41729,178.08354,91.86732,179.93312,87.05762,194.63872,79.83527,205.98009,67.30637,213.56567,53.170296,219.91074,38.400604,230.24582,28.533176,239.49002,20.564613,247.93776,14.637618,254.77455,9.280434,260.1021,8.141228,267.2102,12.08025,275.6894,9.802566,282.6969,1.7911677,278.0189,4.088111,282.446,-5.3274336,276.5377,-14.858436,271.40585,-21.79138,269.2117,-29.677437,269.5051,-35.519123,270.5393,-37.353386,269.61053,-31.475725,269.29047,-12.82091,269.6379,16.241505,240.04022,45.087708,205.75911,84.27118,163.78947,127.78826,115.34818,154.73979,58.065624,215.52657,32.29876,295.52148,46.83666,201.81349,23.18905,95.84515,77.862335,-39.08033,63.118378,-26.234722,167.70233,-106.032845,235.41321,-156.92593,242.63013,-215.6494,274.09604,-234.25569,235.0679,-285.74097,241.32285,-284.81702,185.70744,-278.88303,124.019684,-294.64215,106.81255,-315.47784,110.19603,-334.19946,117.12244,-350.98596,126.70351,-364.59955,137.45467,-371.24854,146.50217,-369.64142,152.57289,-362.4784,158.56918,-344.27536,159.06012,-317.56055,155.74638,-283.1838,148.46803,-240.52754,135.2753,-191.48193,119.37469,-128.95894,96.84682,-56.301807,69.267685,-18.416245,49.51122,31.655064,28.090813,79.58647,8.019692,122.57168,-13.467272,163.82484,-26.742538,201.56758,-37.358875,236.851,-53.77005,266.5679,-71.71089,298.8932,-78.27516,323.85565,-89.40653,346.57022,-99.43196,365.7481,-108.599724,376.2107,-118.07631,381.88596,-126.41339,376.8225,-134.83673,365.74902,-142.37451,344.8837,-150.1332,319.91522,-155.73228,285.3976,-161.0751,248.47992,-154.39429,207.05537,-143.96829,163.37625,-131.39868,127.7236,-114.588615,98.71314,-95.77129,64.71727,-74.723335,34.216007,-58.36067,-3.9568872,-45.23613,-28.744986,-37.340446,-51.655792,-28.003866,-73.377144,-22.62186,-89.04519,-17.32065,-102.37634,-14.516793,-108.49138,-10.450399
