id,t0d0,t0d1,t1d0,t1d1,t2d0,t2d1,t3d0,t3d1,t4d0,t4d1,t5d0,t5d1,t6d0,t6d1,t7d0,t7d1,t8d0,t8d1,t9d0,t9d1,t10d0,t10d1,t11d0,t11d1,t12d0,t12d1,t13d0,t13d1,t14d0,t14d1,t15d0,t15d1,t16d0,t16d1,t17d0,t17d1,t18d0,t18d1,t19d0,t19d1,t20d0,t20d1,t21d0,t21d1,t22d0,t22d1,t23d0,t23d1,t24d0,t24d1,t25d0,t25d1,t26d0,t26d1,t27d0,t27d1,t28d0,t28d1,t29d0,t29d1,t30d0,t30d1,t31d0,t31d1,t32d0,t32d1,t33d0,t33d1,t34d0,t34d1,t35d0,t35d1,t36d0,t36d1,t37d0,t37d1,t38d0,t38d1,t39d0,t39d1,t40d0,t40d1,t41d0,t41d1,t42d0,t42d1,t43d0,t43d1,t44d0,t44d1,t45d0,t45d1,t46d0,t46d1,t47d0,t47d1,t48d0,t48d1,t49d0,t49d1,t50d0,t50d1,t51d0,t51d1,t52d0,t52d1,t53d0,t53d1,t54d0,t54d1,t55d0,t55d1,t56d0,t56d1,t57d0,t57d1,t58d0,t58d1,t59d0,t59d1,t60d0,t60d1,t61d0,t61d1,t62d0,t62d1,t63d0,t63d1,t64d0,t64d1,t65d0,t65d1,t66d0,t66d1,t67d0,t67d1,t68d0,t68d1,t69d0,t69d1,t70d0,t70d1,t71d0,t71d1,t72d0,t72d1,t73d0,t73d1,t74d0,t74d1,t75d0,t75d1,t76d0,t76d1,t77d0,t77d1,t78d0,t78d1,t79d0,t79d1,t80d0,t80d1,t81d0,t81d1,t82d0,t82d1,t83d0,t83d1,t84d0,t84d1,t85d0,t85d1,t86d0,t86d1,t87d0,t87d1,t88d0,t88d1
airplane-3739,-0.4924871,2.2247558,1.0347168,3.8275595,3.7063012,-1.0429807,-0.3901385,-3.576602,-4.2696614,4.3535056,-4.2864637,-3.0559473,4.129455,4.453954,-4.3256845,2.895382,2.1910107,3.1569939,-1.3745493,4.517513,1.6054513,4.756319,-4.300902,0.38749588,-4.5904393,-0.64691466,3.3322773,-0.492499,-3.11861,-3.2511408,-4.1833954,2.8765006,4.225271,-1.6088504,0.926756,-3.3787959,-2.9283872,4.9641814,-2.8686354,-4.6835203,-2.1550875,4.832017,0.569873,-5.557989,-2.3453817,6.092724,-1.968146,6.3286505,-5.5653973,4.044669,4.5842814,4.9228806,4.4167604,4.0734024,-4.482006,4.541819,3.5782723,5.0233173,4.24698,3.3897347,0.633376,1.6034691,-0.8025487,-5.016332,-1.9324015,-0.7169641,2.0978582,-4.193627,3.726295,-3.2070103,-5.2136083,3.953463,-1.2313373,-4.7670984,3.9110193,-3.2477288,3.821855,3.1706796,-4.9080434,1.0499922,0.525476,5.0452275,3.2162826,-3.5339153,-1.0273697,-4.9483085,-1.7020802,2.9560175,4.782853,-2.5864837,1.5462443,-0.25002784,2.7798011,-3.1201541,3.0720494,-3.2018452,1.1726034,0.8262461,-0.9982916,4.069843,1.3122357,-3.8800359,-1.9821932,-3.668732,-0.34301496,3.8035288,-0.8622238,-4.3301506,2.8629572,-2.0338125,0.8075299,-1.1955671,-2.9075322,-1.5112844,1.8796172,-3.088278,-2.9149392,-2.3672113,-1.5985061,3.9901485,-2.4347818,-1.2059615,-1.1737474,3.8156242,2.8025107,-1.7024374,-0.94364107,3.1584496,-3.2459307,-2.4577942,-2.0873473,1.2624692,2.4706843,-1.0226679,-1.186711,3.849628,-0.7001453,4.0745373,-0.5840086,-3.2914736,-3.3215775,-2.1867623,-3.1840096,-1.8253477,0.0031016394,3.708197,2.96731,2.1077514,3.1373458,1.0255138,-3.0341842,1.3305452,0.28777373,-3.418858,3.0226884,0.6493455,-1.3785734,-2.6516807,3.1839461,2.1066182,3.367947,-0.01753746,-2.8736167,0.7966368,2.7349858,2.823415,-2.422554,-2.50396,0.76673204,-3.6994936,-3.0386274,1.9125887,1.9646633,-3.171473,3.153917,1.92379,-0.7248295,2.534233
airplane-4141,-4.208534,-0.73143375,-2.6239262,-1.5792981,-1.90347,2.5308354,1.3652803,2.8611202,-3.154532,-1.4720414,-2.218861,3.297536,3.1212983,-0.42607915,-2.819403,2.5694783,1.1319001,2.9472194,-1.2517345,2.667081,1.552518,2.660123,-2.5738347,0.34854683,-3.1289644,-0.7496812,1.9123745,-0.61688745,-1.9675968,-0.8130573,-2.3326516,1.869205,2.5352411,-1.0704322,1.1741527,-2.1692388,-2.0175524,1.7208797,-1.9145002,-1.9383836,-1.2233845,-2.0752134,0.6769876,-2.362753,-3.0007892,1.221357,-2.8988569,0.2068722,0.9395931,3.2058454,2.3266847,2.6691911,1.7400864,-2.2249265,-3.2365735,0.51922727,4.290869,1.673059,0.30816007,5.136464,2.675897,2.3692179,-2.9776006,-3.9227543,-3.6370516,-2.5547953,3.8919191,0.14154851,4.543432,-0.2331307,3.1100833,-3.5285075,2.2439535,-4.019039,1.2686245,-4.579875,0.5083764,4.600859,-3.9138768,-2.2416005,-2.7634633,3.6546159,4.3033867,-1.2382497,-3.7326365,-2.657993,-3.861277,-0.21344626,3.7887323,0.5087952,4.0830984,1.2402442,0.37265354,-3.5589468,3.4086063,-0.5288936,3.6510208,-1.2029451,1.1543698,2.8907447,2.6781673,-1.745641,0.5177876,-2.3565705,-1.9458897,3.1450064,1.0688822,-3.5314844,0.13260445,-3.6938066,0.28346813,-3.7216544,-2.62958,1.2760589,-0.8665936,-3.2104168,-3.4865828,0.25734836,-3.007391,2.251999,-3.390194,0.9939153,-2.4222012,1.4005697,0.7931383,-3.3992724,-3.0651405,1.0403407,-3.436726,0.47229537,-1.3391789,2.9209986,3.5471013,2.068452,-2.297339,2.7772093,1.4273162,2.3754592,-3.031656,-1.3182709,-2.7169137,0.0003715754,-3.0382066,0.71511626,-1.3844726,2.9598377,0.55244774,3.4596713,1.4991902,2.7902734,-3.0840435,-1.7518423,-2.485295,-2.5323813,2.5907192,-1.8320365,-3.0701184,-1.1197352,0.59334207,2.8645473,2.3389065,-2.237239,-1.5140635,2.8222604,3.4450488,0.4589088,0.1097379,-3.1369345,3.0256734,-1.2060437,-2.7844253,-0.5184648,3.4420316,-1.228071,2.96026,-0.82778144,-3.8770838,0.8067098
airplane-5786,0.21854097,-2.5451357,2.2169538,-2.1735177,-0.7570189,-0.05429426,1.0487156,0.58670545,-1.0399836,-0.68920577,-1.4745233,1.1996179,2.3321342,-1.3196821,-4.2741184,0.96124077,4.0090146,2.2915218,-0.0018629432,4.134847,-0.6319404,4.350011,-4.3444734,3.658073,-4.2986903,-4.8940916,4.146829,-3.321183,-5.0511117,-4.0710206,-6.1689854,1.9294937,6.2502594,1.6126168,-0.46058068,-5.993721,2.5423894,5.333116,1.6014423,-5.7967095,2.9195483,4.4381833,4.1504827,-5.261475,-5.7783647,2.6526144,-5.7621026,2.641262,-1.170032,6.2334332,2.7050467,5.6420717,5.264956,-3.476889,-6.807092,-1.7756166,4.4350686,-1.6136545,2.9237514,3.5326767,3.413457,3.3427017,-3.6911387,-4.223832,-1.0348926,-3.8370357,5.003347,-0.8538816,3.0134532,2.5636811,3.6562905,-0.41167012,3.1891234,-1.1157055,-1.5105613,-2.8445966,-1.942069,2.9357147,-1.2343719,-3.2843606,-3.7786937,0.4602605,2.6791642,1.1764783,-3.0213685,0.034159005,-1.9403601,-1.7387279,2.3015606,1.8146665,1.4298611,2.4246185,-1.7625318,-2.3626168,2.7553015,1.1682589,1.4869432,-1.9607388,2.3026636,1.3050756,2.7884903,-0.1263071,2.3845568,-1.5298584,-2.0818064,0.35743117,2.5739741,-1.4878852,-1.6685122,-2.2135382,1.6369653,-2.214366,-1.829972,2.5342789,-2.5267272,-1.5297608,-1.9747673,2.0177078,-1.136205,2.2075944,-1.373875,2.0937033,-3.038846,0.08603299,-1.5536463,-2.1488655,-2.595869,-0.698101,-1.5611788,1.7825341,0.5970674,2.612131,1.6674988,2.0633345,-2.9392197,0.09053728,2.5574088,0.8353163,-2.8803875,0.3188243,-2.1548436,1.9015551,-1.3993131,2.1001863,-2.0609274,0.331326,-1.6097733,2.432319,-0.56737757,2.469771,-1.0640656,-2.3877773,-2.6307878,-0.44150746,0.89422464,-2.4850202,-2.7753878,0.70872736,-1.418384,2.3651998,0.38512084,-2.5578914,0.50224566,2.6833482,2.3158774,-1.3678533,1.7512344,-1.5979218,2.4132524,0.42913228,-1.4298444,-2.5267582,1.9222045,1.25936,1.748986,1.2636414,-2.2108345,1.1916168
airplane-5795,-2.4091916,-1.4265995,-0.24092749,-4.5378523,0.80346656,3.8214123,3.148753,0.7545531,-2.6163745,0.31810242,-2.4847417,-0.43866998,4.0740833,0.43292263,-3.2260435,4.3772697,2.1543298,4.55416,-2.5552106,4.280008,2.8760095,4.06905,-5.169612,0.6157917,-3.969319,-2.2411969,4.1140013,0.4558155,-4.001566,-1.8646195,-3.0836496,2.8572712,3.5153887,-0.332989,2.4295495,-2.5382469,-2.1704338,2.6186233,-2.4700847,-2.6489048,-3.086187,-2.420025,0.42437744,-3.8389425,-0.88900113,3.876607,-1.9897593,4.071677,-4.4455447,2.129551,-3.3414793,3.9295883,4.112789,2.128174,-4.422966,2.4695263,2.5749927,4.163982,-2.3979583,5.19798,-1.519259,5.671527,-2.0631094,-4.999824,-5.220026,-1.9238043,3.4695327,-4.384964,5.688955,-2.043375,3.4766169,-4.8522625,1.7312381,-5.736655,3.7448518,-4.2861977,3.6045086,3.699531,-5.363676,0.46354946,-0.3765192,5.3066,3.8654366,-3.7090445,-1.9564148,-4.94488,-5.38888,-0.1408644,5.37428,-1.9472314,4.8171005,-1.3503968,3.0374973,-4.5282974,4.2777514,-3.1654081,4.9022484,1.092736,-0.49223343,4.990872,2.40578,-4.336677,-1.1447262,-3.9675941,-3.0357249,4.0194893,-0.34863415,-4.970416,2.102258,-4.5004153,-1.2029759,-5.192303,-3.600937,-1.203217,0.13297084,-5.0447493,-5.2139235,-0.7173438,-5.1149673,0.82663,-4.9226766,0.15869273,-2.1226125,4.567458,2.848127,-2.2391264,-4.3751116,2.4063454,-4.6795316,-0.84761477,-2.4496663,4.2595177,4.690184,-0.7482053,-2.058163,4.6581693,0.26816672,4.4134736,-3.6661646,-3.4199033,-4.4845405,-2.261694,-4.9419065,-1.1371937,-2.6936524,4.1450977,2.7340696,2.931545,3.511538,1.9008188,-4.149236,0.27665594,-0.9399155,-4.0365496,4.409242,-1.0102028,-4.3342304,-2.7548,2.9561331,3.026603,4.0784683,-1.7799926,-3.3986237,3.5543292,3.7897959,2.9317012,-0.42872807,-4.96873,1.6453017,-4.0596175,-4.7748146,-0.5656357,3.0125394,-3.2129564,4.6333723,-1.4812688,-4.7777557,2.5476973
airplane-6913,-5.175578,-0.57903016,6.3100386,-0.099776015,3.4397397,-4.977479,-3.7273364,3.8873425,-2.0377102,-6.256363,-3.1034305,-5.176876,5.7779083,-1.1477361,-3.332462,5.9540315,4.0571017,4.2377405,0.73721004,7.0492983,-1.5095308,5.9479256,-5.25268,3.2058501,-5.071828,-3.3977306,4.3382473,-1.2582222,-1.6630533,-4.392035,-3.9862633,-0.051036954,5.188323,-0.9971052,-0.65231764,-4.2792892,0.58144176,4.2343225,-0.9699947,-4.355321,0.5043861,3.3780706,2.9116597,-2.903159,-3.2999787,2.532872,-3.8651867,-0.52753437,-0.6116357,4.457816,-0.38203084,4.7511454,5.2459655,-1.5576469,-5.417487,-3.831081,5.964984,1.1608657,1.241255,6.5026774,0.97329473,5.5585346,-5.66441,-3.967943,-4.110877,-3.840763,5.6473465,-0.3094432,5.459533,1.0220146,4.6644764,-3.1868124,3.1225884,-4.1589694,0.025203358,-5.1714892,-1.9316676,4.6703115,-3.952323,-3.9352717,-4.1437864,3.2567363,5.2268815,0.060927495,-5.020999,-2.2004275,-5.022891,-1.3796287,-6.916836,-0.57904154,4.342099,2.7876077,-0.7004713,-5.2223473,4.845912,1.1021459,4.364167,-2.3370128,3.024421,4.2531724,4.702574,-2.1658792,3.2834818,-4.045495,-4.5008454,3.0144067,3.491303,-3.9898882,-1.338419,-5.1981792,1.2697504,-5.198593,-4.575795,3.178941,-3.173168,-4.2360067,-4.536249,2.3869867,-3.8519187,3.7302656,-4.5363097,2.679738,-4.9482317,1.8569154,-1.624341,-5.074563,-5.2247114,-0.13336346,-4.4136395,2.340222,0.22920719,5.299779,3.5257514,3.1884003,-4.983656,2.0842466,4.5327463,2.2164183,-5.278228,-1.0429428,-4.3594255,2.4567716,-3.7055058,3.1899753,-3.8970003,3.8034792,-1.0849502,5.2199225,0.28087634,5.12122,-2.7450314,-3.9133177,-4.744876,-1.3649101,2.3154683,-4.2428665,-5.293534,-0.6044998,-1.203603,5.0337324,1.6719291,-4.3581996,-0.83874965,5.237092,5.114974,-0.67238504,2.2280724,-4.536955,4.8368835,-0.6357368,-3.5682921,-3.2342644,5.027406,0.67912674,5.1453557,-1.0391289,-4.824539,1.991016
airplane-8592,-3.1059377,3.6616173,-0.30639738,3.3103364,3.2712917,-0.4493661,-1.0166126,-2.5441706,2.7776752,0.57925993,1.7638309,-0.9535372,-3.5426435,0.7661289,4.123848,0.46412885,-0.428128,0.2192958,0.48423135,0.064920545,-0.38517958,0.40787336,0.08002275,1.0397211,0.5185909,-1.6207092,-1.0492266,4.121841,-0.54385126,0.1819117,-0.14007567,-0.22704807,-0.46775842,2.1177955,2.026943,0.8981073,-0.95047927,0.56722575,-3.0600748,1.8620484,-0.5388478,-3.3903742,0.53505987,-1.1996946,1.5594089,1.8912914,0.044498146,2.5036368,-2.8373806,0.026017953,4.7875657,1.8163786,-0.12598264,2.5124955,-1.7029128,0.16649258,-1.0795267,3.8941684,-3.7262821,2.8203359,-3.420597,2.9503725,-0.21426839,-4.1056004,-4.4755316,1.8673098,4.3985333,1.9772979,3.321551,-3.9621751,0.17324919,-5.785228,-1.4830433,-5.3225527,4.8445945,-3.0264764,4.6679654,1.5574087,-4.360233,2.8257177,1.8294411,4.479567,2.1962028,-5.0334044,1.2593371,-5.005621,-1.172966,3.5269966,1.3883972,-2.6489224,5.6249027,-1.6635798,3.0337162,-1.2603954,0.527474,-3.4130898,1.7910731,2.1691458,-1.0128026,5.46734,2.0345218,-4.824293,-2.800984,-2.521809,0.4825918,4.0339465,-2.5554123,-2.4219146,2.6995418,-4.880932,-2.412632,-3.4187398,-2.3478954,-2.1479595,2.1961994,-2.2996006,-1.6791741,-2.9518857,-2.4488723,-1.4603469,-2.2000136,-2.416463,0.6366716,3.2166994,-2.8802056,-2.4517908,-0.15821415,3.1180334,-1.7953328,-2.9943638,-2.8031888,0.1644153,1.2965617,3.3827705,0.8619132,3.2241583,-1.6125561,3.1599972,-5.6470814,-1.8006305,-1.1428505,-3.0326083,-2.2506807,-2.5189164,0.48497725,3.7664146,3.1114323,0.9087937,2.958475,0.6360784,-2.4245405,1.9956398,0.98418725,-3.3865786,1.9845345,0.26346162,0.04759352,-2.7362268,2.9481146,1.1312195,3.1226492,0.7315896,-2.9097967,-0.03152579,3.4866583,3.3091214,-2.635167,-1.7412922,0.57896775,-3.270472,-2.7246711,-4.262447,1.1681004,-3.2085023,2.0550117,2.4290671,-3.18591,-1.3790118
airplane-14056,4.412394,-1.0479058,-2.5508718,3.0250857,-0.89876467,3.7374315,2.3765626,-2.232213,-0.042981178,2.5487561,-0.053546652,-2.6306255,0.9376223,2.386606,0.2720611,1.8467844,-2.9426286,4.116724,-4.8721848,0.9075887,4.594439,1.8495035,-4.323693,-2.3275723,-0.70134956,-3.1327176,2.0662618,1.9708829,-2.7643318,-0.040869996,-2.2751737,4.1382627,2.550557,0.67771995,2.2478924,-2.9600978,-2.62466,1.6842337,-1.9004424,-2.6826124,-1.2689118,2.9713793,1.524772,-1.9585962,-2.394506,1.3852696,-2.343105,0.9673128,0.20086607,2.9073431,0.09709565,2.79719,2.2225914,-0.97847927,-2.4451575,-3.0373144,2.5365357,-0.1495739,1.2116823,2.122446,1.0892179,1.9060423,-3.9509935,0.041813493,-4.839531,-2.4319832,4.2982283,1.1147156,5.321192,-0.39628798,2.133842,-2.9279306,1.0958691,-3.6368284,1.3860621,-3.4601717,0.8317943,4.8685737,-4.291003,-3.0501223,-3.1087904,4.3143444,4.8268013,-1.0993117,-2.1577137,-2.5402966,-5.0024505,0.31979626,4.8954153,0.41027215,3.6750302,-0.2850978,1.6979997,-3.2478042,4.6564903,-1.1482804,4.616725,-1.3851708,2.05962,4.50207,3.4722464,-3.1369216,1.2313942,-4.1699967,-4.3023024,2.4147446,1.7681395,-4.2239943,0.2976553,-4.718229,0.19545358,-4.9102383,-4.8271375,1.8188487,-1.8071649,-4.5483265,-4.7126164,0.8044148,-3.878456,2.7815347,-4.4328513,1.4514308,-3.576932,2.794483,0.20518087,-4.6090746,-4.3488607,1.3887608,-4.665692,0.050343238,-0.39848194,5.140584,4.4669623,-0.10909611,-3.2141821,3.3841596,3.1926413,3.3922503,-4.311816,-2.0278225,-4.5496054,-0.030288376,-4.535843,1.1555382,-3.8342469,3.3678083,0.7938593,4.5789604,1.4849578,4.846119,-4.0641336,-2.0117772,-3.2315052,-3.3803587,3.619814,-2.5740256,-4.27793,-1.6654143,-0.7639041,5.1667557,3.5792027,-3.0979872,-1.8833138,4.352908,4.5130606,0.6167197,0.82272077,-4.7229447,4.4202433,-1.9249333,-4.235986,-0.8236953,4.3241124,-0.7420252,4.543055,-1.1277599,-3.9502194,3.2119923
airplane-14127,3.997606,4.5978155,5.421872,0.72130215,0.1698879,-3.3660655,-1.1699651,0.18020695,0.19139844,-1.9953966,0.52213067,2.3891582,-0.7166517,-1.2232851,-0.22380984,-1.7216349,1.7474129,-0.5906133,2.0047398,1.2222332,-1.5908005,1.2872543,0.34953487,2.057956,-0.09784889,-1.1015394,0.8147526,-1.6643474,0.05678962,-2.386891,-2.9758852,-1.2704599,1.5063818,2.2134097,3.1554523,-3.0981476,0.8353262,2.8056526,-0.3804003,-1.9924717,-0.926322,1.9375138,3.666892,-1.171482,-1.6210775,1.9623048,-2.2281175,1.2214197,-1.7204883,3.057869,-0.55336905,2.8253357,3.6070032,-0.44661355,-3.8192492,0.012771815,4.276448,2.7120895,-0.71182835,5.113578,0.29665604,5.233918,-4.0013943,-0.9163267,-4.415565,-1.3920567,2.867277,-2.9731555,4.8600054,-0.9136194,2.6432357,-4.3373837,1.1990772,-4.679826,1.855129,-4.9501305,1.584514,4.9239,-4.468329,-1.8796042,-2.6034229,4.3605304,4.845094,-1.5166684,-3.7372823,-3.6507444,-4.9534254,-0.48787794,4.8116536,0.14941278,4.8408914,1.4654502,0.47655806,-4.7012434,5.4456577,-0.5600475,4.453529,-1.2035744,0.785547,3.8249197,4.3230634,-2.798314,0.44009787,-3.5997703,-2.3436036,3.9579911,0.7756785,-4.0126324,-1.0619732,-5.192488,-0.42853725,-4.1693153,-3.429003,3.7018428,-0.7213394,-3.5989876,-3.8556662,2.5748568,-3.7239327,1.1421167,-2.8940105,3.1853528,-2.7203228,2.4321873,-2.1295617,-4.210494,-2.613666,1.6209278,-3.5091317,2.657992,-1.0616117,3.4268415,3.5601687,2.968995,-2.6522534,2.7959216,1.1001767,2.625249,-2.65684,-2.2403228,-3.799487,2.370666,-3.0249517,3.1509087,-0.9468702,3.2821698,0.7742549,4.035388,1.7781255,1.8397315,-3.858694,-1.4159771,-1.663411,-3.364181,1.5490237,-4.0012608,-3.3340716,-1.8390169,0.98383665,2.359254,2.668769,-1.2883147,-1.6162162,2.4281232,3.7446704,1.5915917,-0.13270703,-2.9061873,2.1782014,-1.7333634,-3.1540678,-3.2678015,3.4504368,-1.2608808,2.9690433,-1.5217574,-4.4052267,0.33805424
airplane-14176,-2.555879,-5.0243096,5.123663,1.9432776,-2.4987984,-3.2649598,-3.9712706,0.85256577,-1.2329867,-1.1632308,-0.9732796,2.4716089,2.7359347,-2.0001016,-4.778236,0.84786546,3.8324258,2.312629,0.62649286,4.3126054,-0.624076,4.7295403,-3.277722,3.490657,-4.0832386,-3.9705162,3.0323694,-2.7455223,-2.8648255,-3.7650266,-4.8623466,0.95519817,4.7511153,0.93596804,-2.9263463,-4.5375032,0.4558972,6.0468397,-0.7347424,-5.979645,0.41365552,5.5629683,4.0068445,-2.0053065,-4.461384,0.22668593,-4.5240774,-0.9293962,1.3164663,5.991785,0.62080866,4.192652,2.7451541,-3.758419,-4.507537,-3.3784645,4.7615223,1.0496703,0.9083031,5.050297,0.966159,4.512777,-4.268277,-2.1521134,-3.7398047,-2.939476,4.1629076,0.117831536,4.742942,0.34205025,3.3331285,-2.5214453,2.0063808,-3.281877,0.4673779,-3.8272486,0.04205542,3.8871393,-2.955826,-2.4768198,-2.7979105,2.5326805,3.8703952,-0.39800632,-3.408921,-2.0209572,-3.6122544,-0.7187404,3.336294,0.8747651,3.323782,1.3556287,-0.12551442,-3.8283863,3.4414246,-0.14215104,3.3549705,-1.5573989,1.7544105,3.3031285,2.9799657,-1.8306901,1.7869786,-2.7228458,-2.6336033,2.4175,1.9555967,-3.0836604,-0.50880855,-3.5900345,0.5576746,-3.692589,-3.2440689,1.6190126,-1.3694737,-3.2440882,-2.5491607,0.8622206,-2.8576932,2.695872,-3.3831656,1.4096401,-2.8773737,1.8246073,-0.02151981,-3.4152126,-3.1389282,0.6714095,-3.2869997,0.6247384,-0.4790141,3.2536008,2.8265297,0.9606012,-2.8004696,1.9402025,2.2803917,1.81287,-2.9636521,-1.0472535,-3.1861117,0.33555746,-3.376812,1.345119,-2.4525754,2.8545258,-0.07027429,3.9185243,0.812678,3.3511293,-2.580307,-2.0525362,-3.1660957,-2.0133684,2.091945,-2.6596754,-3.112368,-1.07124,-0.58807886,3.1779494,2.2344882,-2.4623694,-0.9853662,3.482523,3.858262,0.2104339,0.8240291,-3.6060672,3.4357448,-0.5946559,-2.8614683,-2.0230522,3.5477219,-0.10416223,2.5326314,-0.8163829,-3.5059187,1.5875663
airplane-15423,3.0752225,2.5650558,3.8436632,-0.7525249,1.2972281,-3.8299441,5.272866,2.5833488,-5.6034765,1.8449755,-4.116018,1.519226,2.9265394,-0.986295,-5.6766872,-0.23726855,1.2681235,6.5047197,-3.5218427,4.9774246,0.09791228,4.017505,-3.9066901,1.8850329,-3.33867,-3.5370867,6.301937,0.9365446,-5.5871735,-1.975798,-4.2435775,-1.042177,3.1069512,2.5272064,-0.2610336,-3.005921,3.4478083,-5.9013762,2.1735258,-4.1023417,1.3729746,2.8901186,5.4589753,-1.9850756,-4.8930526,-0.20672098,6.314057,2.6466775,2.2855875,4.4415855,3.0337236,3.8085084,2.2644575,-4.5262613,-4.2728553,-4.108932,5.443981,2.6052432,-0.10661898,6.345448,0.7800863,6.0206366,-5.5999303,-1.1736917,-4.777629,-3.2381475,4.341132,0.8882869,4.476815,3.1597056,5.274732,-1.089119,3.992782,-1.6318403,-2.2089086,-3.751058,-2.4878676,3.9208863,-0.7477894,-3.9935389,-3.3526025,0.29161063,4.8926225,0.46712473,-4.5129104,0.5380269,-2.2913072,-2.491187,-5.743731,0.7673631,1.9998312,3.438013,-2.806044,-3.2948523,1.6483269,0.4602055,1.6224922,-3.0665424,3.4624455,1.3698344,3.8591175,0.35854113,3.5130327,-2.4501367,-1.3679066,0.2776482,3.6998048,-1.6699259,-2.4593682,-2.5808125,2.5197484,-3.2267065,-2.4673994,3.7139277,-3.398966,-1.8031448,-2.8374367,2.8198848,-3.8500447,2.3042297,-1.9873499,2.9895778,-4.0197372,-0.036394164,-1.1761694,-1.7136276,-2.9631672,-1.4804484,-2.815646,2.680534,-0.9142275,4.1244106,2.2484357,3.1944878,-4.044755,0.16898,1.6994884,0.39177096,-3.853278,0.8145942,-2.8903005,2.523215,-1.9228684,2.8853877,-2.7036088,-0.20533672,-1.9867384,3.706272,-1.2766558,2.9447699,-0.8754417,-3.221676,-3.695639,0.30609122,0.96542823,-3.55133,-3.9853945,1.0049164,-2.3142035,3.061422,3.0274541,-2.4605849,0.45409632,4.3135486,3.0891497,-1.9109839,2.6152947,-2.061987,2.963251,1.224442,-0.8936428,-1.5568078,2.6820245,2.055635,2.391951,1.890197,-4.564968,1.7515211
