id,t0d0,t0d1,t1d0,t1d1,t2d0,t2d1,t3d0,t3d1,t4d0,t4d1,t5d0,t5d1,t6d0,t6d1,t7d0,t7d1,t8d0,t8d1,t9d0,t9d1,t10d0,t10d1,t11d0,t11d1,t12d0,t12d1,t13d0,t13d1,t14d0,t14d1,t15d0,t15d1,t16d0,t16d1,t17d0,t17d1,t18d0,t18d1,t19d0,t19d1,t20d0,t20d1,t21d0,t21d1,t22d0,t22d1,t23d0,t23d1,t24d0,t24d1,t25d0,t25d1,t26d0,t26d1,t27d0,t27d1,t28d0,t28d1,t29d0,t29d1,t30d0,t30d1,t31d0,t31d1,t32d0,t32d1,t33d0,t33d1,t34d0,t34d1,t35d0,t35d1,t36d0,t36d1,t37d0,t37d1,t38d0,t38d1,t39d0,t39d1,t40d0,t40d1,t41d0,t41d1,t42d0,t42d1,t43d0,t43d1,t44d0,t44d1,t45d0,t45d1,t46d0,t46d1,t47d0,t47d1,t48d0,t48d1,t49d0,t49d1,t50d0,t50d1,t51d0,t51d1,t52d0,t52d1,t53d0,t53d1,t54d0,t54d1,t55d0,t55d1,t56d0,t56d1,t57d0,t57d1,t58d0,t58d1,t59d0,t59d1,t60d0,t60d1,t61d0,t61d1,t62d0,t62d1,t63d0,t63d1,t64d0,t64d1,t65d0,t65d1,t66d0,t66d1,t67d0,t67d1,t68d0,t68d1,t69d0,t69d1,t70d0,t70d1,t71d0,t71d1,t72d0,t72d1,t73d0,t73d1,t74d0,t74d1,t75d0,t75d1,t76d0,t76d1,t77d0,t77d1,t78d0,t78d1,t79d0,t79d1,t80d0,t80d1,t81d0,t81d1,t82d0,t82d1,t83d0,t83d1,t84d0,t84d1,t85d0,t85d1,t86d0,t86d1,t87d0,t87d1,t88d0,t88d1
airplane-3739,0.65396684,-0.0459063,1.058088,0.19200456,1.1597395,0.22170736,1.1845332,0.18960534,1.3575245,0.29520923,1.4513474,0.291695,1.5599997,0.27649915,1.5768901,0.2816249,1.6657248,0.31680325,1.7276547,0.3151379,1.6997793,0.2800539,1.7351816,0.31434962,1.7139639,0.31222722,1.7325457,0.31536865,1.7435788,0.30358973,1.7377244,0.31638506,1.7339829,0.30998746,1.7375743,0.3085923,1.7112157,0.28435186,1.7214812,0.3132769,1.7300441,0.2957679,-18.73052,-4.155854,-18.743296,-4.1596766,-18.759254,-4.1674027,-18.756666,-4.161717,-18.767214,-4.1689405,-18.780771,-4.182513,-18.766937,-4.168175,-18.799171,-4.2012672,-18.769636,-4.169946,-18.768696,-4.1677732,-18.769037,-4.169924,-18.768366,-4.1686606,-18.768526,-4.1696105,-18.76794,-4.1676803,-18.76767,-4.1676197,-18.768318,-4.1684403,-18.768034,-4.1673265,-18.768158,-4.1683445,-18.76741,-4.1679974,-18.76971,-4.1697297,-18.768976,-4.1689467,-18.768322,-4.168198,-18.768387,-4.1683517,-18.768991,-4.168708,-18.76875,-4.169354,-18.76988,-4.1651206,-18.76884,-4.1694427,-18.769035,-4.169676,-18.76897,-4.1695433,-18.770348,-4.1701283,-18.76966,-4.170138,-18.768438,-4.1694136,-18.769325,-4.168995,-18.767038,-4.1693683,-18.767723,-4.1689596,-18.768608,-4.1684303,-18.768406,-4.167723,-18.768114,-4.167623,-18.768541,-4.1682925,-18.769138,-4.1682806,-18.769627,-4.170056,-18.76959,-4.1695223,-18.768446,-4.168123,-18.769686,-4.1702695,-18.768078,-4.169872,-18.768877,-4.1689854,-18.76829,-4.1690526,-18.76846,-4.1684,-18.769114,-4.1688538,-18.769255,-4.1676755,-18.769934,-4.1699057,-18.761406,-4.159014,-18.769098,-4.168543,-18.769289,-4.1716146,-18.768827,-4.1682,-18.768795,-4.1696267,-18.768665,-4.1685705,-18.769167,-4.169534,-18.768944,-4.169303,-18.769115,-4.1700864,-18.768871,-4.1700563,-18.76923,-4.1695232,-18.769426,-4.170686,-18.768627,-4.170494,-18.76825,-4.168992,-18.768448,-4.1680956,-18.768583,-4.168239,-18.768482,-4.168107
airplane-4141,-0.7859517,0.9701575,-0.7755288,0.87089866,-0.7948337,0.95501375,-0.82127637,0.96366745,-0.79869133,1.0040746,0.56021553,2.7403579,0.5887469,2.784033,0.59627026,2.7792933,0.60488653,2.7840843,0.6129611,2.795956,0.6148984,2.7960243,0.6186725,2.8012269,0.62433,2.8137558,0.63469183,2.8200676,0.6470189,2.832548,0.65369844,2.8407218,0.6734867,2.8596969,0.6693475,2.855006,0.699508,2.8803236,0.7681858,2.9363391,0.77096397,2.9363463,0.79738164,2.9561841,0.7951403,2.957695,0.8062997,2.9660532,0.805559,2.9635124,0.80665874,2.9657388,0.8106087,2.9721034,0.814469,2.975512,0.825614,2.9926903,0.8313367,2.9987206,0.8336998,3.0029495,0.8323606,3.0053926,0.825431,3.0055802,0.85376626,3.0238361,0.8362939,3.0058153,0.8299183,2.9974558,-11.220991,-8.952147,-11.220091,-8.948243,-11.21752,-8.965478,-11.218356,-8.949248,-11.219052,-8.949157,-11.220731,-8.947999,-11.218086,-8.950067,-11.218082,-8.949801,-11.217098,-8.95107,-11.219709,-8.94828,-11.2185135,-8.950983,-11.219545,-8.94811,-11.221212,-8.950137,-11.219703,-8.949016,-11.220242,-8.948532,-11.220966,-8.951009,-11.219849,-8.947847,-11.21983,-8.948742,-11.219851,-8.950315,-11.218363,-8.949487,-11.223512,-8.949339,-11.216652,-8.950469,-11.216829,-8.951269,-11.219116,-8.948426,-11.219917,-8.948526,-11.21769,-8.952819,-11.219635,-8.949229,-11.217798,-8.951216,-11.220416,-8.948831,-11.219241,-8.948802,-11.2162695,-8.950231,-11.22278,-8.950474,-11.220072,-8.948545,-11.219172,-8.950502,-11.21752,-8.950714,-11.218706,-8.949063,-11.219463,-8.949303,-11.219511,-8.948647,-11.219433,-8.95005,-11.219948,-8.948475,-11.219342,-8.949411,-11.220185,-8.948148,-11.219913,-8.949313,-11.217153,-8.952508,-11.209168,-8.958699,-11.218259,-8.951021,-11.21768,-8.951035,-11.21937,-8.949218,-11.218977,-8.950211,-11.219011,-8.950004,-11.219987,-8.948694,-11.219368,-8.949843,-11.2185545,-8.950732
airplane-5786,-0.12427083,-0.74584115,-0.14626242,-0.9424448,-0.14991704,-1.0107564,-0.09283999,-0.9178418,-0.15503658,-0.98797363,-0.17061329,-1.0854484,-0.82258654,-2.2309277,-0.90727645,-2.3434935,-0.9178569,-2.354353,-0.92254007,-2.356743,-0.99634427,-2.4391036,-1.1793222,-2.719084,-1.407643,-2.9418318,-1.4534086,-2.9914124,-1.4984453,-3.0537016,-1.4873197,-3.0306983,-1.4884422,-3.0304565,-1.517589,-3.0588393,-1.5417472,-3.0796068,-1.5595495,-3.0991745,-1.5553782,-3.0981677,-1.5565561,-3.0977318,-1.5660086,-3.1000104,-1.6030047,-3.154096,-1.572245,-3.1612735,-10.260921,-16.421135,-10.265567,-16.438683,-10.270223,-16.440184,-10.269513,-16.456038,-10.265606,-16.454185,-10.266026,-16.456808,-10.286086,-16.444532,-10.266682,-16.454865,-10.266202,-16.456705,-10.267298,-16.45343,-10.264158,-16.45466,-10.266977,-16.455025,-10.267823,-16.453253,-10.26596,-16.45608,-10.263933,-16.455511,-10.265779,-16.454407,-10.266882,-16.45552,-10.267041,-16.453794,-10.266305,-16.456068,-10.2662525,-16.455332,-10.264482,-16.454815,-10.272237,-16.462265,-10.2669525,-16.458284,-10.276534,-16.454714,-10.266153,-16.455729,-10.264496,-16.45545,-10.258958,-16.456873,-10.267374,-16.455448,-10.266291,-16.454163,-10.27047,-16.451338,-10.267229,-16.454212,-10.266258,-16.45667,-10.264865,-16.455938,-10.266848,-16.457125,-10.264373,-16.451391,-10.262221,-16.455088,-10.267774,-16.454948,-10.265099,-16.45593,-10.266036,-16.455408,-10.264798,-16.4557,-10.26435,-16.454544,-10.263312,-16.454348,-10.248987,-16.418314,-10.267791,-16.454863,-10.2661705,-16.455637,-10.266268,-16.456556,-10.266253,-16.456861,-10.263651,-16.453083,-10.266909,-16.452543,-10.266313,-16.451942,-10.262011,-16.45275,-10.266269,-16.45639,-10.265321,-16.455528,-10.266041,-16.456675,-10.263529,-16.45422,-10.265268,-16.451735,-10.266072,-16.456392,-10.265382,-16.456203,-10.265794,-16.452097,-10.265852,-16.455795,-10.26588,-16.451086,-10.257382,-16.449934,-10.266413,-16.45496,-10.2643,-16.44765
airplane-5795,0.27313384,-0.86219287,0.00023729264,-0.9531366,-0.045174398,-0.90898675,-0.109109186,-0.87693995,-0.15868576,-0.81110156,-0.2112061,-0.7618734,-0.72428524,7.83243,-0.7588629,7.784527,-0.7737936,7.7753186,-0.8256042,7.791126,-0.7924799,7.766305,-0.79211766,7.7749634,-0.7912867,7.769239,-0.7911391,7.7706385,-0.8014847,7.774275,-0.8077004,7.7789345,-0.8096791,7.7766566,-0.8098294,7.760006,-0.819861,7.783415,-0.8182495,7.779931,-0.8204348,7.783504,-0.8383345,7.7967825,-0.8305796,7.792314,-0.90375674,7.8135962,-0.87948895,7.851149,-0.8818855,7.8574524,-0.883124,7.8602824,-0.8854556,7.8612905,-0.88636297,7.865526,-0.88710016,7.8808584,-0.88986516,7.884423,-1.7560389,18.022905,-1.7535973,18.033112,-1.7652947,18.046663,-1.7664704,18.046751,-1.7655821,18.046583,-1.7651799,18.048166,-1.7652463,18.047655,-1.7644434,18.046085,-1.7678832,18.044949,-1.7692268,18.043316,-1.7509748,18.069298,-1.76697,18.046043,-1.7865511,18.02491,-1.7664132,18.047094,-1.7674268,18.04572,-1.7659904,18.046366,-1.7652206,18.047197,-1.7652091,18.046473,-1.767063,18.04561,-1.7643621,18.048756,-1.764989,18.047337,-1.7675893,18.045877,-1.767358,18.047295,-1.7647798,18.04702,-1.7467074,18.042398,-1.7687781,18.045603,-1.7671038,18.046623,-1.7667346,18.04609,-1.7642695,18.045359,-1.7648891,18.048176,-1.7662885,18.046513,-1.7687254,18.045622,-1.7667586,18.046581,-1.7704533,18.043703,-1.7671947,18.045692,-1.7688704,18.044003,-1.7653457,18.047213,-1.7659378,18.046656,-1.7661084,18.047537,-1.7645831,18.048014,-1.7681915,18.046513,-1.7550998,18.058708,-1.765869,18.046783,-1.7652196,18.04763,-1.7617097,18.051422,-1.7676208,18.046633,-1.769145,18.048666,-1.7646136,18.04854,-1.7654066,18.048107,-1.7659552,18.046904,-1.7647239,18.048231,-1.7650502,18.047703,-1.7660167,18.046545,-1.7660923,18.046719,-1.7280552,18.084692,-1.7671744,18.045776,-1.764147,18.048578,-1.7661426,18.046558
airplane-6913,4.0727763,-3.3295999,4.2570148,-3.5288765,4.294329,-3.5991561,4.2989182,-3.6398194,4.2924337,-3.6433244,4.2929664,-3.659592,4.2980914,-3.7009945,4.3193636,-4.0841875,4.3467584,-4.636674,4.3339415,-4.699845,4.352395,-4.7223964,4.3552065,-4.7571692,4.360842,-4.7562895,4.362826,-4.782509,4.362395,-4.7909865,4.3646674,-4.807712,4.3675776,-4.830052,4.3694882,-4.8577414,4.3681808,-4.8666005,4.3721776,-4.9225483,4.372877,-4.9271183,4.381823,-5.145838,4.39592,-5.372286,4.395344,-5.4465117,4.4028687,-5.7103376,4.4056334,-5.7527714,4.404451,-5.751159,4.404176,-5.7510977,4.408055,-5.7671123,4.4052362,-5.783042,4.407907,-5.8336906,4.4102354,-5.905719,4.6494117,-9.213037,4.6518807,-9.213958,4.64638,-9.214998,4.656761,-9.211821,4.654503,-9.2123575,4.653504,-9.212609,4.6530466,-9.211467,4.655265,-9.200838,4.7147913,-9.262171,4.65763,-9.211942,4.6512575,-9.211324,4.6543303,-9.20888,4.6542935,-9.212408,4.6527243,-9.212023,4.653863,-9.211256,4.653319,-9.213126,4.651722,-9.213433,4.6587377,-9.205736,4.657607,-9.2140665,4.657822,-9.213722,4.655325,-9.212428,4.652894,-9.212164,4.6602044,-9.2061205,4.6526623,-9.213866,4.652281,-9.213243,4.657775,-9.211245,4.6551795,-9.213821,4.658072,-9.211659,4.652708,-9.21403,4.6520534,-9.214537,4.653341,-9.214166,4.6531663,-9.212913,4.6525083,-9.214023,4.658995,-9.211705,4.6605086,-9.212448,4.6569448,-9.211967,4.6534615,-9.212683,4.658117,-9.213265,4.659812,-9.213366,4.660334,-9.209751,4.6548433,-9.21134,4.6523523,-9.214124,4.653666,-9.212175,4.6685543,-9.202603,4.653081,-9.213474,4.6540823,-9.211087,4.6534824,-9.213935,4.65396,-9.211939,4.655296,-9.211807,4.658945,-9.212401,4.6545486,-9.213374,4.6533523,-9.214106,4.6586366,-9.211656,4.6588697,-9.212508,4.6586742,-9.2126,4.6536927,-9.2134075,4.6580324,-9.212886
airplane-8592,1.1229198,0.52873266,1.1115644,0.5641638,1.1512002,0.6078332,1.1092377,0.5992207,1.1848872,0.6796935,1.3002802,0.7941739,1.3665558,0.8664449,1.3661238,0.8606628,1.4291843,0.9254558,1.4380385,0.93865556,1.4668806,0.95769155,1.4551382,0.9737374,1.4860201,0.98373353,1.5146068,1.0192056,1.5339395,1.0374403,1.5369216,1.0616703,1.549251,1.0808206,1.5481114,1.0754379,1.5532861,1.0886439,1.5761536,1.111544,1.5720092,1.1041546,1.5757763,1.1202749,1.5773312,1.1239786,1.5782344,1.1273725,1.6466695,1.1601682,1.6200236,1.1464435,1.6256834,1.1402451,1.6317589,1.1374353,12.642949,-5.3390274,12.645384,-5.3408513,12.643994,-5.339343,12.630798,-5.3209515,12.599383,-5.289188,12.676441,-5.3652635,12.705902,-5.3841305,12.740473,-5.3830967,12.706986,-5.383644,12.686454,-5.403039,12.708138,-5.381467,12.70949,-5.3794394,12.708099,-5.3814464,12.7083435,-5.3825874,12.710449,-5.3796887,12.710487,-5.3802037,12.708387,-5.3822646,12.707193,-5.3821526,12.709344,-5.380053,12.710109,-5.379985,12.706386,-5.380307,12.708154,-5.3827186,12.709064,-5.3803883,12.708296,-5.380893,12.71077,-5.378307,12.709198,-5.3794317,12.708071,-5.3833575,12.710595,-5.3804836,12.722694,-5.3469157,12.708346,-5.3816204,12.711411,-5.379804,12.708133,-5.3826356,12.709158,-5.3789473,12.708619,-5.381327,12.711006,-5.377208,12.710386,-5.3806167,12.709262,-5.3801494,12.710097,-5.3797617,12.709525,-5.3809037,12.711144,-5.379149,12.710277,-5.3801446,12.709599,-5.3808064,12.708285,-5.3810854,12.708682,-5.381045,12.710031,-5.378547,12.70987,-5.380217,12.7123165,-5.376411,12.709898,-5.3800178,12.70801,-5.3816934,12.722125,-5.3687634,12.710649,-5.3792944,12.710872,-5.3791966,12.709271,-5.379842,12.709866,-5.3804665,12.709333,-5.3807883,12.711621,-5.378614,12.709554,-5.3789434,12.709507,-5.37931,12.709718,-5.3800187,12.708152,-5.382095,12.708947,-5.380802
airplane-14056,0.92608464,-0.74946517,1.0536771,-0.7144444,1.0428259,-0.7262224,1.0768063,-0.6997172,1.0933653,-0.7253753,1.106186,-0.7014822,1.1463856,-0.6753372,1.1503793,-0.661634,4.681157,4.1597295,4.689496,4.1690545,4.687023,4.165162,4.685969,4.1666527,4.6920605,4.172564,4.6851497,4.162599,4.7055616,4.1908836,4.7330747,4.2372165,4.755051,4.262281,4.767491,4.2826505,4.8008204,4.2839065,4.785022,4.3013983,4.7985587,4.319136,4.808763,4.3330817,4.7994366,4.3210816,4.818796,4.3452067,4.832657,4.361607,4.847189,4.381227,4.867177,4.4053035,4.8911114,4.4328194,4.891074,4.431434,4.901999,4.445075,4.9132843,4.4585743,4.93036,4.491101,4.942014,4.5140343,4.935461,4.516691,4.94296,4.513274,4.946539,4.518471,8.409781,11.204875,8.424811,11.227833,8.422526,11.22682,8.441168,11.252451,8.441952,11.261594,8.440304,11.25291,8.440899,11.255935,8.442341,11.253874,8.440939,11.254651,8.440137,11.254461,8.465896,11.275439,8.442328,11.254911,8.44219,11.25508,8.442355,11.253711,8.442112,11.254793,8.441869,11.255509,8.441823,11.253849,8.441768,11.254447,8.442259,11.254063,8.445282,11.256226,8.441474,11.254676,8.441989,11.255157,8.445176,11.251971,8.440852,11.2557125,8.44183,11.254992,8.44207,11.255087,8.441116,11.255109,8.442059,11.254378,8.4429245,11.253228,8.442697,11.254048,8.441637,11.2549925,8.442297,11.255125,8.442665,11.2534275,8.448234,11.25625,8.4416065,11.254625,8.442469,11.25418,8.442786,11.25562,8.442507,11.255195,8.44213,11.254448,8.441908,11.254741,8.442537,11.253376,8.44272,11.253687,8.442155,11.2549715,8.443318,11.253562,8.442305,11.254286,8.443136,11.253724,8.442188,11.254806,8.442353,11.25517,8.443219,11.253285,8.442344,11.255028,8.441857,11.254812,8.443909,11.252412,8.442932,11.254493
airplane-14127,0.05593332,-1.3276598,0.08907093,-1.3399948,0.07390932,-1.4453881,0.07619655,-1.4594033,0.071438886,-1.4624776,0.07589304,-1.4834691,0.05869369,-1.4640986,0.044859134,-1.4519004,-0.53670555,3.7440314,-0.55288076,3.7616758,-0.55778426,3.777819,-0.55778474,3.7767327,-0.5577495,3.7754219,-0.55985475,3.7843268,-0.5596966,3.7857473,-0.5652571,3.8039532,-0.57720363,3.861564,-0.57473844,3.865424,-0.57779115,3.881785,-0.5782499,3.8813868,-0.5775524,3.8867085,-0.5776716,3.883064,-0.5771231,3.899363,-0.582535,3.9051256,-0.5863563,3.9181898,-0.5865076,3.9088778,-0.5895276,3.926697,-0.5835128,3.9278576,-0.5891011,3.9252748,-0.59106296,3.9301775,-0.59013116,3.936132,4.577935,21.522192,4.580451,21.54106,4.578128,21.527512,4.5824137,21.548216,4.5798674,21.544157,4.58136,21.545761,4.5809207,21.544888,4.580416,21.544634,4.5809093,21.545753,4.5813346,21.54618,4.580653,21.545168,4.580211,21.544441,4.5809584,21.546087,4.5801773,21.545603,4.581062,21.545471,4.5806313,21.545076,4.598234,21.564133,4.583951,21.548698,4.580665,21.545036,4.5827274,21.548138,4.580975,21.54528,4.58349,21.548796,4.583176,21.548283,4.5795174,21.54423,4.581951,21.54596,4.5816073,21.545637,4.581116,21.54519,4.5809197,21.545467,4.5809884,21.545092,4.583025,21.549665,4.5808115,21.545664,4.5808682,21.545853,4.581032,21.544569,4.58094,21.54555,4.580963,21.545551,4.581081,21.545803,4.5807524,21.545202,4.581605,21.54632,4.583148,21.548294,4.5801435,21.544477,4.581398,21.545301,4.5829363,21.548119,4.581099,21.545324,4.582814,21.547976,4.580523,21.54487,4.5810447,21.545116,4.5804176,21.544727,4.58085,21.545303,4.581814,21.54659,4.581286,21.545431,4.580155,21.54446,4.5831428,21.548382,4.5801067,21.54438,4.5814376,21.545452,4.5811877,21.545721,4.582899,21.548067,4.581389,21.545984,4.582894,21.548023
airplane-14176,0.69371456,1.4538051,1.0171956,1.7140743,1.0708617,1.7484019,1.1255932,1.7838005,1.1150695,1.8223348,1.2023624,1.9955741,1.2717767,2.318909,1.2721293,2.336626,1.2754854,2.3491852,1.2790546,2.352473,1.2758665,2.3487394,1.2761507,2.3953905,1.2789459,2.411737,1.2785213,2.412085,1.2746037,2.4168344,1.2788213,2.4119246,1.2719564,2.4184372,1.2709025,2.4223547,1.2569298,2.4350474,1.2575876,2.4383817,-4.9727035,18.749968,-4.97854,18.76164,-4.9724455,18.752897,-4.9740458,18.758057,-4.979291,18.779114,-4.9809365,18.779474,-4.961773,18.770056,-4.9838324,18.781298,-4.9826884,18.781128,-4.982603,18.781672,-4.979055,18.784418,-4.9858747,18.783215,-4.982277,18.782572,-4.981203,18.780313,-4.9823127,18.780521,-4.9829974,18.780386,-4.9820986,18.782124,-4.9818997,18.781319,-4.982606,18.780394,-4.9832993,18.78195,-4.982149,18.780148,-4.98196,18.779528,-4.9818573,18.780113,-4.9812713,18.779593,-4.976808,18.781843,-4.9813967,18.778986,-4.9821086,18.781027,-4.9835563,18.780994,-4.9823437,18.781279,-4.9823194,18.780746,-4.977129,18.781178,-4.9715676,18.7937,-4.9820457,18.781384,-4.982164,18.781181,-4.9809403,18.779963,-4.9817944,18.781042,-4.9817805,18.778313,-4.982552,18.781155,-4.980336,18.77907,-4.982163,18.781448,-4.9823613,18.780754,-4.981366,18.781097,-4.979967,18.778715,-4.9818816,18.77994,-4.982005,18.781843,-4.9820704,18.781319,-4.980849,18.779451,-4.9811835,18.78079,-4.9771996,18.77493,-4.9830914,18.78062,-4.983101,18.780592,-4.9819407,18.781305,-4.9821687,18.780668,-4.982034,18.781351,-4.981612,18.781443,-4.9818263,18.781082,-4.981454,18.778948,-4.982679,18.780226,-4.9825816,18.780851,-5.012334,18.807114,-4.981745,18.780638,-4.982041,18.78062,-4.9798384,18.778738,-4.9817257,18.78035,-4.9819922,18.781206,-4.9818463,18.781364,-4.9818225,18.781485,-4.980133,18.778912,-4.9819093,18.781137
airplane-15423,1.1887239,-1.2543114,1.4023858,-1.2493279,1.4109788,-1.2565286,1.3697901,-1.2573972,1.4165417,-1.2569028,1.4075297,-1.2518348,1.4188552,-1.2582319,7.191852,10.379565,7.1736326,10.3614855,7.1938443,10.382698,7.2000413,10.392894,7.2225933,10.415586,7.2110877,10.40255,7.2296295,10.424517,7.247555,10.443916,7.241837,10.439012,7.2607236,10.461748,7.3056927,10.511665,7.322531,10.534582,7.3261294,10.536636,7.32407,10.537499,7.3280687,10.538974,7.3398724,10.511623,7.32605,10.53699,7.3252187,10.533594,7.3275867,10.534467,7.3034754,10.505751,7.325,10.537591,7.3338623,10.533872,7.3278933,10.539945,7.3225226,10.532686,7.329981,10.543055,7.3277287,10.536574,7.323212,10.537195,7.3499346,10.563071,7.3268056,10.535351,7.323338,10.535413,7.326456,10.538233,7.3270698,10.537419,7.325622,10.536645,7.3283386,10.540618,7.3671556,10.578143,7.327049,10.533886,7.32428,10.536538,7.3242784,10.532497,7.3267465,10.539156,7.324627,10.532476,7.3267345,10.538796,7.3268647,10.536791,7.327838,10.539969,7.3238897,10.534856,7.323998,10.534657,7.317893,10.530347,7.3248687,10.537865,7.326817,10.53884,7.325714,10.538387,7.326616,10.537183,7.327076,10.537995,7.3273034,10.539319,7.3251767,10.536896,7.3264756,10.538751,7.334903,10.5411005,7.328437,10.5372305,7.328343,10.537119,7.3277593,10.536664,7.32371,10.534068,7.3251553,10.535301,7.3252454,10.537065,7.32445,10.536119,7.327969,10.53658,7.329373,10.5389595,7.326037,10.537795,7.325572,10.537917,7.3271155,10.540371,7.3357744,10.546437,7.325857,10.538576,7.327004,10.53857,7.3278365,10.5398035,7.324677,10.536239,7.3277974,10.539688,7.3285127,10.536477,7.32444,10.535084,7.326722,10.5391245,7.326523,10.537103,7.3273516,10.538492,7.327725,10.5395775,7.327965,10.539534,7.3354077,10.524977,7.328905,10.540189
