id,t0d0,t0d1,t1d0,t1d1,t2d0,t2d1,t3d0,t3d1,t4d0,t4d1,t5d0,t5d1,t6d0,t6d1,t7d0,t7d1,t8d0,t8d1,t9d0,t9d1,t10d0,t10d1,t11d0,t11d1,t12d0,t12d1,t13d0,t13d1,t14d0,t14d1,t15d0,t15d1,t16d0,t16d1,t17d0,t17d1,t18d0,t18d1,t19d0,t19d1,t20d0,t20d1,t21d0,t21d1,t22d0,t22d1,t23d0,t23d1,t24d0,t24d1,t25d0,t25d1,t26d0,t26d1,t27d0,t27d1,t28d0,t28d1,t29d0,t29d1
airplane-10,-0.8254914879798889,-0.409106582403183,-0.9687424898147583,-0.5395768284797668,-1.0099294185638428,-0.5705633759498596,-0.8670317530632019,-0.38655850291252136,-0.7076051831245422,-0.44910070300102234,-0.6406711339950562,-0.46967843174934387,-0.9378166794776917,-0.6364054083824158,-0.8602173924446106,-0.7631904482841492,-0.8967323303222656,-0.6998002529144287,-0.7864754796028137,-0.9205880761146545,-0.686191976070404,-0.6782244443893433,-0.8655830025672913,-1.0844508409500122,-0.6641363501548767,-0.7752529978752136,-0.6757915616035461,-0.6931536197662354,-0.8211758732795715,-1.0320239067077637,-0.7652406096458435,-0.8634200692176819,-0.6291594505310059,-0.6165910959243774,-0.6239374279975891,-0.7183847427368164,-0.6688188314437866,-0.7581446766853333,-0.7075336575508118,-1.039293646812439,-0.6418226361274719,-0.9150477051734924,-0.49542760848999023,-0.3870614469051361,-0.6330370903015137,-0.8604243993759155,-0.5483132004737854,-0.8439281582832336,-0.6471714377403259,-0.8341744542121887,-0.5370084047317505,-0.7744587659835815,-0.42481639981269836,-0.5633766055107117,-0.6162368655204773,-0.9736760258674622,-0.6050724387168884,-0.7194669842720032,-0.4240920841693878,-0.5980977416038513
airplane-111,-0.6261727213859558,-0.5233957767486572,-0.9498763680458069,-1.14335036277771,-0.7670667767524719,-0.614126980304718,-0.9176937937736511,-0.9584627747535706,-0.988315761089325,-1.3145607709884644,-1.0521217584609985,-1.4467538595199585,-0.8885577321052551,-0.7614746689796448,-1.046826720237732,-1.2697497606277466,-1.0297050476074219,-1.373407244682312,-1.0591658353805542,-1.5509474277496338,-1.042458415031433,-1.6150424480438232,-1.0709558725357056,-1.700899600982666,-1.0552029609680176,-1.7975102663040161,-1.0823200941085815,-1.6885359287261963,-1.062574863433838,-1.6452034711837769,-1.081465482711792,-1.6464564800262451,-1.0584741830825806,-1.788904070854187,-1.0556652545928955,-1.7941814661026,-1.0284212827682495,-1.6712180376052856,-1.083565354347229,-1.890738844871521,-1.0844049453735352,-1.8937448263168335,-1.042333722114563,-1.772840142250061,-1.064469575881958,-1.8390625715255737,-1.0596765279769897,-1.8712960481643677,-1.0715469121932983,-1.840259075164795,-1.0815521478652954,-1.8816975355148315,-1.0611788034439087,-1.8467556238174438,-1.0527526140213013,-1.8394500017166138,-1.0229741334915161,-1.7302628755569458,-0.9759243726730347,-1.763433575630188
airplane-116,-0.918826699256897,-0.8993361592292786,-0.9147276878356934,-1.0450444221496582,-0.7515502572059631,-1.0270441770553589,-0.5883907675743103,-0.9055975079536438,-0.5089289546012878,-0.8344829678535461,-0.47766414284706116,-0.8162462115287781,-0.6207223534584045,-1.0302140712738037,-0.5596737265586853,-0.9764434695243835,-0.5969492793083191,-1.0341325998306274,-0.48688459396362305,-0.9579336047172546,-0.4911178648471832,-0.8741135001182556,-0.6522183418273926,-1.1960312128067017,-0.4449949562549591,-1.0172913074493408,-0.4443035125732422,-0.9642022252082825,-0.5915378332138062,-1.0580105781555176,-0.5286026000976562,-0.934885561466217,-0.5594969391822815,-0.9865202307701111,-0.6217529773712158,-1.0977658033370972,-0.6198999285697937,-1.110609531402588,-0.6681755185127258,-1.2571808099746704,-0.5543809533119202,-1.0205994844436646,-0.4493822455406189,-0.7688739895820618,-0.5568599700927734,-1.0710265636444092,-0.521611750125885,-1.0189018249511719,-0.482459157705307,-0.8446022868156433,-0.5365745425224304,-0.9974355101585388,-0.37966564297676086,-0.6449958682060242,-0.632415235042572,-1.1994355916976929,-0.40436655282974243,-0.7563582062721252,-0.38135823607444763,-0.6703819632530212
airplane-125,0.3119480609893799,-0.11407332867383957,0.029364241287112236,0.25407710671424866,-0.2716447412967682,0.4720975458621979,0.3884750008583069,-0.4090896546840668,0.14314721524715424,-0.7471237778663635,0.19415219128131866,-0.20242395997047424,-0.09576378762722015,0.0881686583161354,-0.20076237618923187,-0.40428081154823303,-0.39944177865982056,0.14262822270393372,-0.48955151438713074,-0.11537673324346542,-0.5168270468711853,-0.11063440889120102,-0.4783451557159424,-0.336906760931015,-0.5419865250587463,-0.24403980374336243,-0.4475975036621094,-0.5546970963478088,-0.7338525652885437,-0.10385235399007797,-0.6223379969596863,-0.2730301320552826,-0.37382596731185913,-0.6554673910140991,-0.5651754140853882,-0.36718615889549255,-0.4650934040546417,0.009533621370792389,-0.5453726649284363,-0.3512129485607147,-0.6958300471305847,-0.11008604615926743,-0.5122995376586914,-0.5619651675224304,-0.7320447564125061,-0.3314436972141266,-0.5855818390846252,-0.4229750335216522,-0.9089165925979614,-0.3575889766216278,-0.7141464352607727,-0.5262917876243591,-0.488817036151886,-0.6921917796134949,-0.7997824549674988,-0.3658529818058014,-0.8045119643211365,-0.43733665347099304,-0.35909029841423035,-1.0706303119659424
airplane-153,-0.6486214399337769,-0.37849655747413635,-0.862385630607605,-0.6335972547531128,-0.7054247260093689,-0.36799898743629456,-0.5876011252403259,-0.17575272917747498,-0.6743057370185852,-0.5040788054466248,-0.3319985270500183,0.16434434056282043,-0.3398655354976654,0.6890674233436584,-0.6501508355140686,-0.2956142723560333,-0.35425153374671936,0.5901437401771545,-0.3430251181125641,0.6283292174339294,-0.23808245360851288,0.832209587097168,-0.34387385845184326,0.5968214869499207,-0.31570667028427124,0.5246968865394592,-0.33795079588890076,0.5721271634101868,-0.3703686594963074,0.9291223287582397,-0.4067898988723755,0.714435875415802,-0.30401796102523804,0.9641590714454651,-0.27347227931022644,0.7352208495140076,-0.23583988845348358,1.2520393133163452,-0.40690305829048157,0.5967578291893005,-0.5591126084327698,0.00043407827615737915,-0.2932629883289337,0.8472945690155029,-0.34559160470962524,0.5444172024726868,-0.4673488140106201,0.11059198528528214,-0.3427584171295166,0.8355036377906799,-0.3480035066604614,0.6370048522949219,-0.32520022988319397,0.7295934557914734,-0.49088212847709656,0.2564661204814911,-0.3293067514896393,0.7755850553512573,-0.5663852691650391,-0.24591955542564392
airplane-154,-0.6671451330184937,-0.6330739259719849,-0.5962331891059875,-0.6736605763435364,-0.5094171166419983,-0.6433505415916443,-0.448440283536911,-0.7047064900398254,-0.42574363946914673,-0.6961491703987122,-0.4337848722934723,-0.7096386551856995,-0.5390283465385437,-0.8162733912467957,-0.528444230556488,-0.8606420159339905,-0.5285888314247131,-0.8348978161811829,-0.44688135385513306,-0.8255919814109802,-0.47206857800483704,-0.749920666217804,-0.6379461288452148,-1.1315431594848633,-0.5011155009269714,-0.9276480078697205,-0.47430187463760376,-0.8577085137367249,-0.5886579155921936,-0.9990355372428894,-0.5100896954536438,-0.8775333762168884,-0.5348187685012817,-0.8561409115791321,-0.6072487831115723,-1.0679614543914795,-0.5709680914878845,-0.9783814549446106,-0.6677892804145813,-1.2296836376190186,-0.5791969895362854,-0.9902452826499939,-0.5191372632980347,-0.820087730884552,-0.5789177417755127,-1.0843167304992676,-0.5894278883934021,-1.0691380500793457,-0.5907331705093384,-0.9797957539558411,-0.572321355342865,-1.0377781391143799,-0.5037153363227844,-0.826492965221405,-0.6010504364967346,-1.0922017097473145,-0.47330963611602783,-0.7972609400749207,-0.42593687772750854,-0.7193976044654846
airplane-169,-0.22764311730861664,0.3692452609539032,-0.19097186625003815,0.467597097158432,-0.384075403213501,0.30220213532447815,-0.1159919947385788,0.4814477264881134,-0.3137919008731842,0.12836894392967224,-0.4561622738838196,-0.006205104291439056,-0.5950663685798645,-0.028793655335903168,-0.3706188499927521,0.0600455179810524,-0.6379534006118774,-0.2627294957637787,-0.718704342842102,-0.7238720655441284,-0.3658202290534973,-0.03658690303564072,-0.6475920081138611,-0.5965120792388916,-0.41918283700942993,-0.16552618145942688,-0.42454949021339417,-0.2744978368282318,-0.7612547278404236,-0.8080962300300598,-0.6426298022270203,-0.7468957901000977,-0.1215725988149643,0.17173638939857483,0.0957680493593216,0.2966056168079376,-0.3239270746707916,-0.1022539958357811,0.23799581825733185,0.5701219439506531,-0.6624563336372375,-0.7733740210533142,-0.03123428113758564,0.20971664786338806,-0.3097156286239624,-0.10942896455526352,-0.3214295506477356,-0.11941208690404892,-0.7732694745063782,-1.1011549234390259,-0.7376989722251892,-1.010679841041565,-0.4954068064689636,-0.5025721192359924,-0.9452593326568604,-1.362891435623169,-0.7619549632072449,-1.0151358842849731,-0.6869149804115295,-1.0546038150787354
airplane-179,-0.6004204750061035,-0.06623061746358871,-0.3335319459438324,0.6585174798965454,-0.48054271936416626,0.7027813792228699,-0.3297896683216095,0.6946521401405334,-0.3484445810317993,0.5310631394386292,-0.3726416230201721,0.46113720536231995,-0.46839186549186707,0.6729254126548767,-0.47445929050445557,0.24207374453544617,-0.3414946496486664,0.6856828331947327,-0.3407467007637024,0.632689893245697,-0.19454003870487213,0.9402225017547607,-0.2428663820028305,0.8089578747749329,-0.2507416009902954,0.7516278028488159,-0.412845641374588,0.4384806454181671,-0.3195303976535797,1.0235211849212646,-0.37067657709121704,0.5993199944496155,-0.22833813726902008,1.0022753477096558,-0.306048721075058,0.6479848623275757,-0.22397200763225555,1.3761905431747437,-0.37179872393608093,0.7788507342338562,-0.2567884922027588,1.0559775829315186,-0.23083223402500153,1.0911245346069336,-0.39098024368286133,0.4500480592250824,-0.4760577380657196,-0.3017784059047699,-0.46728047728538513,0.736271321773529,-0.3578530251979828,0.517045259475708,-0.40399986505508423,0.46988990902900696,-0.31423699855804443,0.846692681312561,-0.3924812376499176,0.581009566783905,-0.4928620457649231,-0.16826239228248596
airplane-180,-0.7391458749771118,-0.12203475087881088,-0.9451408982276917,-0.04335399717092514,-0.3895568251609802,0.667921781539917,-0.2920524477958679,0.6948261260986328,-0.24284584820270538,0.7088196873664856,-0.22162587940692902,0.728338897228241,-0.2407531589269638,1.106833815574646,-0.3149423599243164,0.7035813927650452,-0.19570930302143097,0.9603050351142883,-0.2523535490036011,0.8227933049201965,-0.1842651516199112,0.9618951678276062,-0.2397659569978714,0.8068631291389465,-0.19001726806163788,0.8570511937141418,-0.4685482382774353,0.49598243832588196,-0.2015204280614853,0.9177718758583069,-0.3616959750652313,0.607467532157898,-0.28185659646987915,0.7552310824394226,-0.6059694886207581,0.0006914511322975159,-0.10905309021472931,1.138039231300354,-0.5720081925392151,0.03112117201089859,-0.2771395742893219,0.756685197353363,-0.7763777375221252,0.040649332106113434,-0.8481311798095703,-0.08152028173208237,-0.9329273104667664,-0.30894145369529724,-0.8714208602905273,-0.06950946897268295,-0.787304162979126,-0.40559276938438416,-0.5136820673942566,0.3871265947818756,-0.9124047160148621,-0.47644707560539246,-0.5665825009346008,0.33525463938713074,-0.8753459453582764,-0.42845770716667175
airplane-189,-1.079939365386963,-0.9543696641921997,-1.33733069896698,-0.599098265171051,-1.2191931009292603,-0.6750211119651794,-1.287935733795166,-0.582484781742096,-1.1340053081512451,-0.7115686535835266,-1.2570173740386963,-0.6933022141456604,-1.6207411289215088,-0.5270184874534607,-1.2857856750488281,-0.6972585320472717,-1.5269019603729248,-0.585082471370697,-1.246421217918396,-0.7534258961677551,-1.4898329973220825,-0.6223035454750061,-1.318950891494751,-0.7309110760688782,-1.2153297662734985,-0.8088074326515198,-1.38332200050354,-0.6450387835502625,-1.2100248336791992,-0.9172287583351135,-1.7581580877304077,-0.49390241503715515,-1.627510905265808,-0.5706552863121033,-1.1676796674728394,-1.1126914024353027,-1.1726423501968384,-0.9890890717506409,-1.1622034311294556,-1.1972626447677612,-1.247705340385437,-0.810192883014679,-1.2128567695617676,-0.8447707295417786,-1.3847219944000244,-0.6803049445152283,-1.2333108186721802,-0.874944269657135,-1.621232509613037,-0.5785465836524963,-1.5574816465377808,-0.6118547320365906,-1.768103837966919,-0.4754684865474701,-1.4355412721633911,-0.6447897553443909,-1.6551281213760376,-0.5674199461936951,-1.2129725217819214,-0.8745344281196594
